,Unnamed: 0,HIP,RA_J2000,DE_J2000,Plx,pmRA,pmDE,Vmag,B-V,is_hyades,cluster,silhouette
396,396,25966,5.539695,14.875156,15.48,96.22,-169.91,10.81,1.109,0,1,-0.32424302117276743
402,402,15683,3.36731,17.23997,15.33,168.25,-175.03,10.9,0.99,0,1,-0.32604567848974997
406,406,15249,3.278508,15.657229,15.18,111.79,-200.82,8.76,0.67,0,1,-0.1401159183367424
415,415,17803,3.810796,21.056622,14.91,105.89,-179.26,10.56,1.11,0,1,-0.2608107485263523
416,416,28671,6.054128,19.360743,14.86,666.6,-623.13,9.28,0.6459999999999999,0,1,0.12453763976460569
423,423,28159,5.950494,15.741365,14.69,89.55,-244.33,8.2,0.654,0,1,0.05949125196730849
475,475,23486,5.048746,5.188311,13.24,13.94,-202.31,10.72,0.9,0,1,-0.2927577618149038
477,477,14261,3.065215,5.242236,13.2,8.61,-190.59,11.54,1.3,0,1,-0.3620733104540412
485,485,13748,2.949635,10.480956,13.09,94.63,-144.23,10.62,0.713,0,1,-0.4591616082133769
490,490,19797,4.243199,22.351182,12.84,425.56,-301.97,9.23,0.362,0,1,0.00737664771100645
496,496,15904,3.413989,12.256581,12.65,566.89,-493.05,10.76,0.5710000000000001,0,1,0.11568237429219702
501,501,21306,4.573879,12.73421,12.62,22.2,-331.97,9.68,0.6,0,1,0.2194933948161491
508,508,20410,4.3703379999999985,4.337138,12.45,72.02,-192.55,11.94,1.344,0,1,-0.24835944122664255
579,579,21477,4.611935,3.5142050000000005,11.0,73.23,-227.57,8.56,0.831,0,1,-0.051450614787296886
591,591,15253,3.279355,5.019476,10.82,25.64,-268.07,9.22,0.605,0,1,0.057609095859973564
630,630,24007,5.159632,24.325306,10.29,73.08,-180.69,10.3,0.991,0,1,-0.31577770184506737
692,692,22306,4.80435,23.763226,9.62,104.74,-167.97,10.19,0.696,0,1,-0.32615197980908217
851,851,26617,5.657621,3.950742,8.32,255.83,-243.74,10.35,0.64,0,1,-0.060090432212147896
1093,1093,16072,3.4499370000000003,23.77665,6.99,262.7,-342.88,10.81,0.544,0,1,0.17148711397829663
1276,1276,24435,5.2423129999999984,18.623174,6.21,105.91,-235.74,10.32,0.835,0,1,0.03653209639815287
1580,1580,21089,4.5195940000000006,18.819889,4.96,171.38,-155.99,10.6,1.1,0,1,-0.4174611358698304
1878,1878,24121,5.180841,16.428625,4.0,160.3,-219.4,8.6,1.225,0,1,-0.09497234617312995
2048,2048,27182,5.761217,14.68892,3.41,63.15,-189.93,9.05,0.65,0,1,-0.28552073881783746
2446,2446,28887,6.099316,7.317539999999998,1.8,89.2,-243.88,10.31,0.6759999999999999,0,1,0.04849397829434525
32,32,17207,3.686256,3.611378,39.87,-41.66,-236.97,9.61,1.36,1,1,-0.16639362557232817
71,71,21132,4.5299010000000015,14.154105,28.36,-330.66,-352.0,10.33,0.4320000000000001,1,1,-0.032868669016331196
487,487,20197,4.32906,14.27367,12.93,80.17,-217.4,7.51,0.991,1,1,-0.09176247958503272
1,1,22449,4.83067,6.961276,124.6,463.44,11.62,3.19,0.484,0,2,0.23233926128072926
7,7,21000,4.503495,5.298818,84.76,106.9,119.86,9.83,0.6,0,2,0.016978218768817794
9,9,24284,5.211729,19.66565,78.5,275.09,238.42,10.82,1.55,0,2,0.14216404625091184
12,12,25220,5.3939949999999985,17.324119,69.76,253.35,-4.66,7.93,1.104,0,2,0.37913452348107757
13,13,25278,5.4070730000000005,17.383534,68.19,250.4,-7.42,5.0,0.544,0,2,0.38345750107595145
14,14,23835,5.124168,18.645052,63.02,536.05,18.51,4.91,0.657,0,2,0.21235857446246165
16,16,19076,4.088961,22.008905,59.79,172.61,-130.08,5.9,0.62,0,2,0.2865099154778404
20,20,15844,3.4018,23.785027,50.54,217.18,-129.17,10.38,1.51,0,2,0.32118584221662283
25,25,26844,5.699685,15.337223000000002,46.51,78.74,-44.01,10.72,1.689,0,2,0.039934608300175936
26,26,17496,3.747535,11.92,45.87,315.63,126.16,9.13,1.179,0,2,0.2547591160123989
29,29,13976,3.000781,7.749752,42.66,329.79,19.67,7.97,0.926,0,2,0.31944487408801137
34,34,13601,2.9215020000000003,16.309189,38.3,203.76,-47.24,7.41,0.7490000000000001,0,2,0.44686708596290653
37,37,22715,4.884648,22.23517,37.09,149.22,-129.31,8.78,1.019,0,2,0.2577371817360048
38,38,14729,3.170877,12.050509,36.96,245.15,-153.65,9.38,1.15,0,2,0.28847773224613166
44,44,24205,5.196236,4.403539,34.85,180.83,-137.32,7.0,0.588,0,2,0.2905949647118774
46,46,15563,3.341443,8.454444,34.18,228.24,2.51,9.65,1.13,0,2,0.4167925738971967
49,49,19834,4.252892,14.39847,31.94,118.87,-11.92,11.56,1.3630000000000002,0,2,0.45922761107388804
50,50,14258,3.064115,6.133298,31.75,231.78,48.42,6.92,0.552,0,2,0.36825246141172013
56,56,19862,4.259356,15.70626,31.11,112.78,-25.84,10.96,0.924,0,2,0.45704098311108154
57,57,14023,3.010027,5.986063,30.87,698.12,-157.87,8.11,0.838,0,2,0.11646854234062487
59,59,19981,4.285243,22.673317,30.56,117.96,-42.19,9.77,1.23,0,2,0.4510571529583531
61,61,19472,4.170571,17.368432000000002,29.88,414.43,-152.23,9.07,1.07,0,2,0.23607278045446875
62,62,19441,4.163708,9.305498,29.78,156.7,-2.81,10.1,1.192,0,2,0.4790744160772842
65,65,14230,3.05796,23.06148,29.62,111.75,3.47,7.09,0.624,0,2,0.3862776809100561
66,66,19117,4.098447,11.966169,29.02,216.53,17.79,10.06,1.12,0,2,0.41518487927094283
70,70,17794,3.809149,15.201997,28.41,95.08,-89.59,9.45,1.08,0,2,0.10194444978726792
72,72,20745,4.445229,12.686578,28.27,123.44,-16.78,10.5,1.358,0,2,0.48509019434309336
76,76,25873,5.523207,12.556091,28.0,172.35,-136.2,8.4,0.8140000000000001,0,2,0.28485567834152664
77,77,19767,4.238415,12.348101,27.98,341.22,-59.45,6.74,0.677,0,2,0.3135688717428751
78,78,18975,4.065723,8.197269,27.8,168.35,27.98,5.45,0.371,0,2,0.4183537273269402
80,80,19591,4.198951,23.636326,27.21,137.76,-54.42,9.38,1.09,0,2,0.463970142166267
85,85,17928,3.834295,22.591635,26.91,155.06,-63.56,7.29,0.5379999999999999,0,2,0.4555511573814295
87,87,18322,3.917066,12.485588,26.49,127.58,-9.65,10.12,1.07,0,2,0.48027780596055486
89,89,22221,4.7793269999999985,9.01742,26.26,89.03,-16.73,7.24,0.56,0,2,0.2528869713608278
98,98,16908,3.626382,21.343174,25.23,141.55,-27.39,9.35,0.917,0,2,0.5066739698799443
100,100,21256,4.560328,21.150854,24.98,109.3,-45.31,10.69,1.237,0,2,0.4091865478487579
101,101,19316,4.14074,12.19184,24.9,115.35,-13.05,11.28,1.327,0,2,0.45880935462306555
103,103,18018,3.850865,23.903655,24.72,150.93,-46.61,10.17,1.16,0,2,0.4877557312624862
106,106,18253,3.904445,8.55867,24.61,238.12,-67.02,11.94,1.46,0,2,0.40115597825477434
108,108,15374,3.3041940000000003,9.24515,24.54,123.52,15.81,11.91,1.341,0,2,0.3892584576287162
117,117,18327,3.918473000000001,16.998476,24.16,148.37,-25.09,8.99,0.895,0,2,0.5076358140060963
119,119,22224,4.780404,17.748324,24.11,96.93,-33.93,9.6,0.967,0,2,0.3463265020182519
120,120,20834,4.464704,24.444788,24.05,375.08,114.38,9.4,0.894,0,2,0.25196236985447656
122,122,17766,3.803295,7.14624,24.02,173.16,4.87,10.85,1.34,0,2,0.4621011720266186
123,123,21280,4.566261,15.163621,24.02,101.93,-33.75,8.48,0.847,0,2,0.39601455389777696
124,124,21723,4.664159,12.728474,23.95,102.0,-17.7,10.04,1.073,0,2,0.3963886221464171
126,126,19481,4.1727,12.077616,23.85,168.24,89.45,8.11,0.741,0,2,0.24637871944162804
127,127,21762,4.673742,16.51366,23.65,91.94,-30.69,9.47,1.096,0,2,0.29325716519058465
128,128,22505,4.842727,15.083454,23.64,89.49,-20.65,7.73,0.74,0,2,0.26711945193882075
130,130,19207,4.117007,15.335032,23.57,122.63,-18.96,10.49,1.18,0,2,0.4914663129881047
133,133,21543,4.62555,15.146454,23.54,86.8,-17.98,7.53,0.597,0,2,0.22805076309787362
134,134,20130,4.316104,19.906701,23.53,113.95,-36.39,8.62,0.745,0,2,0.462522105631547
137,137,21123,4.526973,17.709777,23.41,105.81,-30.97,9.53,0.987,0,2,0.4305926441844244
143,143,21923,4.714363,18.720433,23.23,103.46,-92.15,7.12,0.677,0,2,0.16722074290389463
149,149,20686,4.431035,18.864063,23.08,110.87,-33.75,8.07,0.68,0,2,0.45563224069443536
150,150,18946,4.060844,19.45501,23.07,119.02,-34.19,10.12,1.095,0,2,0.48261541106322203
152,152,20751,4.446738,10.87107,23.03,111.07,-16.26,9.45,1.033,0,2,0.44920920496848715
155,155,22496,4.839981,17.202665,22.96,102.78,-29.7,7.1,0.563,0,2,0.41063850048023487
157,157,20995,4.502388,15.637841,22.93,107.59,-23.92,5.58,0.324,0,2,0.4449520484533907
159,159,16529,3.547244,23.692185,22.78,160.99,-40.55,8.88,0.8440000000000001,0,2,0.49241437219208384
161,161,19808,4.2477589999999985,13.054953,22.67,114.46,-19.28,10.69,1.204,0,2,0.4698104026432332
162,162,15401,3.309778,10.312375,22.66,147.35,-80.83,12.25,1.485,0,2,0.40130895826731283
163,163,20641,4.423615,22.199998,22.65,112.45,-47.06,5.27,0.25,0,2,0.42039710529750607
165,165,21637,4.647581,23.149971,22.6,104.3,-55.25,7.51,0.5760000000000001,0,2,0.3314800781002649
168,168,21029,4.509342,16.194014000000006,22.54,104.98,-25.14,4.78,0.17,0,2,0.427996159443685
170,170,13679,2.937158,8.381563,22.46,69.83,-88.32,5.97,0.478,0,2,-0.20305170070580586
171,171,22177,4.771887,3.636336,22.45,92.59,12.96,10.92,1.277,0,2,0.1863825558107404
173,173,20219,4.332696,14.035201,22.31,115.42,-19.91,5.58,0.28300000000000003,0,2,0.4752810195535492
175,175,20237,4.336935,19.23348,22.27,115.67,-34.02,7.46,0.56,0,2,0.4743861658710306
180,180,19786,4.2409040000000005,12.435324,22.19,117.48,-9.35,8.05,0.64,0,2,0.45865599511766
183,183,18735,4.013546,18.194000000000006,21.99,129.49,-28.27,5.89,0.319,0,2,0.5048705760242481
184,184,21588,4.635957,16.033291000000002,21.96,113.05,-40.4,5.78,0.312,0,2,0.44961141830881435
187,187,20400,4.367644,14.077198,21.87,114.04,-21.4,5.72,0.315,0,2,0.4725508000268522
188,188,20056,4.300511,18.256805,21.84,115.65,-31.23,7.53,0.6809999999999999,0,2,0.4786550646169492
192,192,21099,4.521026,20.133164,21.81,102.78,-41.08,8.59,0.7340000000000001,0,2,0.3811362734406774
193,193,20284,4.347978,13.864427,21.8,105.29,-17.97,6.15,0.456,0,2,0.42338597394179783
194,194,21589,4.635962,12.510838,21.79,101.73,-14.9,4.27,0.122,0,2,0.3878255932725878
197,197,19793,4.24231,23.574945,21.69,121.09,-48.34,8.05,0.657,0,2,0.44966060259550455
201,201,16329,3.508452,20.103263,21.61,155.02,-63.38,8.29,0.7390000000000001,0,2,0.45784661504424323
208,208,21983,4.725484,11.166713,21.48,97.8,24.92,10.29,1.16,0,2,0.18073584275441382
213,213,19148,4.1044800000000015,15.69812,21.41,118.53,-19.59,7.85,0.593,0,2,0.4846980491047132
217,217,22380,4.817645,18.641239,21.38,82.39,-40.86,8.98,0.833,0,2,0.1139974074027942
218,218,17962,3.840269,17.246506,21.37,130.19,-23.3,9.46,0.782,0,2,0.505000738003957
219,219,21308,4.575055,10.01642,21.36,118.55,-68.94,7.72,0.615,0,2,0.36142719130373774
225,225,20635,4.4228239999999985,22.293874,21.27,105.49,-44.14,4.21,0.136,0,2,0.3868503390696392
230,230,20826,4.462799,11.73642,21.18,110.28,-12.11,7.49,0.56,0,2,0.43673518332041816
232,232,20484,4.390295,16.777260000000002,21.17,105.09,-27.62,5.64,0.31,0,2,0.4291307522123378
234,234,21946,4.717064,18.711645,21.1,100.3,-93.0,9.92,1.122,0,2,0.13572283261819773
238,238,20711,4.438462,22.813583,21.07,108.66,-45.83,4.28,0.263,0,2,0.40151956094160396
239,239,21261,4.561647,19.014032,21.06,102.3,-34.96,10.74,1.197,0,2,0.3943800074560201
241,241,26444,5.626968,6.112006,21.01,93.4,-89.05,7.64,0.578,0,2,0.07848352866947368
244,244,20842,4.4668839999999985,21.619907,20.85,98.82,-40.59,5.72,0.27,0,2,0.3434153576992114
245,245,21654,4.649254,14.105579,20.81,103.31,-21.62,7.96,0.655,0,2,0.4143617346170129
248,248,22044,4.740508,11.146137,20.73,98.87,-13.47,5.39,0.251,0,2,0.3590840937333756
253,253,27802,5.883271,15.170896,20.53,175.68,103.31,10.39,1.4,0,2,0.2265414986616984
254,254,21683,4.654584,15.917977,20.51,82.4,-19.53,4.67,0.147,0,2,0.15570143604493217
257,257,20614,4.415869,19.042013,20.4,110.73,-32.5,5.97,0.378,0,2,0.4561220071287966
258,258,20901,4.480601,13.047602,20.33,105.17,-15.08,5.02,0.215,0,2,0.41432841593275394
260,260,15304,3.290663,7.655808,20.2,169.3,-7.64,7.38,0.5670000000000001,0,2,0.4815362634040184
262,262,20187,4.326909,12.624322,20.13,168.47,-19.23,9.81,0.924,0,2,0.4930123487183397
263,263,20890,4.477004,19.740685,20.09,99.83,-39.82,8.62,0.741,0,2,0.3583823461327298
268,268,23497,5.051596,21.589962,20.01,68.94,-40.85,4.62,0.155,0,2,-0.16407228882696662
272,272,13674,2.935377,7.922538999999999,19.81,186.3,-46.04,9.93,1.055,0,2,0.46841303181144917
273,273,19098,4.094354,17.937707,19.81,126.34,-29.13,9.31,0.89,0,2,0.5014040662370965
274,274,22265,4.793769,18.258721,19.81,78.87,-38.81,8.54,0.72,0,2,0.05028212149521912
276,276,22688,4.879192,14.623128,19.75,200.05,-37.85,7.51,0.639,0,2,0.4599525661353568
277,277,15572,3.3436120000000003,9.033552,19.71,287.04,-62.85,8.46,0.69,0,2,0.35742998429053885
278,278,19263,4.128667,16.518789,19.7,123.1,-25.25,9.94,1.005,0,2,0.4971396982568215
279,279,22422,4.82559,15.888748,19.68,87.37,-23.68,7.72,0.578,0,2,0.2343655257640196
280,280,23069,4.963751,14.002185999999998,19.66,67.17,-19.49,8.89,0.737,0,2,-0.14408236193425245
283,283,19870,4.261788,20.819794,19.48,111.21,-36.57,7.83,0.705,0,2,0.4483262455100127
287,287,21112,4.524819,13.903469,19.46,92.6,-19.96,7.78,0.54,0,2,0.30425429454119346
288,288,14838,3.193824,19.726677,19.44,154.61,-8.39,4.35,1.033,0,2,0.48926517603043196
289,289,21670,4.65171,7.870976,19.44,91.87,-4.56,5.38,0.257,0,2,0.2630599036751127
290,290,22203,4.775108,15.47205,19.42,91.37,-24.72,8.3,0.665,0,2,0.2901105057146224
291,291,20563,4.404706,18.002914,19.35,112.72,-33.2,9.99,1.05,0,2,0.4633147150448965
292,292,14175,3.046267,12.354023,19.33,196.19,14.14,10.21,1.382,0,2,0.43485886827444487
295,295,22350,4.811701,21.100987,19.3,81.87,-46.43,9.06,0.843,0,2,0.07860301324148361
300,300,20419,4.373803,11.305714,19.17,115.03,-6.69,9.79,1.183,0,2,0.43978820780983136
302,302,14803,3.186201,9.196367,19.13,238.1,-71.82,11.31,1.25,0,2,0.3967889510807858
303,303,21475,4.61147,11.912362,18.93,165.74,-29.14,9.94,0.852,0,2,0.4966327372879954
304,304,22654,4.873203,18.996917,18.93,78.66,-31.45,10.29,1.07,0,2,0.06534465329200563
307,307,13600,2.92119,17.89171,18.89,117.79,-13.2,8.83,0.7040000000000001,0,2,0.46765951739484807
310,310,23750,5.104997,17.816414,18.78,64.38,-31.98,8.82,0.73,0,2,-0.2316768060357248
317,317,22826,4.912126,12.352201,18.58,92.23,-39.95,7.13,0.583,0,2,0.26786400240846514
320,320,23983,5.155456,9.829579,18.54,63.54,-7.87,5.43,0.249,0,2,-0.19064362873660473
323,323,23498,5.052127,13.730669,18.44,65.95,-18.46,9.0,0.765,0,2,-0.1669176964683451
326,326,15278,3.2851440000000003,24.03515,18.4,107.1,6.09,8.96,0.7190000000000001,0,2,0.3517668218096293
329,329,20087,4.306445,21.579297,18.25,96.42,-33.92,5.64,0.277,0,2,0.3338617656108962
331,331,19789,4.241783,22.451865,18.12,95.09,-34.1,7.05,0.424,0,2,0.31705844889181384
332,332,15074,3.238277,9.130905,18.08,273.8,-81.77,11.16,1.16,0,2,0.35782262866116166
333,333,19038,4.078254,22.081926,18.04,91.73,-58.52,4.36,1.064,0,2,0.1795744630420052
334,334,13977,3.000855,9.178807,17.99,120.6,139.67,10.03,0.84,0,2,0.02252830074986968
336,336,25677,5.483924,10.249279,17.9,122.04,-79.77,10.98,1.629,0,2,0.3314292801563011
340,340,21703,4.66014,13.123099,17.64,236.38,-141.18,8.93,0.83,0,2,0.30666714632981246
341,341,14721,3.169418,18.345566,17.55,163.7,-58.68,8.69,0.682,0,2,0.46747388720682415
347,347,13631,2.92564,18.773795,17.36,282.82,-146.54,9.74,0.8390000000000001,0,2,0.29004202561632336
354,354,22565,4.8562400000000014,18.839861,17.27,79.66,-32.76,5.08,0.214,0,2,0.0790474135491994
355,355,16548,3.551474,4.958113,17.2,121.87,20.31,11.88,1.378,0,2,0.3547203871520591
357,357,22566,4.856449,15.433467000000002,17.14,67.63,-17.21,7.9,0.527,0,2,-0.13506955226401635
365,365,23312,5.013579,4.733114,16.77,71.5,10.67,9.71,0.957,0,2,-0.12401114215756269
372,372,19757,4.2355870000000015,9.406708,16.56,110.12,-7.26,11.09,1.21,0,2,0.41390855575176694
373,373,24480,5.253224,20.05609,16.54,64.67,-36.47,7.72,0.687,0,2,-0.2419745351457215
382,382,18719,4.010983,20.380424,16.04,142.36,-76.67,8.66,0.705,0,2,0.40520482067245883
383,383,24289,5.212581,4.321089,16.01,229.55,-81.68,10.57,0.8,0,2,0.3920032761257627
384,384,13589,2.918026,21.595149,16.01,146.33,-99.03,8.66,0.66,0,2,0.33948773267504373
385,385,18347,3.922546,19.380886,16.0,182.14,-105.11,8.88,0.608,0,2,0.36623778033240656
386,386,21741,4.66829,23.304547,15.96,74.68,-38.05,9.4,0.8109999999999999,0,2,-0.04890325127021752
392,392,20482,4.389681,19.658676,15.82,98.53,-32.57,9.39,0.908,0,2,0.35741102934215446
393,393,22253,4.790608,23.050919,15.74,77.6,-42.56,10.69,1.112,0,2,-0.0020851147656959544
397,397,19971,4.281944,4.542699,15.44,170.16,4.61,7.84,0.644,0,2,0.4607277741350407
404,404,20769,4.450173,19.117651,15.26,95.44,-130.1,7.69,0.586,0,2,0.00020866523464900628
410,410,15565,3.342696,12.346597,15.14,136.66,12.12,7.34,0.468,0,2,0.43335949927322437
411,411,21138,4.531242,15.499484,15.11,100.76,-23.42,11.02,1.28,0,2,0.38356796862501674
413,413,20601,4.412007,4.699946,14.97,99.52,-1.15,8.93,0.758,0,2,0.31684659322651215
418,418,22782,4.900847,17.026825,14.82,78.04,-0.66,7.22,0.536,0,2,0.05100527523354333
421,421,22972,4.943263,23.2957,14.72,75.58,-105.55,7.51,0.516,0,2,-0.15064933720442308
429,429,19082,4.090464,19.442162,14.56,123.06,-28.43,11.41,1.347,0,2,0.48829195697445743
432,432,26676,5.66937,12.178103,14.3,271.77,-70.44,10.2,0.65,0,2,0.3668498854101918
433,433,21503,4.61857,22.284253,14.29,201.54,-5.46,9.47,0.75,0,2,0.44849257397739617
443,443,14676,3.160096,5.20288,13.83,71.03,-28.47,7.99,0.58,0,2,-0.10657224496202469
444,444,14152,3.040947,22.373501,13.81,101.08,-31.7,7.92,0.506,0,2,0.3741312994280516
445,445,24283,5.2116690000000006,23.893266,13.8,243.28,-131.05,10.32,0.88,0,2,0.3193254980400103
446,446,23701,5.094549,6.465177,13.78,66.03,4.23,9.86,0.947,0,2,-0.20049820276518016
456,456,22942,4.9364,13.975413,13.56,107.2,-71.78,8.81,0.78,0,2,0.27420229303066873
471,471,22362,4.8142,5.544464,13.31,133.59,-107.63,10.57,0.96,0,2,0.2715147569973692
480,480,19818,4.249817,5.177635,13.12,80.24,-45.94,9.56,0.625,0,2,0.0285525972498516
481,481,13982,3.00143,10.656014,13.11,139.87,-77.08,7.51,0.475,0,2,0.39661325660182317
489,489,18618,3.983422,9.781687,12.85,95.92,-45.88,8.19,0.613,0,2,0.27770639086268417
500,500,17332,3.709741,6.986692999999999,12.62,178.93,-99.71,10.9,0.9,0,2,0.3749132164949573
503,503,24527,5.26203,12.879306,12.54,149.58,-121.02,8.96,0.6729999999999999,0,2,0.27929796602106943
505,505,15961,3.425265,17.142616,12.47,197.63,-65.59,9.43,0.7,0,2,0.43613716741443603
511,511,14098,3.03072,16.518033,12.33,183.55,-59.25,8.24,0.504,0,2,0.45479841641781243
512,512,26828,5.69632,22.870352,12.32,194.34,-125.43,7.92,0.495,0,2,0.3250639920192877
514,514,22157,4.76715,11.705591,12.24,67.48,-7.09,5.35,0.197,0,2,-0.1329418502705917
518,518,22684,4.878335,20.000608,12.14,72.14,-19.74,9.28,1.128,0,2,-0.06461333076874115
520,520,15134,3.252127,16.303396,12.13,133.29,-78.41,8.83,0.67,0,2,0.3757283383739872
527,527,14132,3.037661,18.329183,11.94,114.8,-62.11,9.6,0.655,0,2,0.3645252288248443
534,534,16896,3.622969,18.596885,11.73,142.33,-4.15,8.73,0.518,0,2,0.4761245757762087
536,536,14054,3.016051,5.287937,11.69,189.55,-95.1,8.16,0.914,0,2,0.3866088097068475
538,538,20319,4.352837,6.103544,11.64,669.26,-30.2,11.86,1.18,0,2,0.17215924800943233
540,540,22751,4.89409,23.020273,11.62,65.74,-27.54,9.29,0.503,0,2,-0.20989876020259418
543,543,21953,4.7184300000000015,20.629998,11.51,64.89,19.84,8.66,0.5329999999999999,0,2,-0.2522896569937013
551,551,19696,4.219711,16.766833,11.33,147.29,-45.69,9.15,0.64,0,2,0.48631597027161144
562,562,19388,4.152769,19.609217,11.21,107.44,-31.64,5.51,1.077,0,2,0.4183052328249967
564,564,18096,3.868058,18.134833,11.19,69.95,-23.15,9.35,0.612,0,2,-0.11870731904544934
573,573,21321,4.576891000000002,6.523676,11.11,112.23,-117.5,9.41,0.5479999999999999,0,2,0.1374940018078032
590,590,16374,3.5155830000000003,18.799418,10.83,131.32,-70.85,8.12,0.58,0,2,0.3954268735194411
593,593,22176,4.7713410000000005,18.734693,10.81,73.03,-69.79,5.99,1.221,0,2,-0.16908751059347832
600,600,15206,3.267535,11.628448,10.74,194.35,-14.44,8.01,0.608,0,2,0.4611039938799807
601,601,16813,3.606762,20.067612,10.69,95.66,-50.3,7.47,0.502,0,2,0.25438447131360165
608,608,28139,5.94707,11.521058,10.62,105.96,-56.71,5.89,1.111,0,2,0.3252851836855109
626,626,18449,3.943361,6.710560000000001,10.35,78.23,-56.14,7.85,0.35200000000000004,0,2,-0.05262847005095953
629,629,24030,5.165822,5.557429,10.29,271.4,-70.78,9.71,0.52,0,2,0.3653922988791606
666,666,14702,3.165664,6.704822,9.95,109.46,-57.2,8.16,0.7609999999999999,0,2,0.34217413702625993
670,670,21332,4.578391000000001,17.748185999999997,9.87,67.96,-33.24,7.91,0.411,0,2,-0.18689819195986426
682,682,18220,3.895928,13.505013,9.72,65.2,-7.31,8.25,0.498,0,2,-0.1817865606509555
700,700,21684,4.654872,11.26507,9.56,84.37,-58.8,9.68,0.72,0,2,0.050900113531763685
719,719,17408,3.729781,19.665032,9.39,115.75,-56.56,6.13,0.994,0,2,0.38669668539718766
745,745,22105,4.757727,19.348866,9.08,132.08,-123.92,9.32,0.89,0,2,0.21474697241838633
821,821,18346,3.922069,23.360397,8.61,69.97,-9.28,8.4,1.01,0,2,-0.09397598356466984
847,847,16488,3.538703,4.650128,8.36,134.47,-49.81,9.61,0.682,0,2,0.4553379492113266
925,925,15083,3.242224,12.656933,7.88,69.3,-32.89,9.36,0.8009999999999999,0,2,-0.16468169340529262
931,931,13533,2.904987,15.495463,7.86,84.54,-31.53,8.57,0.418,0,2,0.14671838613094074
941,941,23344,5.021284,4.110284,7.8,154.34,-146.31,9.79,0.413,0,2,0.22065756703798234
972,972,17779,3.80622,8.580378999999999,7.65,92.26,-17.14,7.4,1.107,0,2,0.26272969266080065
981,981,16738,3.588687,11.396758,7.61,176.85,0.25,8.29,0.575,0,2,0.46085309310531725
998,998,17995,3.846182,8.447752000000001,7.51,68.39,-37.33,8.04,0.525,0,2,-0.19411271166818353
1006,1006,17746,3.800087,16.962506,7.46,67.95,-17.66,7.98,0.406,0,2,-0.15225597936360594
1019,1019,14036,3.012262,10.870388,7.39,81.25,-34.38,5.93,1.5930000000000002,0,2,0.07584449302375909
1047,1047,15109,3.248106,15.527143,7.27,171.94,-56.02,9.51,0.642,0,2,0.4618942965176568
1058,1058,13786,2.957959,16.293711,7.2,76.1,-39.81,6.9,1.2,0,2,-0.046374326856453124
1071,1071,22852,4.916402,5.381967,7.15,190.28,-43.36,12.39,0.57,0,2,0.45870492651327677
1122,1122,23310,5.0131260000000015,4.567638,6.88,84.73,-35.94,6.69,1.032,0,2,0.12440064453598845
1136,1136,14111,3.0323130000000003,13.239347,6.78,83.96,-40.09,9.37,0.4270000000000001,0,2,0.10852277364580912
1156,1156,15978,3.4289629999999995,5.935435,6.68,63.95,-20.06,7.65,0.08199999999999999,0,2,-0.2304140855325722
1175,1175,17605,3.771145,7.692611,6.63,102.05,-70.69,10.09,0.68,0,2,0.2190687777544685
1179,1179,16950,3.634689,20.233853,6.62,68.27,-45.28,9.45,0.7559999999999999,0,2,-0.21542705882208785
1192,1192,20540,4.401255,12.972411,6.58,69.19,-36.4,7.7,1.0,0,2,-0.17839627528828744
1279,1279,17066,3.657936,6.736597,6.2,68.78,-2.92,9.3,0.823,0,2,-0.1436838432714023
1326,1326,17643,3.780486,11.184102,5.99,97.51,-55.94,8.27,1.072,0,2,0.23740682490540935
1472,1472,15918,3.416486,10.010043,5.37,87.46,-10.7,7.96,1.034,0,2,0.1902086024533245
1494,1494,16362,3.51306,5.367028,5.3,80.03,-8.41,7.03,0.95,0,2,0.07551703914262142
1538,1538,24543,5.265529,21.821982,5.15,245.77,16.44,10.24,0.6809999999999999,0,2,0.3859674474489243
1542,1542,14792,3.183638,9.989652,5.13,165.72,-22.58,9.65,0.604,0,2,0.48384067904062367
1591,1591,20226,4.3344580000000015,23.598785,4.91,140.66,-35.19,7.19,1.113,0,2,0.48210407071401284
1690,1690,17792,3.808547,9.645948,4.61,72.36,10.28,6.68,1.2,0,2,-0.13258457623713713
1755,1755,19189,4.112436,5.686827,4.4,70.32,15.57,8.51,0.5870000000000001,0,2,-0.18120337457479418
1759,1759,18995,4.069724,23.407527,4.39,90.45,-116.79,8.2,0.657,0,2,-0.030645189015776828
1881,1881,23599,5.074108,10.186808,3.98,112.43,-94.14,10.32,0.59,0,2,0.20587487625002152
2287,2287,16706,3.582929,17.710568,2.54,67.34,-41.49,9.85,0.7,0,2,-0.23140042837143715
2303,2303,17128,3.668665,4.6303410000000005,2.47,132.5,2.18,10.04,0.643,0,2,0.4294209370345389
2352,2352,23574,5.068173000000002,17.124875,2.26,98.52,-51.59,8.78,1.028,0,2,0.255154212368046
53,53,13834,2.968117,20.668733,31.41,234.79,-31.64,5.8,0.415,1,2,0.42021807184686055
84,84,20441,4.379106,16.79104,26.96,173.3,4.67,7.86,0.677,1,2,0.4635494289593727
91,91,19554,4.188967,5.523047,25.89,146.86,5.0,5.71,0.36,1,2,0.46120620086505104
96,96,18658,3.994582,10.330402,25.42,133.06,-3.5,6.35,0.417,1,2,0.47288512474057315
104,104,20978,4.4993690000000015,16.67284,24.71,105.04,-28.33,9.08,0.865,1,2,0.4273989393037155
