,Unnamed: 0,recno,TYCID1,TYCID2,TYCID3,RA_J2000_24,DE_J2000,pmRA,pmDE,BT,VT,V,B-V,HD,HIP,Plx,is_hyades,keep
0,0,3569,51,213,1,2.9693560000000003,4.919439,3.0,-5.9,11.922,10.722,10.614,1.02,      ,,,0,1
1,1,3570,51,271,1,2.948315,4.897292,12.0,-0.6,11.715,10.863,10.786,0.7240000000000001,      ,,,0,1
2,2,3571,51,284,1,2.939781,3.548525,-16.4,-21.7,11.415,10.451,10.364,0.8190000000000001,      ,,,0,1
3,3,3572,51,306,1,2.985645,4.003941,120.2,-110.2,11.28,10.278,10.188,0.852,      ,,,0,1
4,4,3573,51,310,1,2.942774,3.799315,-49.0,-31.9,11.02,10.424,10.37,0.507,      ,,,0,1
5,5,3576,51,365,1,2.994851,4.100448,40.2,0.8,11.472,10.699000000000002,10.629,0.657,      ,,,0,1
6,6,3577,51,376,1,2.918936,3.4868690000000004,31.7,-12.8,7.274,6.9270000000000005,6.896,0.295,18162,13593.0,11.65,0,1
7,7,3579,51,383,1,2.913019,3.569417,52.5,-25.5,9.652,8.895,8.827,0.643,18115,,,0,1
8,8,3581,51,425,1,2.910711,4.826931,14.6,-8.1,11.069,9.684,9.559,1.177,      ,,,0,1
9,9,3583,51,467,1,2.964252,4.039838,-3.7,-4.1,11.554,9.701,9.534,1.575,      ,,,0,1
10,10,3584,51,521,1,2.937564,3.4860800000000003,-31.8,-45.7,10.561,10.075,10.031,0.413,      ,,,0,1
11,11,3586,51,557,1,2.937237,4.048437,3.9,-6.6,7.752000000000002,7.711,7.707000000000002,0.035,18271,13682.0,7.98,0,1
12,12,3587,51,639,1,2.988516,4.0898010000000005,4.8,-6.7,12.192,10.501,10.349,1.4369999999999998,      ,,,0,1
13,13,3588,51,650,1,2.970178,4.358696,20.3,-9.0,11.532,11.002,10.954,0.451,      ,,,0,1
14,14,3590,51,666,1,2.929205,4.6644260000000015,-30.9,-29.0,10.737,10.047,9.985,0.5870000000000001,      ,,,0,1
15,15,3592,51,704,1,2.951271,4.501024,20.8,22.3,8.292,6.377999999999999,6.206,1.6269999999999998,18345,13756.0,5.86,0,1
16,16,3595,51,761,1,2.902178,3.9362,24.2,-18.4,10.445,8.964,8.831,1.259,18053,,,0,1
17,17,3596,51,790,1,2.970201,3.828064,21.2,-64.7,10.082,9.321,9.253,0.647,18451,,,0,1
18,18,3598,51,832,1,2.992648,3.5175620000000003,2.0,-9.2,9.094,8.8,8.774,0.25,18597,13937.0,4.72,0,1
19,19,3601,51,883,1,2.940169,4.451787,2.5,-23.4,11.07,9.712,9.59,1.154,      ,,,0,1
20,20,3603,51,923,1,2.9328380000000003,4.1068419999999985,5.4,-4.5,11.327,10.072,9.959,1.067,      ,,,0,1
21,21,3604,51,927,1,2.9526630000000003,3.678704,20.0,-18.1,8.071,7.6179999999999986,7.577000000000001,0.385,18359,13762.0,5.57,0,1
22,22,3606,51,951,1,2.994057,4.31076,16.9,-13.4,11.402,11.015,10.98,0.329,      ,,,0,1
23,23,3608,51,955,1,2.937492,3.579791,-2.1,-16.3,10.895,10.755,10.742,0.119,      ,,,0,1
24,24,3769,54,8,1,2.920834,6.235964,3.0,-4.3,11.262,9.378,9.208,1.601,      ,,,0,1
25,25,3771,54,27,1,2.929219,7.281067,7.7,6.6,9.608,9.158,9.118,0.383,18214,13650.0,2.51,0,1
26,26,3777,54,136,1,2.925596,6.307005,-9.6,-15.0,9.684,9.198,9.154,0.413,18203,13632.0,4.79,0,1
27,27,3778,54,146,1,2.950282,5.530285,58.8,-62.9,10.622,9.859,9.79,0.649,      ,,,0,1
28,28,3779,54,163,1,2.917412,7.090367,-1.2,-12.3,11.701,9.775,9.602,1.6369999999999998,      ,,,0,1
29,29,3781,54,174,1,2.989571,6.652133999999998,28.3,-43.2,7.991,7.587999999999999,7.552,0.343,18570,13923.0,8.65,0,1
30,30,3782,54,211,1,2.965169,7.435182000000001,57.2,0.1,10.709,9.904,9.832,0.684,      ,,,0,1
31,31,3784,54,266,1,2.945891,6.337034,71.4,12.1,10.905,10.101,10.029,0.6829999999999999,      ,,,0,1
32,32,3785,54,277,1,2.9265790000000003,7.174954,-3.7,-20.7,11.599,10.748,10.671,0.723,      ,,,0,1
33,33,3787,54,288,1,2.996443,5.885882,-6.5,-19.5,11.299,10.075,9.965,1.04,      ,,,0,1
34,34,3788,54,306,1,2.925166,5.933608,75.6,-43.2,11.664,11.009,10.95,0.557,      ,,,0,1
35,35,3789,54,311,1,2.963479,7.0193850000000015,-52.1,-35.4,9.82,9.158,9.098,0.563,18419,13813.0,10.87,0,1
36,36,3792,54,347,1,2.983561,7.315075,19.3,-15.5,11.02,10.288,10.222,0.622,      ,,,0,1
37,37,3793,54,356,1,2.91214,6.115709,9.9,-24.2,11.747,10.965,10.895,0.665,      ,,,0,1
38,38,3796,54,373,1,2.96084,7.178759,1.2,-10.7,11.049,10.409,10.351,0.544,      ,,,0,1
39,39,3797,54,379,1,2.997732,7.099587,0.8,-1.2,12.372,10.636,10.48,1.476,      ,,,0,1
40,40,3798,54,400,1,2.937978,5.937128,-17.8,-27.0,11.475,10.87,10.816,0.514,      ,,,0,1
41,41,3799,54,401,1,2.907152,7.1957330000000015,15.1,4.7,11.453,11.279000000000002,11.263,0.14800000000000002,      ,,,0,1
42,42,3800,54,409,1,2.924504,6.962013000000002,11.7,-82.0,10.09,9.587,9.542,0.428,18181,,,0,1
43,43,3803,54,455,1,2.962532,6.913142999999999,36.4,-5.3,10.57,10.115,10.074,0.387,      ,,,0,1
44,44,3804,54,460,1,2.9409240000000003,5.27646,7.0,10.8,11.502,10.422,10.325,0.918,      ,,,0,1
45,45,3805,54,470,1,2.922198,5.63922,23.1,-15.6,11.828,11.215,11.16,0.521,      ,,,0,1
46,46,3807,54,483,1,2.9310080000000003,5.497876,1.9,-12.3,11.655,11.41,11.388,0.208,      ,,,0,1
47,47,3808,54,498,1,2.900887,5.143237,-0.5,-1.1,12.202,11.005,10.897,1.017,      ,,,0,1
48,48,3810,54,581,1,2.902446,5.6335760000000015,-41.9,-65.7,11.059,10.207,10.13,0.7240000000000001,      ,,,0,1
49,49,3811,54,630,1,2.981204,5.757235,-0.6,-5.3,10.856,10.421,10.382,0.37,      ,,,0,1
50,50,3813,54,639,1,2.980204,5.739522,-3.2,-10.2,10.052,9.789,9.765,0.224,18529,,,0,1
51,51,3815,54,651,1,2.939302,6.566319999999998,-0.1,24.8,9.926,9.457,9.415,0.399,18285,,,0,1
52,52,3816,54,676,1,2.9787790000000003,5.351239,6.0,-7.0,12.005999999999998,11.069,10.985,0.7959999999999999,      ,,,0,1
53,53,3817,54,682,1,2.923877,6.339112,17.5,-13.3,11.404000000000002,10.344,10.249,0.901,      ,,,0,1
54,54,3818,54,734,1,2.985161,5.88125,3.0,-3.3,11.436,9.89,9.751,1.314,      ,,,0,1
55,55,3821,54,763,1,2.906085,6.521772,13.7,-5.7,12.06,10.571,10.437,1.266,      ,,,0,1
56,56,3822,54,804,1,2.933189,6.125244,4.7,-21.8,10.888,10.425999999999998,10.384,0.393,      ,,,0,1
57,57,3823,54,805,1,2.9316020000000003,6.059492,14.9,-16.1,12.138,10.686,10.555,1.234,      ,,,0,1
58,58,3825,54,832,1,2.905009,6.776619,38.9,-34.4,11.064,10.553,10.507,0.434,      ,,,0,1
59,59,3826,54,833,1,2.927287,5.496163,-13.3,-2.7,10.133,9.704,9.665,0.365,18215,13641.0,5.55,0,1
60,60,3827,54,838,1,2.945253,6.703664999999999,29.6,-3.4,11.023,10.735,10.709,0.245,      ,,,0,1
61,61,3829,54,859,1,2.99186,6.339644,0.0,-32.6,9.892,9.39,9.345,0.4270000000000001,18581,13932.0,10.04,0,1
62,62,3830,54,883,1,2.9551380000000003,5.344579,28.7,30.4,12.065,10.993,10.897,0.911,      ,,,0,1
63,63,3832,54,905,1,2.918923,5.508671,-38.2,-34.3,11.578,10.767,10.694,0.6890000000000001,      ,,,0,1
64,64,3833,54,917,1,2.938192,5.99868,9.0,-14.6,9.757,9.101,9.042,0.5579999999999999,18270,13687.0,9.48,0,1
65,65,3834,54,930,1,2.909438,5.128709,-2.6,2.2,11.998,10.773,10.663,1.041,      ,,,0,1
66,66,3835,54,934,1,2.909196,5.466581,72.6,-27.0,10.536,9.836,9.773,0.595,18094,,,0,1
67,67,3836,54,937,1,2.939951,5.614864,47.4,8.2,10.449000000000002,9.174,9.059,1.084,18297,,,0,1
68,68,3837,54,954,1,2.934491,6.174966,18.8,10.5,8.699,7.417000000000002,7.302,1.09,18258,13671.0,4.63,0,1
69,69,3838,54,970,1,2.971575,5.355143,-1.1,-6.8,11.571,10.263,10.145,1.112,      ,,,0,1
70,70,3839,54,997,1,2.955839,5.477974,6.9,-6.3,9.108,8.908999999999997,8.891,0.16899999999999998,18383,,,0,1
71,71,3840,54,1009,1,2.932046,5.590132,14.6,-6.5,9.838,9.478,9.446,0.306,18249,,,0,1
72,72,3841,54,1016,1,2.911713,5.424469,4.5,-60.4,11.372,10.605,10.536,0.652,      ,,,0,1
73,73,3844,54,1039,1,2.960849,5.150106,14.4,-2.0,11.931,10.424,10.288,1.281,      ,,,0,1
74,74,3845,54,1061,1,2.956265,5.345516,12.7,-6.8,11.845999999999998,10.752,10.654000000000002,0.93,      ,,,0,1
75,75,3847,54,1106,1,2.903483,5.0483150000000006,-17.9,-11.0,7.787000000000001,7.627999999999999,7.614,0.135,18060,13526.0,7.97,0,1
76,76,4073,58,136,1,3.130077,3.4120120000000003,5.3,-0.9,8.38,8.096,8.07,0.241,19448,,,0,1
77,77,4075,58,204,1,3.126195,3.41466,12.0,-7.6,9.99,9.694,9.667,0.252,      ,,,0,1
78,78,4076,58,226,1,3.165454,4.978122,-9.3,-14.2,10.82,10.109,10.045,0.604,      ,,,0,1
79,79,4077,58,244,1,3.160809,4.38421,21.0,13.6,10.922,9.339,9.197,1.346,      ,,,0,1
80,80,4078,58,281,1,3.103081,4.8236300000000005,-1.2,-25.3,9.799,8.559,8.447000000000001,1.054,19283,14421.0,4.81,0,1
81,81,4079,58,288,1,3.0218990000000003,4.996293,18.2,-22.0,11.918,11.169,11.102,0.637,      ,14071.0,,0,1
82,82,4080,58,295,1,3.109845,4.0060449999999985,-23.2,-10.3,11.953,11.251,11.188,0.597,      ,,,0,1
83,83,4081,58,337,1,3.050504,3.928413,78.1,-66.8,9.831,9.275,9.225,0.473,      ,,,0,1
84,84,4082,58,369,1,3.032987,3.800345,24.7,13.9,10.998,10.936,10.93,0.053,      ,,,0,1
85,85,4083,58,389,1,3.020235,3.997874,16.1,-5.8,11.732,11.019,10.955,0.606,      ,,,0,1
86,86,4084,58,401,1,3.074238,4.179215,4.6,-6.3,12.352,10.872,10.739,1.258,      ,,,0,1
87,87,4085,58,447,1,3.0690150000000003,4.977054,13.6,-11.0,11.197,10.579,10.523,0.525,      ,,,0,1
88,88,4086,58,475,1,3.051546,4.8982,14.0,-5.8,12.204,10.778,10.65,1.212,      ,,,0,1
89,89,4087,58,500,1,3.042157,3.871441,-8.9,-13.1,10.808,10.17,10.113,0.542,      ,,,0,1
90,90,4088,58,502,1,3.09829,4.057974,-9.3,-22.0,10.630999999999998,10.145,10.101,0.413,      ,,,0,1
91,91,4089,58,537,1,3.010504,3.45801,4.9,-14.4,11.653,9.774,9.605,1.597,      ,,,0,1
92,92,4090,58,541,1,3.033591,3.794345,10.5,2.7,11.018,10.639,10.605,0.322,      ,,,0,1
93,93,4091,58,555,1,3.028621,3.547397,27.9,-42.9,9.05,8.697000000000001,8.665,0.3,18814,,,0,1
94,94,4092,58,569,1,3.0884560000000003,3.766717,5.5,-2.3,10.299,9.876,9.838,0.36,      ,14362.0,3.58,0,1
95,95,4093,58,597,1,3.087637,4.561476,1.2,-4.9,11.85,10.354,10.219,1.272,      ,,,0,1
96,96,4094,58,599,1,3.084763,3.997192,-19.6,-18.2,10.550999999999998,9.941,9.886,0.519,      ,14352.0,7.61,0,1
97,97,4095,58,604,1,3.111969,4.196214,14.8,30.6,9.902,9.488,9.451,0.35200000000000004,19325,,,0,1
98,98,4096,58,607,1,3.03959,4.352899,24.0,11.9,5.488,5.597,5.607,-0.093,18883,14143.0,7.32,0,1
99,99,4097,58,611,1,3.106263,3.810130000000001,18.2,5.1,7.96,7.79,7.775,0.145,19294,14438.0,1.91,0,1
100,100,4098,58,688,1,3.064195,3.648963,25.2,-28.4,11.86,10.834,10.742,0.872,      ,,,0,1
101,101,4099,58,693,1,3.076853,4.126462,19.2,-3.6,11.816,10.857,10.771,0.815,      ,,,0,1
102,102,4100,58,730,1,3.0903650000000003,3.646627,1.6,-11.0,12.395,11.208,11.101,1.009,      ,,,0,1
103,103,4101,58,742,1,3.108426,3.735358,5.8,-32.2,11.692,11.002,10.94,0.5870000000000001,      ,,,0,1
104,104,4102,58,786,1,3.08368,4.465607,15.7,-10.8,10.442,9.36,9.263,0.92,19147,,,0,1
105,105,4103,58,805,1,3.046149,3.63071,49.8,7.6,9.954,9.288,9.228,0.5660000000000001,      ,14174.0,6.64,0,1
106,106,4104,58,815,1,3.039745,3.951079,-21.3,-8.6,10.692,9.511,9.405,1.004,      ,,,0,1
107,107,4126,58,1618,1,3.037995,4.089773,3.4,-62.8,4.688,2.736,2.56,1.659,18884,14135.0,14.82,0,1
108,108,4147,59,333,1,3.240071,4.94079,14.6,-20.0,11.242,10.669,10.617,0.487,      ,,,0,1
109,109,4148,59,367,1,3.251249,4.776652,-2.4,9.1,11.758,11.12,11.063,0.542,      ,,,0,1
110,110,4149,59,470,1,3.192884,4.723268,-4.0,-7.6,9.06,8.02,7.926,0.884,19847,14835.0,4.77,0,1
111,111,4150,59,496,1,3.312313,3.662404,-2.7,-7.5,11.467,11.089,11.055,0.321,      ,,,0,1
112,112,4151,59,504,1,3.221614,4.762693,12.7,-17.5,10.431,9.738,9.676,0.589,      ,,,0,1
113,113,4152,59,551,1,3.214159,4.234858,36.8,-13.8,10.95,9.87,9.773,0.918,      ,,,0,1
114,114,4153,59,579,1,3.288526,4.2647879999999985,12.9,-35.8,11.839,10.907,10.823,0.792,      ,,,0,1
115,115,4154,59,594,1,3.273191,4.744144,1.4,2.0,10.98,10.501,10.458,0.407,      ,,,0,1
116,116,4155,59,605,1,3.207585,3.964606,-59.9,-34.9,10.741,10.032,9.968,0.603,      ,,,0,1
117,117,4156,59,607,1,3.301793,4.96942,-17.1,-17.4,8.309,8.023,7.997000000000001,0.243,20513,15365.0,8.12,0,1
118,118,4157,59,622,1,3.305309,4.82856,6.8,-78.8,11.536,10.51,10.418,0.872,      ,,,0,1
119,119,4158,59,628,1,3.287052,4.263269,-9.3,-8.0,11.899,10.852,10.758,0.89,      ,,,0,1
120,120,4159,59,647,1,3.248804,4.300179,4.4,-5.8,9.126,8.885,8.863,0.205,20203,15115.0,4.14,0,1
121,121,4160,59,654,1,3.291306,4.459304,12.1,-19.6,11.432,11.062,11.029000000000002,0.315,      ,,,0,1
122,122,4161,59,701,1,3.2101,3.961074,25.4,0.3,10.088,9.456,9.399,0.537,      ,14937.0,6.34,0,1
123,123,4162,59,721,1,3.316415,4.6050330000000015,-15.4,-43.4,11.06,10.25,10.177,0.6890000000000001,      ,,,0,1
124,124,4164,59,734,1,3.332135,3.996973,-2.9,-5.8,12.073,10.593,10.46,1.258,      ,,,0,1
125,125,4165,59,758,1,3.330344,4.839192,16.6,-1.5,11.205,10.702,10.657,0.428,      ,,,0,1
126,126,4166,59,767,1,3.289895,4.734582,6.5,-7.8,12.074000000000002,10.31,10.151,1.499,      ,,,0,1
127,127,4167,59,814,1,3.232412,4.854318,-3.2,-16.8,10.978,10.308,10.248,0.57,      ,,,0,1
128,128,4168,59,843,1,3.173767,4.25817,14.8,-5.6,9.668,9.247,9.209,0.358,19699,14746.0,8.75,0,1
129,129,4169,59,848,1,3.333275,4.647767,14.8,-36.5,12.238,10.941,10.824000000000002,1.102,      ,,,0,1
130,130,4170,59,869,1,3.3123970000000003,3.645937,19.0,-4.5,11.487,10.778,10.714,0.603,      ,,,0,1
131,131,4171,59,888,1,3.210338,4.57154,33.0,-51.1,10.899,10.222,10.161,0.575,      ,,,0,1
132,132,4172,59,944,1,3.270505,4.431768,-3.9,-29.1,11.717,10.753,10.666,0.8190000000000001,      ,,,0,1
133,133,4173,59,1021,1,3.283776,4.3201550000000015,24.5,1.9,10.126,9.636,9.592,0.417,      ,,,0,1
134,134,4174,59,1059,1,3.302413,4.2877589999999985,22.3,-8.7,11.292,10.655,10.598,0.541,      ,,,0,1
135,135,4175,59,1079,1,3.2119560000000003,3.464817,-49.8,-48.0,10.533,9.902,9.845,0.536,      ,14950.0,8.05,0,1
136,136,4176,59,1107,1,3.2251,3.63851,5.7,-8.0,9.645,9.13,9.084,0.438,20044,,,0,1
137,137,4177,59,1172,1,3.313965,4.2096019999999985,5.6,19.3,9.865,9.071,9.0,0.675,20580,15427.0,12.22,0,1
138,138,4178,59,1219,1,3.202742,3.744135,13.7,5.1,9.895,9.496,9.46,0.339,      ,,,0,1
139,139,4179,59,1236,1,3.302377,3.743811,-4.2,-51.3,11.36,10.744000000000002,10.689,0.524,      ,,,0,1
140,140,4180,59,1242,1,3.170557,4.887508,0.6,42.8,10.422,9.759,9.699,0.564,      ,,,0,1
141,141,4181,59,1251,1,3.214684,3.5851580000000003,-58.4,-22.1,10.583,9.96,9.904,0.53,      ,,,0,1
142,142,4182,59,1259,1,3.258736,4.043941,38.2,24.9,10.56,9.972,9.919,0.5,      ,15169.0,9.03,0,1
143,143,4184,59,1328,1,3.30357,3.670886,11.2,-3.2,9.36,9.219,9.206,0.12,20514,,,0,1
144,144,4185,59,1374,1,3.295928,3.681437,29.7,-57.0,9.098,7.909,7.802,1.011,20469,15333.0,4.56,0,1
145,145,4186,59,1402,1,3.224103,4.821219,-3.5,-6.7,11.065,9.626,9.496,1.223,      ,,,0,1
146,146,4223,60,509,1,3.3680769999999995,4.210593,24.2,8.3,8.958,7.595,7.472,1.159,20884,15687.0,7.18,0,1
147,147,4224,60,524,1,3.394165,4.882104,-2.9,-6.1,7.4529999999999985,6.4910000000000005,6.404,0.818,21018,15807.0,2.92,0,1
148,148,4225,60,543,1,3.420386,4.873637,-3.6,-1.0,11.463,10.88,10.828,0.496,      ,15938.0,3.34,0,1
149,149,4226,60,591,1,3.465468,4.381217,-45.7,-39.1,10.957,10.06,9.979,0.762,      ,,,0,1
150,150,4227,60,601,1,3.354477,3.461001,55.3,-62.7,9.709,8.3,8.173,1.198,20801,,,0,1
151,151,4228,60,607,1,3.459522,4.127326,73.2,25.8,9.958,9.436,9.389,0.444,21452,,,0,1
152,152,4229,60,681,1,3.412903,4.921645,54.1,-18.1,11.21,9.891,9.772,1.121,      ,,,0,1
153,153,4230,60,716,1,3.4770260000000004,4.437005,-5.4,-7.9,11.361,10.811,10.762,0.468,      ,,,0,1
154,154,4231,60,760,1,3.461136,4.98926,3.1,-21.2,11.311,10.655,10.595999999999998,0.5579999999999999,      ,16122.0,,0,1
155,155,4232,60,797,1,3.478621,4.357107,9.0,-11.8,7.8889999999999985,7.6960000000000015,7.6789999999999985,0.16399999999999998,21555,16201.0,6.59,0,1
156,156,4233,60,800,1,3.490692,4.672699,11.7,-10.1,11.380999999999998,9.75,9.603,1.386,      ,,,0,1
157,157,4234,60,836,1,3.436779,4.020786,-8.0,-2.5,11.786,10.552,10.441,1.0490000000000002,      ,,,0,1
158,158,4235,60,845,1,3.335221,4.242337,-0.3,-15.7,11.282,9.831,9.7,1.233,      ,,,0,1
159,159,4236,60,849,1,3.3904620000000003,3.799276,-2.5,-7.1,11.1,10.741,10.709,0.305,      ,,,0,1
160,160,4237,60,858,1,3.441049,4.058178,21.5,-7.3,11.078,10.178,10.097,0.765,      ,,,0,1
161,161,4238,60,907,1,3.4956620000000003,3.927625,114.9,-0.5,11.492,10.75,10.683,0.631,      ,,,0,1
162,162,4239,60,938,1,3.462082,4.128202,9.3,-6.5,9.216,8.969,8.947000000000003,0.21,21458,,,0,1
163,163,4240,60,969,1,3.355867,4.138365,-1.8,0.9,12.162,10.405,10.247,1.493,      ,,,0,1
164,164,4241,60,1041,1,3.377749,4.267716,19.7,-33.7,11.067,10.431,10.374,0.541,      ,,,0,1
165,165,4242,60,1042,1,3.388456,3.744257,-6.5,-8.8,11.636,10.955,10.894,0.579,      ,,,0,1
166,166,4243,60,1074,1,3.4075,3.86455,-13.4,-39.1,9.949,9.55,9.514,0.339,      ,15872.0,3.05,0,1
167,167,4244,60,1107,1,3.466254,3.916937,-12.8,-60.7,9.6,8.212,8.087,1.18,21484,,,0,1
168,168,4246,60,1223,1,3.470822,4.163371,45.5,-34.5,10.454,9.642,9.569,0.69,      ,,,0,1
169,169,4247,60,1232,1,3.406648,4.01909,38.7,-29.4,11.566,10.646,10.563,0.782,      ,,,0,1
170,170,4248,60,1237,1,3.469706,4.152081,47.5,-36.9,9.303,8.732999999999999,8.682,0.485,21497,16155.0,10.17,0,1
171,171,4249,60,1252,1,3.44897,3.464542,21.4,-40.2,9.986,8.787,8.679,1.019,21365,16066.0,3.4,0,1
172,172,4250,60,1286,1,3.345517,3.99184,-7.6,-6.1,11.411,10.583,10.508,0.7040000000000001,      ,,,0,1
173,173,4251,60,1295,1,3.399425,4.04461,-6.3,30.1,11.367,10.428,10.343,0.7979999999999999,      ,,,0,1
174,174,4252,60,1312,1,3.3731370000000003,3.447258,8.6,-3.2,11.062,10.358,10.295,0.598,      ,15711.0,2.06,0,1
175,175,4253,60,1464,1,3.4447339999999995,3.726355,-26.6,-12.0,11.582,10.707,10.628,0.7440000000000001,      ,,,0,1
176,176,4254,60,1491,1,3.4200470000000003,3.886331,55.7,1.0,11.526,11.013,10.967,0.436,      ,,,0,1
177,177,4255,60,1499,1,3.3539,3.856881,60.5,-8.8,9.306,8.935,8.902000000000003,0.315,20790,15628.0,7.59,0,1
178,178,4256,60,1511,1,3.384613,3.867796,99.1,-52.4,12.001,11.119000000000002,11.04,0.75,      ,,,0,1
179,179,4258,61,6,1,3.120767,5.019857,-6.7,6.4,10.322,8.574,8.417,1.486,19392,14496.0,1.27,0,1
180,180,4259,61,25,1,3.152925,7.460428999999999,-5.6,4.3,8.135,7.667000000000002,7.625,0.398,19573,14640.0,13.02,0,1
181,181,4260,61,30,1,3.160096,5.2028870000000005,72.2,-24.4,8.708,8.027999999999999,7.967,0.578,19620,14676.0,13.83,0,1
182,182,4261,61,42,1,3.135646,5.525623,4.6,-7.1,11.101,9.444,9.295,1.408,      ,,,0,1
183,183,4262,61,52,1,3.13801,5.26898,-15.6,-26.2,11.455,10.548,10.466,0.7709999999999999,      ,,,0,1
184,184,4263,61,54,1,3.156742,5.221347,13.2,1.1,9.911,9.471,9.431,0.374,      ,,,0,1
185,185,4264,61,63,1,3.153364,7.438907,-3.2,5.2,8.321,7.84,7.7970000000000015,0.409,19574,,,0,1
186,186,4265,61,77,1,3.165664,6.704825,108.0,-56.9,9.086,8.238,8.162,0.721,19638,14702.0,9.95,0,1
187,187,4266,61,127,1,3.140241,6.723456,21.5,20.7,8.881,7.751,7.649,0.961,19511,14590.0,5.92,0,1
188,188,4267,61,141,1,3.160895,6.300235,-7.1,-38.6,10.865,10.282,10.23,0.496,      ,,,0,1
189,189,4268,61,242,1,3.156721,6.408057,-13.1,3.0,10.966,10.605,10.573,0.307,      ,,,0,1
190,190,4269,61,255,1,3.127741,6.751557000000001,-15.3,-21.6,11.101,10.401,10.338,0.595,      ,,,0,1
191,191,4270,61,263,1,3.127901,7.245873,3.3,-4.2,9.419,9.042,9.008,0.32,19432,14536.0,6.97,0,1
192,192,4271,61,365,1,3.132302,7.256175,4.3,-3.3,8.347000000000001,8.111,8.09,0.201,19462,14556.0,6.61,0,1
193,193,4272,61,380,1,3.118799,7.406996,-24.0,-32.9,11.203,10.627,10.575,0.49,      ,,,0,1
194,194,4273,61,388,1,3.126224,6.695643,-24.7,-10.2,9.978,9.478,9.433,0.425,19420,,,0,1
195,195,4274,61,391,1,3.133586,6.798755,-7.6,-33.8,11.033,10.292,10.225,0.63,      ,,,0,1
196,196,4275,61,428,1,3.082841,7.156859,21.6,-29.9,11.58,11.057,11.01,0.445,      ,,,0,1
197,197,4276,61,446,1,3.038033,7.473841,-4.9,-6.3,11.605,9.925,9.774,1.4280000000000002,      ,,,0,1
198,198,4277,61,456,1,3.106062,7.412658,13.9,-1.8,11.588,10.878,10.814,0.604,      ,,,0,1
199,199,4278,61,474,1,3.054082,7.115256,-2.1,4.2,12.438,10.787,10.638,1.403,      ,,,0,1
200,200,4279,61,475,1,3.030296,6.225059,-5.1,-6.6,12.083,11.014,10.918,0.909,      ,,,0,1
201,201,4280,61,491,1,3.015511,5.574651,8.7,-22.8,10.845999999999998,9.014,8.849,1.557,18746,,,0,1
202,202,4281,61,501,1,3.072765,6.649517,6.5,-7.8,10.791,9.379,9.252,1.2,19081,,,0,1
203,203,4282,61,556,1,3.029602,7.277896000000001,-4.9,2.3,10.646,10.143,10.098,0.428,      ,,,0,1
204,204,4283,61,561,1,3.073248,6.196601,-2.6,9.5,11.941,11.534,11.497,0.34600000000000003,      ,,,0,1
205,205,4284,61,568,1,3.005589,6.929722,2.2,27.1,11.911,11.365,11.316,0.464,      ,,,0,1
206,206,4285,61,573,1,3.0184450000000003,5.0066440000000005,34.7,-54.2,10.02,9.55,9.508,0.399,18759,,,0,1
207,207,4286,61,575,1,3.020093,5.892373,21.0,18.7,10.819,9.842,9.754,0.83,      ,,,0,1
208,208,4287,61,588,1,3.000169,7.102453999999999,40.8,-89.7,10.403,9.688,9.624,0.608,      ,13974.0,10.69,0,1
209,209,4288,61,602,1,3.082307,6.899995,18.8,15.7,10.815,9.213,9.069,1.362,19138,,,0,1
210,210,4289,61,605,1,3.016572,5.5934089999999985,67.8,-11.0,11.864,11.277,11.224,0.499,      ,,,0,1
211,211,4290,61,612,1,3.093223,6.913988000000002,-8.2,-6.1,11.505,10.775,10.709,0.621,      ,,,0,1
212,212,4291,61,617,1,3.00329,5.6137690000000005,-9.5,-30.4,8.987,8.665,8.636000000000001,0.274,18666,,,0,1
213,213,4292,61,630,1,3.013971,7.1125820000000015,7.2,-2.6,12.159,11.245,11.163,0.777,      ,,,0,1
214,214,4293,61,637,1,3.095505,6.285027,-10.1,-5.5,11.036,10.65,10.615,0.328,      ,,,0,1
215,215,4294,61,640,1,3.109352,7.017803999999999,38.3,15.0,11.939,10.389,10.25,1.318,      ,,,0,1
216,216,4295,61,666,1,3.086769,7.212536999999998,-6.5,-6.4,11.174,9.252,9.079,1.634,19168,,,0,1
217,217,4296,61,675,1,3.04945,6.069432,12.0,1.2,11.832,11.16,11.1,0.5710000000000001,      ,,,0,1
218,218,4297,61,688,1,3.066012,7.281705,7.4,2.4,8.469,8.103,8.07,0.311,19042,14266.0,6.98,0,1
219,219,4298,61,692,1,3.110159,6.997211999999998,7.5,-22.0,10.031,9.486,9.437,0.463,19311,,,0,1
220,220,4299,61,696,1,3.045125,7.0667339999999985,3.6,3.4,10.447,9.939,9.893,0.4320000000000001,      ,14169.0,4.57,0,1
221,221,4300,61,751,1,3.069391,5.188717,7.1,-29.8,11.283,10.662,10.606,0.528,      ,,,0,1
222,222,4301,61,815,1,3.015084,6.634583,0.6,-7.2,12.113,10.914,10.806,1.019,      ,,,0,1
223,223,4302,61,822,1,3.023711,7.182632000000001,-2.1,2.6,11.017,10.234,10.164,0.6659999999999999,      ,,,0,1
224,224,4303,61,831,1,3.057824,6.226685,-12.7,-57.3,7.129,6.768,6.7360000000000015,0.307,18995,14228.0,13.18,0,1
225,225,4304,61,844,1,3.024807,7.174345,45.1,-12.1,12.388,11.42,11.333,0.823,      ,,,0,1
