,Unnamed: 0,Unnamed: 0.1,recno,TYCID1,TYCID2,TYCID3,RA_J2000_24,DE_J2000,pmRA,pmDE,BT,VT,V,B-V,HD,HIP,Plx,is_hyades,keep,cluster,silhouette
2776,2790,2790,9450,124,216,1,5.794402,4.852588,12.0,-14.1,9.863999999999999,8.054,7.891,1.5390000000000001,38674,27360.0,2.15,0,1,0,0.029362409478966046
2824,2838,2838,9498,124,1251,1,5.859954,4.116428,2.3,-20.7,11.529000000000002,11.047,11.004000000000001,0.41,      ,,,0,1,0,-0.04245360730586165
2826,2840,2840,9500,124,1291,1,5.864686,4.199248000000001,19.7,-15.1,12.019,11.097000000000001,11.014000000000001,0.784,      ,,,0,1,0,0.22816750553553475
2839,2853,2853,9513,124,1656,1,5.7505,4.008141999999999,2.3,-21.0,6.4860000000000015,6.136,6.105,0.298,38309,27118.0,19.79,0,1,0,-0.028143027377641426
2840,2854,2854,9514,124,1762,1,5.8369620000000015,4.423396,6.7,-42.1,7.749,6.105,5.9570000000000025,1.3969999999999998,39051,27560.0,6.43,0,1,0,0.3017223780477013
2845,2859,2859,9519,125,10,1,5.885887,4.096686,-1.1,-29.9,9.851,8.293,8.152999999999999,1.324,39497,27816.0,2.68,0,1,0,0.11582445979978893
2850,2864,2864,9524,125,69,1,5.908709,5.368591,19.8,-9.8,10.366,9.772,9.719,0.505,      ,,,0,1,0,0.11234842381387307
2856,2870,2870,9530,125,251,1,5.927055,5.605881,8.9,-42.4,10.355,9.708,9.65,0.55,      ,,,0,1,0,0.3365714173467
2862,2876,2876,9536,125,335,1,5.922924,5.063478,14.4,-27.5,12.158,10.544,10.399000000000001,1.3719999999999999,      ,,,0,1,0,0.35336820523934553
2868,2882,2882,9542,125,500,1,5.881784,3.8394220000000003,17.9,-12.7,11.460999999999999,10.863,10.809000000000001,0.508,      ,,,0,1,0,0.13897509113818243
2871,2885,2885,9545,125,579,1,5.986366,5.530198,9.6,-12.6,11.252,10.605,10.547,0.55,250044,,,0,1,0,-0.1136442151419996
2874,2888,2888,9548,125,597,1,5.971616,5.502155999999999,12.2,-13.4,8.838,8.623,8.604,0.183,40334,,,0,1,0,0.011814661508839844
2884,2898,2898,9558,125,778,1,5.976993,4.971408,-0.5,-26.5,10.834000000000001,10.247,10.193999999999999,0.499,      ,,,0,1,0,0.06322135017239003
2890,2904,2904,9564,125,943,1,5.979678,4.323444,1.1,-34.6,10.864,10.328,10.28,0.456,250007,,,0,1,0,0.21407697182462157
2894,2908,2908,9568,125,1002,1,5.962293,4.499907,19.9,-11.7,10.758,10.312999999999999,10.273,0.37799999999999995,      ,,,0,1,0,0.15800746543845795
2897,2911,2911,9571,126,3,1,5.550326999999999,7.1862520000000005,38.4,-20.4,12.199000000000002,11.390999999999998,11.318,0.687,      ,,,0,1,0,0.3535276608684059
2906,2920,2920,9580,126,178,1,5.571318,6.420771,11.3,-13.6,11.526,10.82,10.755999999999998,0.6,      ,,,0,1,0,-0.013000698564232286
2907,2921,2921,9581,126,188,1,5.532767,5.763567,24.7,-24.5,11.991,11.112,11.033,0.747,      ,,,0,1,0,0.39745857344005614
2915,2929,2929,9589,126,278,1,5.548043,6.7859940000000005,13.1,-24.8,11.732000000000001,11.045,10.982999999999999,0.584,      ,,,0,1,0,0.3260233118432354
2917,2931,2931,9591,126,341,1,5.549482,7.33016,10.5,-18.9,10.72,10.013,9.949,0.601,      ,,,0,1,0,0.1589939097318732
2923,2937,2937,9597,126,467,1,5.558776,6.961889,10.2,-28.0,11.465,10.636,10.561,0.705,      ,,,0,1,0,0.32149250437629984
2927,2941,2941,9601,126,530,1,5.532555,6.763825,3.5,-24.2,10.617,9.902000000000001,9.838,0.608,      ,,,0,1,0,0.11348042822890529
2930,2944,2944,9604,126,585,1,5.572344999999999,6.943152,7.3,-36.6,11.215,10.672,10.623,0.462,      ,,,0,1,0,0.32724214044950345
2942,2956,2956,9616,126,672,1,5.57734,6.1268650000000004,12.1,-34.7,8.025,7.761,7.737,0.22399999999999998,36823,26161.0,10.43,0,1,0,0.36535045069819533
2948,2962,2962,9622,126,773,1,5.536432,6.8457339999999975,7.1,-18.2,10.759,10.765,10.765999999999998,-0.005,244676,,,0,1,0,0.0212983683096424
2963,2977,2977,9637,126,1078,1,5.521026999999999,5.662891,9.1,-31.0,9.048,8.587,8.546,0.392,36338,,,0,1,0,0.3184310862033229
2974,2988,2988,9648,126,1401,1,5.5107269999999975,7.460779,22.9,-4.6,10.123,8.609,8.472999999999999,1.287,36233,,,0,1,0,0.05155377476648487
2984,2998,2998,9658,126,1899,1,5.513071,5.948118,9.9,-48.7,4.0569999999999995,4.209,4.223,-0.129,36267,25813.0,11.3,0,1,0,0.30989318253668074
2990,3004,3004,9664,127,99,1,5.670672,7.18438,11.4,-13.9,10.939,10.395999999999999,10.347000000000001,0.462,      ,,,0,1,0,0.005262865956075349
2999,3013,3013,9673,127,230,1,5.660685,5.807368,5.6,-19.7,10.186,8.741,8.611,1.228,37563,,,0,1,0,0.027328031414937563
3006,3020,3020,9680,127,333,1,5.733149,6.959117,9.1,-23.7,11.110999999999999,10.661,10.620999999999999,0.38299999999999995,      ,,,0,1,0,0.23973221515476686
3007,3021,3021,9681,127,375,1,5.731971,7.405114999999999,40.8,-30.5,11.345999999999998,10.019,9.9,1.128,      ,,,0,1,0,0.3824052880543506
3014,3028,3028,9688,127,459,1,5.719862,7.435986,13.3,-15.8,10.600999999999999,10.073,10.025,0.449,      ,,,0,1,0,0.14056711246705147
3028,3042,3042,9702,127,715,1,5.734718,6.954364999999999,15.5,-29.0,11.999,10.63,10.507,1.1640000000000001,      ,,,0,1,0,0.3892121300973589
3029,3043,3043,9703,127,717,1,5.698245,6.800917,5.2,-24.5,11.425,11.185,11.163,0.204,      ,,,0,1,0,0.16223401173366805
3030,3044,3044,9704,127,720,1,5.6875160000000005,5.704127,24.5,-18.5,11.232999999999999,10.382,10.305,0.723,      ,,,0,1,0,0.34157876437269524
3037,3051,3051,9711,127,802,1,5.727147,5.841119,5.0,-21.1,11.087,10.415999999999999,10.356,0.57,      ,,,0,1,0,0.05719379106713439
3038,3052,3052,9712,127,812,1,5.7259199999999995,6.621045,23.6,-7.1,11.718,11.109000000000002,11.054,0.518,      ,,,0,1,0,0.12072160328390644
3039,3053,3053,9713,127,816,1,5.702728,6.1828769999999995,2.6,-21.9,10.818,10.305,10.259,0.436,      ,,,0,1,0,0.013048114137983671
3044,3058,3058,9718,127,890,1,5.698174,6.604788,18.0,-10.7,9.59,8.416,8.31,0.998,37871,,,0,1,0,0.10085604207311644
3045,3059,3059,9719,127,912,1,5.680603,5.657109999999999,-0.8,-23.8,11.895,10.207,10.055,1.435,246301,,,0,1,0,-0.019259706304620223
3054,3068,3068,9728,127,1008,1,5.632414,6.265025,28.5,-23.7,10.385,9.527999999999999,9.451,0.728,245761,,,0,1,0,0.39889350481086094
3056,3071,3071,9731,127,1067,1,5.672797,6.666144,24.9,-22.9,9.816,8.623,8.516,1.014,37651,,,0,1,0,0.3940293076016884
3058,3073,3073,9733,128,41,1,5.838277,7.034864,19.0,-14.7,10.933,10.333,10.279000000000002,0.51,      ,,,0,1,0,0.23231057357331206
3065,3080,3080,9740,128,227,1,5.871377,7.329383,32.4,-26.8,9.322000000000001,7.733,7.59,1.351,39344,27729.0,4.41,0,1,0,0.4059713276720791
3073,3088,3088,9748,128,340,1,5.825206,6.0679690000000015,17.1,-20.7,11.695,10.984000000000002,10.92,0.604,      ,,,0,1,0,0.3149677557151035
3085,3100,3100,9760,128,462,1,5.837962,5.92893,16.0,-15.7,10.119,9.632,9.588,0.414,39050,27565.0,3.13,0,1,0,0.19439688953380993
3089,3104,3104,9764,128,615,1,5.764118,6.627910000000001,5.8,-27.2,10.064,9.533999999999999,9.486,0.451,38404,,,0,1,0,0.23016218577507458
3090,3105,3105,9765,128,648,1,5.796634,5.686008999999999,-0.6,-30.2,11.889000000000001,10.667,10.557,1.0390000000000001,      ,,,0,1,0,0.13753522623443867
3094,3109,3109,9769,128,711,1,5.869897,6.544002,4.3,-19.9,11.437999999999999,9.987,9.856,1.2329999999999999,      ,,,0,1,0,-0.007673681997431682
3098,3113,3113,9773,128,838,1,5.816125,6.651072,18.2,-21.7,10.258,9.744,9.698,0.4370000000000001,248020,,,0,1,0,0.34895421537212834
3100,3115,3115,9775,128,884,1,5.825223,6.8895649999999975,31.2,-30.3,9.871,9.414,9.373,0.38799999999999996,38927,,,0,1,0,0.4188881815393625
3111,3126,3126,9786,128,1066,1,5.750271,6.5290339999999984,41.4,-32.2,11.717,10.805,10.722999999999999,0.775,      ,,,0,1,0,0.3779252358782243
3115,3130,3130,9790,128,1092,1,5.784179,6.4919970000000005,0.9,-27.9,11.015,10.485,10.437000000000001,0.451,      ,,,0,1,0,0.13282681931149837
3124,3139,3139,9799,128,1352,1,5.789676,6.6561179999999975,-1.3,-23.0,11.7,10.254000000000001,10.124,1.229,247692,,,0,1,0,-0.05732602135831126
3125,3140,3140,9800,128,1431,1,5.820075,6.172852,12.5,-20.8,10.827,10.31,10.263,0.439,      ,,,0,1,0,0.24618425866037372
3127,3142,3142,9802,128,1551,1,5.800058,6.454021,1.9,-24.1,5.567,5.325,5.303,0.20600000000000002,38710,27386.0,6.8,0,1,0,0.054892868055737946
3145,3160,3160,9820,129,616,1,5.896276,6.860989,8.8,-16.7,10.027000000000001,9.561,9.519,0.396,39571,,,0,1,0,0.02315214263848912
3159,3174,3174,9834,129,1046,1,5.884479,5.695397,25.1,-22.5,10.437999999999999,9.72,9.655,0.61,248853,,,0,1,0,0.3853690552220284
3160,3175,3175,9835,129,1050,1,5.891394,6.168964,8.2,-13.8,10.355,9.801,9.751,0.47100000000000003,      ,,,0,1,0,-0.11837014327604001
3166,3181,3181,9841,129,1227,1,5.9637199999999995,7.4954220000000005,22.1,-33.0,10.35,9.865,9.821,0.41200000000000003,40229,,,0,1,0,0.4320410718560679
3168,3183,3183,9843,129,1309,1,5.9852,7.226997,6.5,-16.1,10.625,10.1,10.052999999999999,0.446,      ,,,0,1,0,-0.08825026995599292
3170,3185,3185,9845,129,1416,1,5.971408,5.82257,14.6,-20.4,8.693,8.478,8.459,0.183,40317,28261.0,7.18,0,1,0,0.26980558337595756
3173,3188,3188,9848,129,1465,1,5.985285,7.0239020000000005,11.7,-22.7,10.806,10.031,9.961,0.659,      ,,,0,1,0,0.2750907329746318
3175,3190,3190,9850,129,1469,1,5.966634,7.195517999999999,33.3,0.9,11.332,10.390999999999998,10.306,0.8,      ,,,0,1,0,0.09455027719328735
3209,3224,3224,10595,138,290,1,6.060796,4.313987,4.6,-28.1,8.207,8.059,8.046,0.126,41191,,,0,1,0,0.1990360058287703
3214,3229,3229,10601,138,439,1,6.080232,5.566987999999999,19.9,-10.1,10.587,10.027999999999999,9.978,0.475,251357,,,0,1,0,0.12297620751543707
3218,3233,3233,10606,138,608,1,6.060532,4.3102089999999995,3.6,-28.8,11.247,10.604000000000001,10.546,0.547,      ,,,0,1,0,0.1929857910185524
3220,3235,3235,10608,138,643,1,6.06596,5.2166510000000015,3.7,-24.5,9.136000000000001,8.908,8.887,0.19399999999999998,41224,,,0,1,0,0.11700348301073972
3221,3236,3236,10609,138,663,1,6.070174,4.10095,15.1,-22.0,11.437999999999999,11.126,11.097999999999999,0.265,      ,,,0,1,0,0.2897672307274503
3223,3238,3238,10611,138,718,1,6.04715,4.285326,14.3,-51.7,11.64,10.866,10.796,0.6579999999999999,      ,,,0,1,0,0.2918769156280693
3225,3240,3240,10614,138,747,1,6.008853,4.922134,3.5,-19.6,10.113,8.899,8.79,1.032,40670,,,0,1,0,-0.04491443988629953
3235,3250,3250,10628,138,979,1,6.037115,4.0364010000000015,12.7,-11.1,11.764000000000001,10.908,10.831,0.728,      ,,,0,1,0,-0.057607506791000795
3255,3270,3270,11012,142,203,1,6.040063,7.411981,13.0,-11.8,11.296,10.749,10.7,0.465,      ,,,0,1,0,-0.019880345564270454
3256,3271,3271,11013,142,208,1,6.018189,6.576517,14.2,-14.9,10.354000000000001,9.821,9.773,0.45299999999999996,250439,,,0,1,0,0.13164749661056
3264,3279,3279,11024,142,390,1,6.012137,5.802842,16.1,-7.9,8.886000000000003,8.463,8.425,0.36,40700,28478.0,5.55,0,1,0,-0.04580343641831292
3281,3296,3296,11046,142,954,1,6.029973,5.875553,29.9,-45.2,10.434000000000001,9.906,9.857999999999999,0.449,      ,,,0,1,0,0.3073515500430799
3293,3308,3308,11059,142,1187,1,6.017086,7.018713000000001,33.7,-27.5,11.344000000000001,10.661,10.6,0.581,      ,,,0,1,0,0.4048516919948513
3304,3319,3319,11073,142,1398,1,6.071379,6.491107,7.7,-15.5,8.281,8.19,8.182,0.077,41261,28750.0,2.51,0,1,0,-0.06598947460149525
3322,3337,3337,51962,641,68,1,2.948195,7.653321000000001,15.3,-18.0,11.923,11.023,10.942,0.765,      ,,,0,1,0,0.24729832654250739
3324,3339,3339,51964,641,133,1,2.9114459999999998,8.93708,12.8,-13.9,11.550999999999998,9.985,9.844,1.331,      ,,,0,1,0,0.06386973701317786
3325,3340,3340,51965,641,138,1,2.905825,7.680209,17.6,-15.1,7.487999999999999,7.4460000000000015,7.442,0.036000000000000004,18059,13539.0,3.33,0,1,0,0.21234394378795837
3334,3351,3351,51976,641,300,1,3.046846,8.471848,11.3,-26.4,10.078,8.375,8.222000000000001,1.4480000000000002,18909,14176.0,6.07,0,1,0,0.3304506798307653
3337,3354,3354,51979,641,329,1,2.997492,7.526679,32.4,-2.6,9.503,8.987,8.941,0.439,18616,13967.0,7.28,0,1,0,0.1432811840032045
3339,3356,3356,51981,641,358,1,3.034479,7.9797350000000025,15.3,-38.1,12.115,10.466,10.318,1.402,      ,,,0,1,0,0.4022199901464104
3344,3361,3361,51986,641,454,1,2.9206939999999997,9.1118,31.1,-24.6,10.727,10.094,10.037,0.5379999999999999,      ,,,0,1,0,0.4130324761669879
3345,3362,3362,51987,641,475,1,2.958084,7.778028,36.6,-45.6,9.453,9.006,8.966000000000003,0.38,18395,13787.0,7.8,0,1,0,0.21197705631710353
3347,3364,3364,51989,641,532,1,2.919812,8.485493,32.0,-8.1,11.255,9.911,9.79,1.1420000000000001,      ,,,0,1,0,0.23194424689457302
3350,3367,3367,51992,641,574,1,2.931752,8.749547999999999,6.0,-30.6,11.37,10.855,10.809000000000001,0.43799999999999994,      ,,,0,1,0,0.2869222788355623
3352,3369,3369,51994,641,588,1,2.928921,7.9811619999999985,49.6,-35.2,11.537,10.763,10.693,0.6579999999999999,      ,,,0,1,0,0.18921628611049018
3355,3372,3372,51997,641,642,1,3.036304,7.855819,28.4,-7.5,10.59,10.046,9.997,0.462,      ,14126.0,5.95,0,1,0,0.1967460129288018
3357,3374,3374,52000,641,701,1,3.0317,8.625613000000001,-2.7,-31.3,11.817,10.775,10.681,0.8859999999999999,      ,,,0,1,0,0.12352395703618248
3361,3378,3378,52004,641,722,1,2.952964,8.571361999999999,19.0,-17.9,11.433,10.231,10.123,1.022,      ,,,0,1,0,0.3108935856772043
3368,3385,3385,52011,641,923,1,2.907116,9.777422999999999,20.4,-5.2,11.452,10.777999999999999,10.717,0.573,      ,13544.0,,0,1,0,0.00950469424721188
3372,3389,3389,52015,641,968,1,2.912921,9.772388000000001,34.9,-5.9,11.962,10.989,10.901,0.8270000000000001,      ,,,0,1,0,0.21219998789800254
3373,3390,3390,52016,641,969,1,2.906975,9.772817,21.5,-3.2,10.350999999999999,9.647,9.584,0.598,18058,13543.0,9.35,0,1,0,-0.013433823383927821
3377,3395,3395,52155,644,65,1,2.987389,12.196506,14.6,-12.3,11.71,10.052999999999999,9.904,1.4080000000000001,      ,,,0,1,0,0.07221711982070579
3386,3405,3405,52165,644,139,1,2.94766,12.249642,18.2,-17.6,11.557,10.755999999999998,10.684000000000001,0.6809999999999999,      ,,,0,1,0,0.3101917529078097
3390,3409,3409,52169,644,267,1,2.997328,11.977831,6.4,-32.9,10.318,9.517000000000001,9.445,0.6809999999999999,18595,13966.0,6.16,0,1,0,0.3246382495291782
3391,3410,3410,52170,644,270,1,3.051529,11.676285,11.5,-12.9,10.415999999999999,10.027999999999999,9.993,0.33,18930,,,0,1,0,-0.025743845739369754
3396,3415,3415,52175,644,454,1,2.91689,11.09348,34.2,-7.8,11.632,10.099,9.961,1.3030000000000002,      ,,,0,1,0,0.24109462700362602
3399,3418,3418,52178,644,495,1,2.9525259999999998,10.541522,30.0,-12.4,11.220999999999998,9.624,9.48,1.357,      ,,,0,1,0,0.29782096886661114
3400,3419,3419,52179,644,500,1,2.905792,11.309517,16.9,-11.6,8.683,8.41,8.385,0.23199999999999998,18052,13538.0,5.9,0,1,0,0.11578969664229735
3406,3425,3425,52185,644,571,1,2.97989,11.252301,26.1,-39.3,11.642000000000001,10.231,10.104,1.199,      ,,,0,1,0,0.4341661096503484
3411,3430,3430,52190,644,636,1,2.988397,10.737751,22.1,-10.7,11.901,10.967,10.883,0.794,      ,,,0,1,0,0.19934906186727452
3413,3433,3433,52193,644,643,1,3.030037,10.84688,38.4,-29.8,9.937999999999999,9.42,9.373,0.44,      ,,,0,1,0,0.4023111988420249
3417,3437,3437,52197,644,715,1,2.917057,11.491458999999999,-0.2,-40.5,9.713,9.13,9.078,0.496,18130,13586.0,5.09,0,1,0,0.25242045485078474
3419,3439,3439,52199,644,748,1,3.030177,10.852003999999999,40.8,-31.5,9.777999999999999,9.234,9.185,0.462,18701,,,0,1,0,0.392002001976914
3423,3444,3444,52334,647,20,1,2.9360310000000003,12.972891,14.9,-18.5,10.088,8.764,8.645,1.125,18248,,,0,1,0,0.2782283919686522
3424,3445,3445,52335,647,35,1,2.9809360000000003,14.128779999999999,0.1,-28.4,11.225,10.389000000000001,10.314,0.711,      ,,,0,1,0,0.144973164519821
3426,3447,3447,52337,647,111,1,2.991811,12.573696,28.1,-22.7,11.087,10.407,10.345999999999998,0.578,      ,,,0,1,0,0.41937262414303866
3431,3452,3452,52342,647,139,1,3.026193,12.679903999999999,5.1,-17.5,11.339,11.05,11.024000000000001,0.24600000000000002,      ,,,0,1,0,-0.0777332380402098
3433,3454,3454,52344,647,151,1,3.046567,14.082919,28.9,-29.4,11.258,10.658,10.604000000000001,0.51,      ,,,0,1,0,0.44546589774198797
3435,3456,3456,52346,647,169,1,2.985601,14.433766,40.3,-3.0,11.743,10.620999999999999,10.52,0.9540000000000001,      ,,,0,1,0,0.19326358029473728
3438,3459,3459,52350,647,186,1,2.904845,13.130771,42.6,6.5,10.555,9.891,9.831,0.564,      ,,,0,1,0,0.0930361096337948
3450,3471,3471,52365,647,372,1,3.058088,13.525428,15.6,-16.3,11.235999999999999,10.841,10.805,0.336,      ,,,0,1,0,0.23589973251863658
3456,3477,3477,52372,647,516,1,2.937257,12.879114,19.3,-4.7,10.254000000000001,9.665,9.612,0.501,      ,,,0,1,0,-0.034294809976826
3457,3478,3478,52373,647,524,1,2.983633,13.025233,23.9,-23.4,10.245,9.63,9.575,0.523,      ,,,0,1,0,0.42710827001500873
3462,3483,3483,52378,647,570,1,3.06356,14.269323000000002,13.8,-40.4,11.397,10.834000000000001,10.783,0.479,      ,,,0,1,0,0.40526677235138986
3463,3484,3484,52379,647,572,1,3.0557119999999998,12.830461999999999,1.8,-23.2,12.185,10.97,10.860999999999999,1.033,      ,,,0,1,0,0.047186883309429564
3464,3485,3485,52380,647,586,1,2.918941,13.468585000000001,35.4,-8.1,11.459000000000001,9.704,9.546,1.492,      ,,,0,1,0,0.2507337251616551
3469,3490,3490,52385,647,675,1,3.040882,13.454297,13.6,-10.0,10.892999999999999,9.498,9.372,1.186,18871,,,0,1,0,-0.0594825396178504
3470,3491,3491,52386,647,684,1,2.9387630000000002,13.762609,7.0,-18.8,11.45,10.099,9.977,1.148,      ,,,0,1,0,0.06058194596547049
3473,3494,3494,52389,647,698,1,2.947821,14.609596,42.6,-4.3,10.565,8.933,8.786,1.3869999999999998,18310,,,0,1,0,0.21129389306387997
3475,3496,3496,52391,647,757,1,3.0448009999999996,13.070522,33.5,-26.9,11.69,10.767999999999999,10.685,0.784,      ,,,0,1,0,0.42182625308152677
3479,3500,3500,52395,647,784,1,3.012798,12.984817,26.9,-11.5,10.275,8.666,8.521,1.368,18698,14037.0,4.58,0,1,0,0.2732775742226747
3480,3501,3501,52396,647,802,1,3.030655,14.030261,20.6,-31.2,11.140999999999998,10.175,10.088,0.821,18805,,,0,1,0,0.45232099642689
3484,3506,3506,52402,647,902,1,2.978269,13.751719,11.8,-10.8,11.568,10.352,10.243,1.034,      ,,,0,1,0,-0.10296399069782886
3487,3509,3509,52405,647,929,1,2.974484,12.730153,-5.6,-26.8,11.15,9.856,9.74,1.1,      ,,,0,1,0,-0.03486528006992564
3492,3514,3514,52410,648,190,1,3.178805,9.193605,7.4,-14.4,11.027000000000001,9.669,9.547,1.1540000000000001,      ,,,0,1,0,-0.12669499108386267
3501,3523,3523,52419,648,474,1,3.2259990000000003,7.79874,37.4,2.2,9.796,9.326,9.283999999999999,0.39899999999999997,      ,15015.0,3.98,0,1,0,0.10997474573669778
3504,3526,3526,52422,648,573,1,3.143766,9.563133,-5.9,-32.9,11.794,10.315,10.182,1.2570000000000001,      ,,,0,1,0,0.08873143057383046
3509,3531,3531,52427,648,733,1,3.1006,7.720783,1.3,-33.1,11.595999999999998,10.720999999999998,10.642000000000001,0.7440000000000001,      ,,,0,1,0,0.2212734492294931
3516,3538,3538,52434,648,859,1,3.078047,9.028371,22.2,-11.7,9.907,8.594,8.476,1.1159999999999999,19106,14319.0,5.1,0,1,0,0.22024077676025805
3517,3539,3539,52435,648,874,1,3.103106,9.101517,2.2,-23.7,10.825,10.185,10.127,0.544,      ,,,0,1,0,0.07118055392984345
3521,3543,3543,52439,648,938,1,3.078579,9.090288000000001,20.7,-13.4,10.786,8.77,8.589,1.714,19105,,,0,1,0,0.2392325645485631
3522,3544,3544,52440,648,947,1,3.0810299999999997,8.394271,17.6,-12.2,11.259,10.503,10.435,0.643,      ,,,0,1,0,0.14538711807838278
3527,3549,3549,52445,648,1000,1,3.065121,9.753376,26.7,-44.6,11.277999999999999,10.319,10.232999999999999,0.815,      ,,,0,1,0,0.37019849792038945
3528,3550,3550,52446,648,1022,1,3.094392,9.891294,42.6,-27.2,11.09,9.524,9.383,1.331,      ,,,0,1,0,0.3664215149181956
3538,3561,3561,52457,649,183,1,3.2895559999999997,9.105981,26.4,-0.1,10.645,9.366,9.251,1.087,      ,15298.0,5.4,0,1,0,0.02522586470254285
3540,3563,3563,52459,649,251,1,3.3598440000000003,8.954185,8.4,-15.5,10.113,9.363999999999999,9.297,0.637,20826,,,0,1,0,-0.038818219548678666
3544,3567,3567,52463,649,434,1,3.359687,8.076374000000001,11.7,-23.1,11.365,10.716,10.658,0.552,      ,,,0,1,0,0.2896325067240883
3546,3569,3569,52465,649,493,1,3.239868,9.201682,2.6,-19.5,9.846,8.448,8.322000000000001,1.188,20125,15077.0,2.67,0,1,0,-0.0741327080259932
3549,3572,3572,52468,649,534,1,3.276757,8.191274,3.4,-31.6,12.067,10.499,10.357999999999999,1.3330000000000002,      ,,,0,1,0,0.24706420480755806
3552,3575,3575,52471,649,553,1,3.379608,8.571578,19.3,-21.1,11.561,10.806,10.738,0.642,      ,,,0,1,0,0.3640477679991838
3563,3587,3587,52483,649,948,1,3.2618549999999997,9.172259,16.6,-9.2,10.158999999999999,9.7,9.658999999999999,0.39,      ,,,0,1,0,0.02028182005525691
3564,3588,3588,52484,649,957,1,3.374595,9.358603,10.4,-21.8,11.315999999999999,10.863,10.822000000000001,0.385,      ,,,0,1,0,0.24419097554602073
3567,3591,3591,52487,649,1081,1,3.3685410000000005,8.931013,16.2,-8.1,11.467,10.011000000000001,9.88,1.238,      ,,,0,1,0,-0.03391469010866896
3570,3594,3594,52490,649,1202,1,3.27855,9.361632,28.9,-0.2,10.904000000000002,10.249,10.19,0.557,      ,,,0,1,0,0.06743125398280961
3574,3598,3598,52494,649,1333,1,3.245372,9.789071,33.4,-32.7,9.363,8.929,8.89,0.369,      ,,,0,1,0,0.42364959101525806
3578,3602,3602,52498,649,1434,1,3.3659790000000003,9.675941,40.4,-29.1,10.734000000000002,8.997,8.841000000000003,1.476,20850,,,0,1,0,0.38851914151158856
3582,3606,3606,52502,650,128,1,3.5232019999999995,9.009134,-0.4,-32.8,12.186,10.325,10.158,1.5819999999999999,      ,,,0,1,0,0.19142370166225117
3587,3611,3611,52507,650,376,1,3.459253,8.083352,13.0,-18.1,11.083,9.642999999999999,9.513,1.224,21429,,,0,1,0,0.20693511596607964
3595,3619,3619,52515,650,638,1,3.424157,8.427151,24.8,-25.6,10.097999999999999,9.524,9.472000000000001,0.488,21194,15960.0,10.12,0,1,0,0.42450914772491855
3596,3620,3620,52516,650,711,1,3.460443,7.750468,22.6,-7.9,8.076,7.642,7.603,0.369,21439,16116.0,8.07,0,1,0,0.126156914357438
3597,3621,3621,52517,650,766,1,3.4371440000000004,8.237888,-3.2,-25.6,11.106,10.668,10.629000000000001,0.3720000000000001,      ,,,0,1,0,-0.019078138658016077
3598,3622,3622,52518,650,774,1,3.510364,8.574753,24.7,-20.9,10.440999999999999,9.786,9.727,0.557,21732,16342.0,6.95,0,1,0,0.39054180151244083
3602,3626,3626,52522,650,830,1,3.514844,8.368528,20.0,-4.0,10.626,8.666,8.49,1.666,21776,16372.0,3.76,0,1,0,-0.03492396693815753
3605,3629,3629,52525,650,917,1,3.4610730000000003,8.765199,40.6,-35.5,8.165,7.827000000000001,7.7970000000000015,0.287,21438,16120.0,4.22,0,1,0,0.3794385970156879
3608,3632,3632,52528,650,1037,1,3.531821,7.896339999999999,32.5,-32.0,11.97,10.615,10.493,1.1520000000000001,      ,,,0,1,0,0.42017457357506105
3609,3633,3633,52529,650,1051,1,3.5082,9.097251,41.7,-10.1,11.482999999999999,10.593,10.513,0.757,      ,,,0,1,0,0.2667274959940843
3611,3635,3635,52531,650,1104,1,3.465675,7.632917,21.3,-23.8,11.482000000000001,10.715,10.645999999999999,0.652,      ,,,0,1,0,0.39877231004552205
3612,3636,3636,52532,650,1178,1,3.41285,9.807864,33.9,-27.3,9.265,7.912000000000001,7.79,1.15,21111,15897.0,3.65,0,1,0,0.412799512176747
3619,3643,3643,52539,650,1422,1,3.5513019999999997,8.991109,45.7,-41.5,11.725999999999999,9.857000000000001,9.689,1.589,      ,,,0,1,0,0.1928300650813774
3620,3644,3644,52540,650,1427,1,3.5629120000000003,8.290571,26.1,-26.0,9.068999999999999,8.705,8.672,0.309,22073,16609.0,5.61,0,1,0,0.42350643283454514
3624,3648,3648,52544,650,1453,1,3.5592580000000003,8.909081,32.3,2.3,11.126,10.475,10.415999999999999,0.5529999999999999,      ,,,0,1,0,0.0667960493854632
3637,3661,3661,52557,651,106,1,3.072286,11.136142,3.1,-51.3,9.427999999999999,8.837,8.783999999999999,0.502,19067,14298.0,8.89,0,1,0,0.17887887474624073
3644,3668,3668,52564,651,183,1,3.0817419999999998,11.707189999999999,-2.1,-27.3,10.845999999999998,9.276,9.135,1.335,      ,,,0,1,0,0.06270785679361719
3647,3671,3671,52567,651,258,1,3.084311,10.789861,15.7,-12.2,9.029,8.085,8.0,0.802,19137,,,0,1,0,0.10027755401018479
3653,3677,3677,52573,651,520,1,3.182817,12.409861,-4.9,-34.8,11.356,10.59,10.520999999999999,0.6509999999999999,      ,,,0,1,0,0.13743392022199574
3661,3685,3685,52581,651,761,1,3.221875,11.553595,27.7,-22.6,9.999,9.215,9.144,0.6659999999999999,      ,14997.0,16.3,0,1,0,0.4173551232103899
3669,3693,3693,52589,651,1010,1,3.233546,11.450286,39.1,-15.9,11.677,10.975,10.912,0.597,      ,,,0,1,0,0.33055640165217265
