,Unnamed: 0,Unnamed: 0.1,recno,TYCID1,TYCID2,TYCID3,RA_J2000_24,DE_J2000,pmRA,pmDE,BT,VT,V,B-V,HD,HIP,Plx,is_hyades,keep,cluster,silhouette
4937,4988,4988,53884,680,328,1,4.406041,14.711872,-6.3,-12.2,10.527000000000001,9.866,9.807,0.562,27849,,,0,1,4,0.47744027777203935
4944,4995,4995,53891,680,556,1,4.4106440000000005,14.445951,17.1,14.0,11.046,10.345,10.282,0.596,      ,,,0,1,4,0.28880991678351225
4946,4997,4997,53893,680,611,1,4.458574,13.136676000000001,-0.5,-1.8,11.151,10.895,10.872,0.218,      ,,,0,1,4,0.5941319252250946
4947,4998,4998,53894,680,621,1,4.362595,13.584929999999998,-5.4,-1.0,7.5820000000000025,7.376,7.357,0.175,27579,20371.0,7.87,0,1,4,0.5726956362434125
4948,4999,4999,53895,680,634,1,4.420998,14.620249,-6.1,-0.3,11.642000000000001,11.138,11.093,0.428,285826,,,0,1,4,0.5916920958756459
4950,5001,5001,53897,680,695,1,4.467688,13.650267999999999,0.0,-8.0,11.995,11.149000000000001,11.073,0.7190000000000001,286785,,,0,1,4,0.5331732388852068
4951,5002,5002,53898,680,703,1,4.3783900000000004,13.946435000000001,14.3,1.7,12.032,10.43,10.286,1.3619999999999999,      ,,,0,1,4,0.30811835077059535
4952,5003,5003,53899,680,719,1,4.41103,13.756835,-18.4,20.4,10.107999999999999,9.548,9.498,0.47600000000000003,      ,,,0,1,4,0.4206075590785928
4954,5005,5005,53901,680,765,1,4.394865,13.828688,-4.7,-19.4,8.97,7.686,7.57,1.091,27789,20508.0,5.47,0,1,4,0.24749519025430194
4956,5007,5007,53903,680,783,1,4.440869,13.873501000000001,-0.6,2.8,11.704,11.372,11.342,0.282,286780,,,0,1,4,0.576350027654056
4960,5011,5011,53907,680,912,1,4.465856,14.178484,-0.8,-19.1,11.967,11.212,11.144,0.642,286781,,,0,1,4,0.19293470109422053
4963,5014,5014,53910,680,953,1,4.437517,13.954861,2.1,-6.9,10.106,9.665,9.625,0.375,286779,,,0,1,4,0.526919059594676
4967,5019,5019,53915,681,99,1,4.539064,13.402792000000002,1.4,-13.5,12.074000000000002,10.704,10.581,1.165,286836,,,0,1,4,0.3610003559940461
4969,5021,5021,53917,681,166,1,4.529074,14.677025,-6.0,-0.8,10.274000000000001,9.508,9.439,0.6509999999999999,28663,,,0,1,4,0.5945627464638644
4970,5022,5022,53918,681,302,1,4.5255160000000005,14.705638,-5.8,-16.6,11.677999999999999,9.802,9.633,1.595,285878,,,0,1,4,0.35694073313031227
4974,5026,5026,53922,681,465,1,4.499708999999998,13.155564000000002,10.3,-8.2,9.937999999999999,9.453,9.408999999999999,0.41200000000000003,286794,,,0,1,4,0.2589266780353242
4975,5027,5027,53923,681,507,1,4.562118,13.306159,2.0,-6.5,12.200999999999999,10.704,10.569,1.272,      ,,,0,1,4,0.5324615413761803
4976,5028,5028,53924,681,511,1,4.589122,13.329623000000002,4.1,-13.6,12.074000000000002,10.66,10.533,1.202,286881,,,0,1,4,0.2860694872451021
4977,5029,5029,53925,681,513,1,4.525407,13.349689000000001,6.0,-9.0,9.16,8.686,8.642999999999999,0.40299999999999997,28648,,,0,1,4,0.37964038225075136
4979,5031,5031,53927,681,627,1,4.580385,13.474232,-6.2,-9.2,12.027000000000001,10.517000000000001,10.380999999999998,1.284,286880,,,0,1,4,0.5347091531491416
4980,5032,5032,53928,681,641,1,4.594537,13.224439000000002,9.2,-11.8,11.52,11.212,11.184000000000001,0.262,286882,,,0,1,4,0.1733624032516892
4983,5035,5035,53931,681,741,1,4.512053,14.464267999999999,6.2,-4.9,12.110999999999999,11.204,11.122,0.7709999999999999,285884,,,0,1,4,0.4654047041688766
4984,5036,5036,53932,681,749,1,4.520423,14.362596,-4.7,-3.1,11.407,10.812000000000001,10.758,0.506,      ,,,0,1,4,0.5984143487821812
4988,5041,5041,53937,681,941,1,4.5052650000000005,14.369670999999999,-11.9,-8.3,11.154000000000002,10.47,10.408,0.581,      ,,,0,1,4,0.5150421761215824
4990,5043,5043,53939,681,1063,1,4.4688300000000005,14.193745000000002,-1.1,-10.6,10.191,9.687000000000001,9.642000000000001,0.428,      ,,,0,1,4,0.49119691563463225
4994,5047,5047,53943,682,124,1,4.647063,9.332597,-1.4,-11.1,11.895,11.014000000000001,10.935,0.7490000000000001,286960,,,0,1,4,0.46062498150893416
4995,5048,5048,53944,682,161,1,4.649503,9.178749,2.4,1.1,11.282,10.657,10.600999999999999,0.531,      ,,,0,1,4,0.5489895361330752
4997,5050,5050,53946,682,226,1,4.6842,9.181166000000001,0.4,2.9,12.251,10.633,10.487,1.375,      ,,,0,1,4,0.5577036440762084
4998,5051,5051,53947,682,227,1,4.601282,9.204816000000001,11.5,-1.1,10.284,9.708,9.656,0.49,286915,21432.0,7.41,0,1,4,0.3518016372856275
4999,5052,5052,53948,682,229,1,4.60375,9.208991000000001,-5.1,-18.3,9.025,8.731,8.705,0.25,29195,,,0,1,4,0.2844772883417144
5000,5053,5053,53949,682,229,2,4.603858,9.207465,-4.6,-13.7,9.997,9.589,9.552,0.34700000000000003,      ,,,0,1,4,0.4182426762772101
5001,5054,5054,53950,682,266,1,4.692818,8.330445,7.0,-6.7,10.745,10.185,10.135,0.47600000000000003,      ,,,0,1,4,0.39209721342937814
5002,5055,5055,53951,682,288,1,4.623195,8.732629,-5.7,-3.2,11.464,10.306,10.202,0.9840000000000001,      ,,,0,1,4,0.5752671660856583
5003,5056,5056,53952,682,362,1,4.61829,8.542092,3.6,-7.8,10.998,10.366,10.309000000000001,0.537,      ,,,0,1,4,0.45580448808577523
5004,5057,5057,53953,682,377,1,4.722918,9.006408,-4.7,-1.5,11.477,10.470999999999998,10.38,0.855,      ,,,0,1,4,0.5835667397677936
5006,5059,5059,53955,682,404,1,4.63954,7.809514,-19.4,-2.3,10.450999999999999,9.821,9.764,0.536,      ,,,0,1,4,0.4705027863556756
5007,5060,5060,53956,682,434,1,4.719589,8.870315,5.2,-8.2,11.84,10.534,10.415999999999999,1.11,      ,,,0,1,4,0.41089936629344315
5009,5062,5062,53958,682,471,1,4.717168,8.967472,-5.0,-4.2,11.224,10.035,9.927999999999999,1.011,      ,,,0,1,4,0.5747594448744884
5010,5063,5063,53959,682,530,1,4.615775,8.746444,-0.1,1.3,11.517000000000001,10.101,9.974,1.204,      ,,,0,1,4,0.5672465494228631
5012,5065,5065,53961,682,544,1,4.711302,8.643431,1.7,-14.3,10.106,9.586,9.539,0.442,      ,21910.0,5.63,0,1,4,0.30749937654202214
5013,5066,5066,53962,682,560,1,4.634746,8.67272,9.7,14.1,11.414000000000001,10.806,10.751,0.517,      ,,,0,1,4,0.3873603756761548
5014,5067,5067,53963,682,584,1,4.714176,8.570182,-13.5,-10.5,10.53,10.133,10.097000000000001,0.337,      ,,,0,1,4,0.4623790814874169
5015,5068,5068,53964,682,601,1,4.638711,8.039534,1.4,-9.9,11.405999999999999,11.209000000000001,11.190999999999999,0.16699999999999998,      ,,,0,1,4,0.44128194843657315
5018,5071,5071,53967,682,648,1,4.696646,8.578145,11.5,-0.8,11.343,10.710999999999999,10.654000000000002,0.537,      ,,,0,1,4,0.3523852137893756
5021,5074,5074,53970,682,678,1,4.716954,8.817392,1.4,-14.5,11.878,10.616,10.502,1.073,      ,,,0,1,4,0.30861698048919106
5022,5075,5075,53971,682,699,1,4.663579,8.354842999999999,16.3,18.5,11.315999999999999,10.655999999999999,10.597000000000001,0.561,      ,,,0,1,4,0.2914201498008231
5023,5076,5076,53972,682,732,1,4.722343,8.141123,-0.5,-5.9,10.819,10.548,10.524000000000001,0.23,      ,,,0,1,4,0.5410670695524159
5024,5077,5077,53973,682,749,1,4.674186,7.989000999999999,13.7,-5.0,12.299000000000001,11.030999999999999,10.917,1.078,      ,,,0,1,4,0.2110529812046287
5025,5078,5078,53974,682,786,1,4.7020029999999995,8.647321,10.8,-1.2,11.710999999999999,11.187000000000001,11.14,0.445,      ,,,0,1,4,0.36667863266275497
5026,5079,5079,53975,682,793,1,4.657556,8.447732,-2.9,-0.3,10.697000000000001,10.737,10.741,-0.034,      ,,,0,1,4,0.5786704930258796
5027,5080,5080,53976,682,798,1,4.666092,9.004896,-15.8,3.1,10.853,9.804,9.71,0.892,      ,,,0,1,4,0.508387647144229
5028,5081,5081,53977,682,903,1,4.648783,7.657586999999999,3.7,-1.7,11.908,10.602,10.484000000000002,1.11,      ,,,0,1,4,0.5160892583398129
5029,5082,5082,53978,682,917,1,4.720838,8.034550999999999,10.0,14.5,11.165999999999999,9.63,9.492,1.306,      ,,,0,1,4,0.3799259573686337
5030,5083,5083,53979,682,968,1,4.627086,8.120044,-13.4,-22.0,9.43,9.174,9.151,0.218,29343,,,0,1,4,0.24850372220963268
5032,5085,5085,53981,682,1094,1,4.659975,8.489961,-11.3,0.3,11.511,10.12,9.995,1.182,      ,,,0,1,4,0.5443747211242376
5033,5086,5086,53982,682,1134,1,4.616728,8.542969,-1.5,-5.0,11.036,10.735,10.708,0.256,      ,,,0,1,4,0.5604014587291171
5034,5087,5087,53983,682,1142,1,4.6337410000000006,8.171636,3.2,-4.8,12.008,10.787,10.677,1.038,      ,,,0,1,4,0.5053790675731454
5036,5089,5089,53985,682,1170,1,4.702473,8.852946000000003,-3.1,-1.7,8.452,8.427,8.425,0.021,29808,21871.0,2.6,0,1,4,0.5702901514810267
5037,5090,5090,53986,682,1194,1,4.69509,7.827142999999999,5.2,14.2,10.355,9.129,9.019,1.042,      ,,,0,1,4,0.43090648961883543
5038,5091,5091,53987,682,1256,1,4.653992,7.739486,-4.1,-11.2,10.875,10.512,10.479000000000001,0.309,      ,,,0,1,4,0.46604910075775935
5040,5093,5093,53989,682,1293,1,4.700583999999999,8.515336999999999,-0.8,2.8,11.125,10.657,10.615,0.39799999999999996,      ,,,0,1,4,0.5627344291240021
5041,5094,5094,53990,682,1330,1,4.607226,8.672522,5.8,-14.9,11.6,10.84,10.772,0.6459999999999999,      ,,,0,1,4,0.16569592055339788
5042,5095,5095,53991,682,1359,1,4.637964,7.630530999999999,-7.4,-8.8,11.337,10.939,10.902999999999999,0.33799999999999997,      ,,,0,1,4,0.5083964224635109
5043,5096,5096,53992,682,1372,1,4.642303,7.771136999999999,7.8,2.3,11.872,11.4,11.357999999999999,0.401,      ,,,0,1,4,0.44854441058120353
5044,5097,5097,53993,682,1402,1,4.633737,8.260759,-2.7,-5.0,11.795,11.273,11.225999999999999,0.444,      ,,,0,1,4,0.5589993404688778
5045,5098,5098,53994,682,1414,1,4.697096,7.989356,1.8,-1.1,12.057,10.704,10.582,1.15,      ,,,0,1,4,0.5460418946508349
5048,5101,5101,53997,682,1504,1,4.6585230000000015,7.963488000000001,-6.8,4.5,11.757,10.843,10.761,0.777,      ,,,0,1,4,0.5511061108545837
5049,5102,5102,53998,682,1538,1,4.678457,8.070241000000001,4.1,-14.4,10.909,10.835,10.828,0.063,      ,,,0,1,4,0.23798377853519467
5051,5104,5104,54000,682,1578,1,4.658191,7.548234,-18.1,-20.5,10.216000000000001,8.949,8.835,1.077,      ,,,0,1,4,0.2846868808855132
5052,5105,5105,54001,682,1628,1,4.6220870000000005,7.508175,5.7,-1.6,11.344000000000001,9.693,9.544,1.403,      ,,,0,1,4,0.47929651254597944
5053,5106,5106,54002,682,1642,1,4.715356,7.569803,-4.4,-11.2,9.247,8.955,8.929,0.248,29897,21931.0,3.91,0,1,4,0.4604779218045704
5054,5107,5107,54003,682,1644,1,4.718668,7.694052,-6.8,-11.5,12.12,11.530999999999999,11.478,0.501,      ,,,0,1,4,0.4609067818520009
5056,5109,5109,54005,682,1695,1,4.648974,7.5633940000000015,2.9,-12.5,11.744000000000002,10.707,10.614,0.8809999999999999,      ,,,0,1,4,0.33388634347394025
5057,5110,5110,54006,682,1697,1,4.628316000000001,8.235217,-3.0,-6.1,10.88,10.487,10.452,0.33399999999999996,      ,,,0,1,4,0.5526280103285579
5058,5111,5111,54007,682,1709,1,4.6434,8.175177,-0.7,-7.2,7.596,7.6270000000000024,7.63,-0.026000000000000002,29441,21626.0,1.66,0,1,4,0.4969749108693351
5059,5112,5112,54008,682,1721,1,4.624864,8.380151,-8.8,-9.0,10.405,9.079,8.96,1.127,      ,,,0,1,4,0.5054527739375587
5060,5114,5114,54010,683,44,1,4.795175,9.364011,-10.0,-7.5,11.33,10.890999999999998,10.850999999999999,0.373,      ,,,0,1,4,0.5246104862183566
5064,5118,5118,54014,683,157,1,4.778862999999999,9.210347,-10.8,-15.3,10.584000000000001,9.326,9.213,1.069,      ,,,0,1,4,0.3936264691634511
5065,5119,5119,54015,683,175,1,4.789872,9.115492999999999,-4.2,-23.0,11.181,10.58,10.526,0.511,      ,,,0,1,4,0.12304667970765786
5066,5120,5120,54016,683,216,1,4.84973,9.326132000000001,2.3,-9.0,11.645999999999999,10.294,10.172,1.149,      ,,,0,1,4,0.4613747327988578
5067,5121,5121,54017,683,230,1,4.744649,9.364721000000001,-0.4,-14.5,11.780999999999999,10.44,10.319,1.14,      ,,,0,1,4,0.347877073728512
5068,5122,5122,54018,683,310,1,4.733505999999998,8.623774000000001,4.7,-1.0,10.993,10.7,10.674000000000001,0.249,      ,,,0,1,4,0.5112582365265368
5069,5123,5123,54019,683,314,1,4.7399569999999995,8.480122999999999,8.9,-4.3,10.394,10.181000000000001,10.162,0.18100000000000002,      ,,,0,1,4,0.3816073888442945
5070,5124,5124,54020,683,337,1,4.7336839999999984,8.754403,-0.9,-18.5,11.09,9.902999999999999,9.796,1.0090000000000001,      ,,,0,1,4,0.2112397892395732
5071,5125,5125,54021,683,414,1,4.7321290000000005,8.754471,8.2,-0.9,12.408,10.850999999999999,10.710999999999999,1.3230000000000002,      ,,,0,1,4,0.4363827999909231
5072,5126,5126,54022,683,421,1,4.735907,8.188558,-4.9,-6.5,11.762,11.254000000000001,11.208,0.4320000000000001,      ,,,0,1,4,0.5456922003253324
5073,5127,5127,54023,683,460,1,4.73185,7.5345869999999975,8.7,-5.8,11.207,10.796,10.759,0.349,      ,,,0,1,4,0.35357816976409795
5074,5128,5128,54024,683,486,1,4.73551,7.737592999999999,4.2,-5.7,10.079,9.871,9.852,0.177,      ,,,0,1,4,0.4715167546938834
5075,5129,5129,54025,683,496,1,4.726369999999998,8.2744,7.0,-3.8,10.798,10.474,10.445,0.275,      ,21987.0,4.5,0,1,4,0.4389437772593173
5079,5133,5133,54029,683,562,1,4.84971,8.426803,-7.6,-1.1,11.652000000000001,11.207,11.167,0.37799999999999995,      ,,,0,1,4,0.566453018344588
5081,5135,5135,54031,683,582,1,4.7779440000000015,8.570174,-4.0,-7.0,10.288,10.015,9.99,0.23199999999999998,      ,,,0,1,4,0.5465843301052087
5082,5136,5136,54032,683,583,1,4.850698,7.697953,7.0,8.3,10.495,8.502,8.323,1.694,      ,,,0,1,4,0.444249691543285
5084,5138,5138,54034,683,593,1,4.7570260000000015,7.591144,15.0,101.7,9.306000000000001,8.718,8.665,0.5,30153,,,0,1,4,0.13866638896216882
5085,5139,5139,54035,683,594,1,4.785035,8.227896000000001,4.2,-8.7,11.464,10.735,10.669,0.62,      ,,,0,1,4,0.418556978931009
5087,5141,5141,54037,683,606,1,4.8343370000000006,8.407844,-4.9,-4.5,6.768,6.84,6.846,-0.061,30677,22461.0,1.97,0,1,4,0.5298737173863504
5089,5143,5143,54039,683,618,1,4.810244,9.033044,5.7,4.9,11.51,10.082,9.953,1.214,      ,,,0,1,4,0.4897825057748482
5091,5145,5145,54041,683,633,1,4.777519,7.7242729999999975,-0.5,-4.5,11.63,11.31,11.280999999999999,0.272,      ,,,0,1,4,0.5470083150488279
5092,5146,5146,54042,683,635,1,4.846419,7.705642,0.2,-2.8,11.413,10.284,10.182,0.96,      ,,,0,1,4,0.5561262011534688
5093,5147,5147,54043,683,640,1,4.809374,8.593307000000001,-5.3,-8.4,10.255,9.767999999999999,9.724,0.414,      ,,,0,1,4,0.527320579339657
5094,5148,5148,54044,683,654,1,4.792441999999999,8.829334,-7.5,-10.1,11.520999999999999,10.437000000000001,10.339,0.9209999999999999,      ,,,0,1,4,0.4986076632749401
5095,5149,5149,54045,683,655,1,4.748508,7.634647,4.9,7.6,11.690999999999999,10.713,10.625,0.831,      ,,,0,1,4,0.4778025886756249
5096,5150,5150,54046,683,657,1,4.832319,7.5159759999999975,3.1,-1.4,12.127,10.253,10.084,1.5930000000000002,      ,,,0,1,4,0.5239409549700147
5098,5152,5152,54048,683,667,1,4.847471,7.710228999999999,2.0,-3.0,10.472000000000001,9.411,9.316,0.902,      ,,,0,1,4,0.5347764343546879
5099,5153,5153,54049,683,669,1,4.847384,7.693522,23.3,18.4,9.135,8.649,8.605,0.413,30770,,,0,1,4,0.20300052899890916
5102,5157,5157,54053,683,780,1,4.834761,8.520603999999999,0.6,-10.9,10.443,8.451,8.272,1.693,      ,,,0,1,4,0.42724791665477574
5103,5158,5158,54054,683,789,1,4.798057,7.746074,7.0,-3.3,10.901,9.561,9.44,1.139,      ,,,0,1,4,0.4393090484029458
5104,5159,5159,54055,683,798,1,4.77155,8.534880000000001,-1.3,-12.8,11.299000000000001,10.689,10.634,0.519,      ,,,0,1,4,0.4092361215836635
5105,5160,5160,54056,683,801,1,4.769407,7.596783999999999,3.4,-0.5,11.885,10.395999999999999,10.262,1.266,      ,,,0,1,4,0.5235185660638306
5106,5161,5161,54057,683,827,1,4.748113,8.382463000000001,-1.7,-6.9,11.729000000000001,11.183,11.134,0.46399999999999997,      ,,,0,1,4,0.5358698694131575
5107,5162,5162,54058,683,837,1,4.752992,8.523543,-5.0,-2.6,10.918,9.791,9.69,0.958,      ,,,0,1,4,0.5776989504800334
5108,5163,5163,54059,683,845,1,4.781631,8.217872,2.9,-12.9,11.722999999999999,10.672,10.577,0.893,      ,,,0,1,4,0.3259108331562809
5110,5165,5165,54061,683,852,1,4.770367,8.446361999999999,11.2,-9.7,11.604000000000001,10.492,10.392000000000001,0.945,      ,,,0,1,4,0.16693191665128396
5111,5166,5166,54062,683,897,1,4.843187,8.349291000000001,-4.5,-17.3,10.919,10.357000000000001,10.306,0.478,      ,,,0,1,4,0.3094895950880979
5112,5167,5167,54063,683,903,1,4.790181,8.971461999999997,-12.3,-18.4,11.825,11.046,10.975999999999999,0.662,      ,,,0,1,4,0.32652975082743263
5116,5171,5171,54067,683,946,1,4.762318,8.764555999999999,-2.0,-7.5,11.630999999999998,10.195,10.066,1.2209999999999999,      ,,,0,1,4,0.5350463290788403
5119,5174,5174,54070,683,1000,1,4.785457,8.210233,-10.5,-4.4,11.165,10.64,10.593,0.446,      ,,,0,1,4,0.5387362335257606
5123,5178,5178,54074,683,1041,1,4.829706,8.105866,-0.1,-5.2,11.662,10.919,10.852,0.632,      ,,,0,1,4,0.5436282421532763
5124,5179,5179,54075,683,1049,1,4.844626,8.188709,-8.2,-1.9,11.649000000000001,10.674000000000001,10.585999999999999,0.8290000000000001,      ,,,0,1,4,0.5622505614866549
5127,5182,5182,54078,683,1070,1,4.76092,8.029997,-8.6,-3.3,11.431,10.728,10.665,0.598,      ,,,0,1,4,0.555015679654343
5128,5183,5183,54079,683,1071,1,4.755809999999999,7.983239,-2.7,-5.6,10.984000000000002,9.27,9.116,1.4569999999999999,      ,,,0,1,4,0.5519414196657789
5129,5184,5184,54080,683,1075,1,4.770048,8.692687,-4.7,-5.4,12.372,10.761,10.616,1.369,      ,,,0,1,4,0.5608936976098291
5130,5185,5185,54081,683,1100,1,4.797382,7.916232000000001,0.3,-13.5,11.717,11.106,11.050999999999998,0.519,      ,,,0,1,4,0.35740580243203546
5131,5186,5186,54082,683,1107,1,4.8138830000000015,8.488878,-1.3,3.0,11.815999999999999,10.288,10.15,1.2990000000000002,      ,,,0,1,4,0.5631291234935363
5133,5188,5188,54084,683,1149,1,4.820496,8.350067,1.3,9.4,12.056,10.709000000000001,10.588,1.145,      ,,,0,1,4,0.5010415018674693
5134,5189,5189,54085,683,1163,1,4.744642,8.117073,-27.0,-13.9,10.277000000000001,9.64,9.583,0.541,      ,,,0,1,4,0.340092517026775
5135,5190,5190,54086,683,1185,1,4.798173,8.438382,-9.2,-19.6,9.891,9.613999999999999,9.589,0.235,      ,,,0,1,4,0.28438187656266056
5136,5191,5191,54087,683,1190,1,4.848333,7.857807000000001,-3.7,-7.9,10.564,9.199,9.076,1.16,      ,,,0,1,4,0.5248264125182635
5137,5192,5192,54088,683,1204,1,4.833165,7.945925,0.3,-12.4,10.673,10.242,10.203,0.366,      ,,,0,1,4,0.39347117657763053
5138,5193,5193,54089,683,1206,1,4.822826999999998,8.986378,-4.0,-3.7,10.82,10.345999999999998,10.302999999999999,0.40299999999999997,      ,,,0,1,4,0.5794119195306832
5139,5194,5194,54090,683,1211,1,4.811401,7.83997,-9.4,22.1,9.076,7.263,7.1,1.541,30507,22346.0,3.89,0,1,4,0.41755965820695473
5142,5197,5197,54093,684,68,1,4.914126,9.295160000000001,-0.4,6.3,12.277999999999999,10.933,10.812000000000001,1.143,287249,,,0,1,4,0.5397561651380541
5144,5199,5199,54095,684,83,1,4.960905,9.086225,-0.8,-15.6,10.998,10.627,10.594000000000001,0.315,      ,,,0,1,4,0.31621889329653113
5145,5200,5200,54096,684,167,1,4.866736,9.182256,-11.7,-20.9,11.94,10.565999999999999,10.442,1.168,      ,,,0,1,4,0.2691193096648857
5146,5201,5201,54097,684,173,1,4.941643,9.187346,-0.4,-12.0,11.87,10.44,10.311,1.216,      ,,,0,1,4,0.4247753224374237
5147,5202,5202,54098,684,176,1,4.944249,9.166249,-4.1,-0.5,10.482000000000001,10.317,10.302,0.14,      ,,,0,1,4,0.5854191159379122
5148,5203,5203,54099,684,216,1,4.872493,9.338118,2.8,11.4,8.842,7.669,7.563,0.997,30960,,,0,1,4,0.47039592630433025
5149,5204,5204,54100,684,224,1,4.947833999999999,9.265692,0.5,-6.9,10.974,10.398,10.345999999999998,0.49,287340,,,0,1,4,0.5294664372270371
5150,5205,5205,54101,684,344,1,4.965914,9.159677,-5.6,0.3,12.023,10.144,9.975,1.597,      ,,,0,1,4,0.5790971800971044
5151,5206,5206,54102,684,368,1,4.966685,9.347096,5.7,-0.9,11.715,11.373,11.342,0.29100000000000004,287337,,,0,1,4,0.49502991134999
5152,5207,5207,54103,684,381,1,4.9358629999999994,9.136886,5.8,-2.7,9.311,9.292,9.29,0.016,31422,,,0,1,4,0.48014829758080724
5153,5208,5208,54104,684,418,1,4.973147,8.306985000000001,0.1,-6.9,12.085,10.714,10.591,1.165,      ,,,0,1,4,0.5217093097830982
5154,5209,5209,54105,684,424,1,4.969837,8.621801,-1.8,-10.0,10.933,9.71,9.6,1.04,      ,,,0,1,4,0.4864946055013052
5155,5210,5210,54106,684,427,1,4.931694,8.404957000000001,6.0,22.4,11.591,11.069,11.022,0.444,      ,,,0,1,4,0.3728172298146284
5156,5211,5211,54107,684,428,1,4.878335,8.364696,6.7,-7.8,10.300999999999998,8.65,8.501,1.403,31002,22685.0,,0,1,4,0.3698772082312833
5158,5213,5213,54109,684,438,1,4.961678,8.913815,2.8,-6.1,11.213,11.228,11.229000000000001,-0.013000000000000001,      ,,,0,1,4,0.5014998317142058
5160,5215,5215,54111,684,458,1,4.86608,8.854712,3.0,-3.3,11.546,9.952,9.809,1.355,      ,,,0,1,4,0.5304223151866311
5161,5216,5216,54112,684,477,1,4.874698,8.137877,4.7,-13.5,12.056,10.870999999999999,10.764000000000001,1.0070000000000001,      ,,,0,1,4,0.2542034053731348
5162,5217,5217,54113,684,487,1,4.864219,8.50925,-0.3,7.3,11.672,10.503,10.398,0.9940000000000001,      ,22609.0,3.73,0,1,4,0.5289887944238232
5163,5218,5218,54114,684,496,1,4.9069139999999996,8.935274,1.6,5.0,12.652999999999999,10.799000000000001,10.632,1.5759999999999998,      ,,,0,1,4,0.5330208873857439
5164,5219,5219,54115,684,501,1,4.898747,8.463764,6.9,-1.6,11.194,10.677999999999999,10.632,0.439,      ,,,0,1,4,0.4629879831713406
5165,5220,5220,54116,684,502,1,4.943005,9.017661,-0.7,-3.5,11.323,9.86,9.728,1.244,      ,,,0,1,4,0.5714121140665562
5167,5222,5222,54118,684,553,1,4.85516,7.7752940000000015,10.8,4.1,11.665999999999999,10.43,10.319,1.051,      ,,,0,1,4,0.3917897730290132
5169,5224,5224,54120,684,559,1,4.8629690000000005,8.835238,11.6,-5.4,10.722999999999999,10.23,10.186,0.419,      ,,,0,1,4,0.27754213405304473
5170,5225,5225,54121,684,570,1,4.911414,7.8128350000000015,-6.3,1.4,10.427999999999999,10.427,10.427,0.001,      ,,,0,1,4,0.5659449181362697
5172,5227,5227,54123,684,575,1,4.8860589999999995,8.620106,3.8,-1.4,11.44,10.227,10.118,1.031,      ,,,0,1,4,0.5259075843077032
5173,5228,5228,54124,684,605,1,4.935815,7.9631110000000005,-3.1,-5.5,11.327,11.139000000000001,11.122,0.16,      ,,,0,1,4,0.5539399478430579
5174,5229,5229,54125,684,610,1,4.86811,7.961562,-2.6,-3.6,11.815999999999999,11.127,11.065,0.586,      ,,,0,1,4,0.5665020802140878
5175,5230,5230,54126,684,614,1,4.908997,8.394630000000001,6.1,2.6,11.747,11.095999999999998,11.037,0.5529999999999999,      ,,,0,1,4,0.4853230112716454
5176,5231,5231,54127,684,618,1,4.882537,8.318335000000001,2.1,-0.7,11.418,10.644,10.574000000000002,0.6579999999999999,      ,,,0,1,4,0.5478489284474988
5178,5233,5233,54129,684,627,1,4.977192,7.946747999999999,1.9,-3.6,11.954,10.52,10.390999999999998,1.219,      ,,,0,1,4,0.5345995062382696
5179,5234,5234,54130,684,636,1,4.8884360000000004,7.790642,-4.3,-1.5,10.144,10.087,10.082,0.048,      ,,,0,1,4,0.5739339752721129
5180,5235,5235,54131,684,649,1,4.952991,8.374014,-0.4,-11.2,11.235,9.783,9.652000000000001,1.234,      ,,,0,1,4,0.44044405828062483
5181,5236,5236,54132,684,671,1,4.906889,8.221944,-19.6,-17.5,11.989,11.157,11.082,0.7070000000000001,      ,,,0,1,4,0.33139362015877605
5182,5237,5237,54133,684,672,1,4.872523,8.517093,-4.0,-6.7,12.009,10.255,10.097000000000001,1.4909999999999999,      ,,,0,1,4,0.5480351489425018
5183,5238,5238,54134,684,674,1,4.9450980000000015,8.381644,-5.2,-0.6,11.538,9.61,9.436,1.639,      ,,,0,1,4,0.5760811176939883
5184,5239,5239,54135,684,721,1,4.886328,8.904147,-22.1,1.7,10.904000000000002,10.319,10.265999999999998,0.4970000000000001,      ,,,0,1,4,0.4579975237475412
5185,5240,5240,54136,684,723,1,4.960503,8.152485,-2.1,-1.4,12.055,11.074000000000002,10.985999999999999,0.8340000000000001,      ,,,0,1,4,0.5733112188076422
5186,5241,5241,54137,684,727,1,4.87184,8.275149,-2.3,-15.6,10.623,10.132,10.088,0.41700000000000004,      ,,,0,1,4,0.33509794897319384
5188,5243,5243,54139,684,735,1,4.902953,7.949056,-14.3,-13.9,10.936,10.191,10.124,0.633,      ,,,0,1,4,0.40563278160350363
5189,5244,5244,54140,684,738,1,4.95899,8.406842999999999,-3.6,-18.8,11.395999999999999,10.59,10.517000000000001,0.685,      ,,,0,1,4,0.2496271974410537
5190,5245,5245,54141,684,744,1,4.855803,7.885707000000001,2.7,-7.6,11.394,9.773,9.627,1.3780000000000001,      ,,,0,1,4,0.4696363646595649
5191,5246,5246,54142,684,775,1,4.977931,8.335291999999999,-9.8,-14.1,10.589,10.144,10.104,0.37799999999999995,      ,,,0,1,4,0.4160322362025545
5192,5247,5247,54143,684,785,1,4.900925,8.028861000000001,-19.9,-7.2,11.285,10.767000000000001,10.72,0.44,      ,,,0,1,4,0.4429993235562269
