recno;TYCID1;TYCID2;TYCID3;RA_J2000_24;DE_J2000;pmRA;pmDE;BT;VT;V;B-V;HD;HIP;Plx;is_hyades;cluster;silhouette
101842;1227;684;1;2.921279;19.250398;31.1;-30.8;11.158;10.486;10.426;0.571;      ;;;0;3;0.4121132465
101843;1227;755;1;3.0009;18.066394;1.9;3;11.539;10.602;10.518;0.796;      ;;;0;3;0.2316804772
101845;1227;777;1;2.934914;18.886772;107.5;17.3;10.441;9.88;9.83;0.477;      ;;;0;3;0.3969958557
101848;1227;801;1;2.969633;18.27553;-12.5;-10.3;11.793;11.255;11.207;0.457;      ;;;0;3;0.3713437528
101850;1227;820;1;2.990612;18.871981;-0.7;-11.1;11.467;10.573;10.493;0.76;      ;;;0;3;0.2926009635
101852;1227;836;1;3.014106;18.223313;-2.4;2;11.027;10.496;10.448;0.451;      ;;;0;3;0.3789246041
101853;1227;883;1;2.930405;19.153471;-1.9;13.9;9.441;9.066;9.032;0.319;18190;;;0;3;0.3815227434
101854;1227;891;1;2.985212;18.873945;11.6;21.6;11.67;10.861;10.788;0.688;      ;;;0;3;0.3600821177
101855;1227;902;1;2.997742;17.746757;-9;-3.5;11.445;10.937;10.891;0.432;      ;;;0;3;0.3418911094
101857;1227;917;1;2.948338;19.005527;21.1;-12.2;11.571;10.971;10.917;0.51;      ;;;0;3;0.4082714039
101867;1227;1106;1;2.997587;18.620099;-84.2;-137;10.851;10;9.923;0.723;      ;;;0;3;0.3258956499
101870;1227;1200;1;2.982605;18.178541;-10.7;-5.2;9.985;9.462;9.415;0.445;      ;;;0;3;0.3675528306
101871;1227;1205;1;3.020149;18.520401;-9.5;-5.6;10.889;10.519;10.486;0.315;      ;;;0;3;0.3705192158
101872;1227;1232;1;3.004252;18.907877;-4.3;-1.1;11.132;10.637;10.592;0.421;      ;;;0;3;0.409521383
101873;1227;1238;1;2.935608;18.487155;-12.6;-14.6;11.407;10.977;10.938;0.366;      ;;;0;3;0.3607970903
101876;1227;1316;1;2.91852;19.051548;-4.8;-9.2;11.029;10.417;10.362;0.52;      ;;;0;3;0.4026703276
101879;1227;1338;1;3.003506;18.005194;27.3;-7.9;11.527;10.875;10.816;0.554;      ;;;0;3;0.3669569082
101880;1227;1359;1;2.979449;17.513113;-1.6;-18.8;10.429;9.696;9.63;0.623;      ;;;0;3;0.3218199537
101884;1228;126;1;3.159967;19.031726;0.1;3.4;10.152;9.113;9.019;0.883;      ;14675;;0;3;0.1680703317
101885;1228;148;1;3.153025;19.624319;-5.8;-13.8;10.33;9.939;9.904;0.332;      ;;;0;3;0.4549723065
101886;1228;154;1;3.154111;19.621501;4.7;-6.2;11.701;10.642;10.547;0.9;      ;;;0;3;0.1583065079
101887;1228;162;1;3.134668;19.675481;-10.2;-11.9;11.599;11.171;11.132;0.364;      ;;;0;3;0.4617781001
101888;1228;163;1;3.176737;19.181814;-2.7;-5.7;11.805;11.408;11.372;0.337;      ;;;0;3;0.4433122894
101891;1228;200;1;3.14146;19.367325;-3.6;-24.6;10.885;10.36;10.313;0.446;      ;;;0;3;0.468071791
101892;1228;218;1;3.160383;19.714662;4.7;-13.6;11.909;10.825;10.727;0.921;      ;;;0;3;0.1278690552
101893;1228;244;1;3.118976;19.566627;-5.2;-13;10.809;10.211;10.157;0.508;      ;;;0;3;0.4770101995
101894;1228;292;1;3.135665;19.759432;-9;-33.1;10.923;10.298;10.242;0.531;      ;;;0;3;0.489221818
101895;1228;343;1;3.169419;19.241115;37;-23.4;10.032;9.532;9.487;0.425;      ;;;0;3;0.4656575964
101896;1228;359;1;3.132136;19.172278;-5.1;0.2;10.106;9.797;9.769;0.263;      ;;;0;3;0.4099130263
101897;1228;368;1;3.168068;17.535137;112.6;-77;10.63;9.856;9.786;0.658;      ;;;0;3;0.3628778432
101898;1228;389;1;3.182964;18.843508;5.6;8.8;11.617;10.525;10.427;0.928;      ;;;0;3;0.0890245373
101899;1228;435;1;3.138548;19.466078;6.1;-27.9;10.622;9.902;9.837;0.612;      ;;;0;3;0.4645766532
101900;1228;449;1;3.142848;19.207339;60.3;16.3;11.513;10.721;10.65;0.673;      ;;;0;3;0.4183450057
101906;1228;584;1;3.129186;18.721712;22.7;-21.4;10.826;10.203;10.147;0.53;      ;;;0;3;0.441409933
101907;1228;674;1;3.133825;18.296566;-149.3;47.5;10.125;9.085;8.991;0.884;      ;;;0;3;0.1375977331
101908;1228;695;1;3.156511;18.460699;47.5;-7.7;12.064;11.178;11.098;0.753;      ;;;0;3;0.3270801853
101911;1228;706;1;3.146802;18.015696;-0.6;-7.9;10.918;10.447;10.405;0.4;      ;;;0;3;0.389441149
101915;1228;895;1;3.131024;18.09817;-8.4;-10.9;10.899;10.741;10.727;0.134;      ;;;0;3;0.3107949386
101916;1228;913;1;3.123754;17.909326;-5.2;-27.4;10.888;10.313;10.261;0.489;      ;;;0;3;0.3892094126
101921;1228;1042;1;3.110726;19.559706;-6;-16;10.856;10.438;10.4;0.355;      ;;;0;3;0.4496560737
101923;1228;1059;1;3.10533;19.380876;30.1;-24;11.046;10.341;10.278;0.599;      ;;;0;3;0.4627638983
101924;1228;1069;1;3.039743;19.92557;-5.6;-12.1;11.2;10.56;10.502;0.544;      ;;;0;3;0.4710350045
101925;1228;1074;1;3.047836;19.305077;57.2;-16.6;11.59;10.702;10.622;0.755;      ;;;0;3;0.3209317921
101928;1228;1160;1;3.101951;19.196876;1.3;-2.2;11.935;11.258;11.197;0.575;      ;;;0;3;0.4572645987
101930;1228;1264;1;3.108232;17.608415;-2.1;-0.3;9.669;9.179;9.135;0.417;      ;;;0;3;0.3559538658
101933;1228;1301;1;3.074105;19.702778;2.7;-3.1;11.806;11.125;11.064;0.579;      ;;;0;3;0.4697270055
101934;1228;1313;1;3.078407;17.902475;142.7;95.2;10.517;9.784;9.718;0.623;      ;;;0;3;0.3738773911
101938;1228;1401;1;3.051961;17.526027;6.1;3.4;11.509;10.983;10.936;0.447;      ;;;0;3;0.3410532969
101939;1228;1415;1;3.121984;19.820379;-2.6;-13;11.357;10.669;10.607;0.585;      ;;;0;3;0.4800136216
101940;1228;1448;1;3.107736;18.966606;-0.5;-30.6;10.985;10.056;9.972;0.79;      ;;;0;3;0.2866580703
101941;1228;1458;1;3.08423;17.972698;-10.2;-9.3;10.837;10.277;10.227;0.476;      ;;;0;3;0.3829548022
101942;1228;1481;1;3.109597;18.635053;-2.5;-3;12.173;11.085;10.987;0.925;      ;;;0;3;0.0778476511
101943;1228;1485;1;3.06123;19.822379;0.7;-8;11.877;10.778;10.679;0.934;      ;;;0;3;0.0968052843
101944;1228;1518;1;3.068835;19.406045;-25;9.3;10.187;9.583;9.529;0.513;      ;;;0;3;0.4581530538
101946;1228;1539;1;3.107606;19.293041;-9;-12.3;11.576;10.998;10.946;0.491;      ;;;0;3;0.4617995442
101948;1228;1596;1;3.132567;18.43152;-7.6;-3.6;10.401;9.995;9.958;0.345;      ;;;0;3;0.3985023387
