,recno,TYCID1,TYCID2,TYCID3,RA_J2000_24,DE_J2000,pmRA,pmDE,BT,VT,V,B-V,HD,HIP,Plx,is_hyades
6979,55875,709,737,1,5.583264,12.723269,1.5,-7.8,11.394,11.195,11.177,0.16899999999999998,      ,,,0
6980,55876,709,757,1,5.575634,11.69271,3.0,-6.6,11.682,9.9,9.74,1.515,      ,,,0
6981,55877,709,760,1,5.565264,11.676105999999999,6.3,4.0,11.597000000000001,11.194,11.158,0.34299999999999997,      ,,,0
6982,55878,709,773,1,5.528061,11.547983,-3.5,-11.8,11.657,11.072000000000001,11.019,0.49700000000000005,      ,,,0
6983,55879,709,777,1,5.537439,11.852153999999999,2.3,-19.3,9.955,9.519,9.48,0.371,244629,,,0
6984,55880,709,784,1,5.597791,12.014119,12.2,-6.6,10.925,10.373,10.323,0.469,      ,,,0
6985,55881,709,829,1,5.529225,11.5723,5.6,-1.1,11.401,10.704,10.640999999999998,0.5920000000000001,      ,,,0
6986,55882,709,838,1,5.598153,11.567947,5.2,-11.4,11.424000000000001,9.731,9.579,1.439,      ,,,0
6987,55883,709,872,1,5.5423290000000005,11.8836,-2.5,-25.0,11.665999999999999,11.290999999999999,11.257,0.319,      ,,,0
6988,55884,709,876,1,5.609063,11.810450999999999,3.1,-8.2,11.059000000000001,10.583,10.54,0.405,      ,,,0
6989,55885,709,882,1,5.585272,11.504086000000001,35.4,-88.0,10.201,9.562000000000001,9.504,0.5429999999999999,245167,,,0
6990,55886,709,884,1,5.610721,11.526871,-1.4,-11.8,11.299000000000001,10.777000000000001,10.73,0.444,      ,,,0
6991,55887,709,902,1,5.565612000000001,11.50318,-1.3,-8.8,11.507,10.974,10.925999999999998,0.45299999999999996,      ,,,0
6992,55888,709,925,1,5.605954,12.009484,3.8,-2.4,12.034,9.851,9.655,1.8559999999999999,245367,,,0
6993,55889,709,935,1,5.616593,11.743049000000001,9.1,-32.5,11.251,10.684000000000001,10.633,0.48200000000000004,      ,,,0
6994,55890,709,938,1,5.535368,11.874544,-2.6,-3.4,11.089,10.741,10.71,0.29600000000000004,      ,,,0
6995,55891,709,946,1,5.605772,11.713749,3.2,-15.2,11.227,10.237,10.148,0.8420000000000001,      ,,,0
6996,55892,709,978,1,5.596716000000001,11.792318,-0.3,-9.3,11.442,10.172,10.058,1.08,      ,,,0
6997,55893,709,979,1,5.524431,12.359378999999999,-9.5,-25.7,11.505999999999998,11.0,10.954,0.43,      ,,,0
6998,55894,709,982,1,5.549513,11.673014,8.3,-8.2,10.2,9.427999999999999,9.359,0.6559999999999999,244764,,,0
6999,55895,709,993,1,5.601797,11.755554,-1.6,2.3,11.57,10.600999999999999,10.514000000000001,0.8240000000000001,      ,,,0
7000,55896,709,1012,1,5.56956,12.462104,1.2,-8.9,11.084000000000001,9.892999999999999,9.786,1.012,244943,,,0
7001,55897,709,1019,1,5.565633,12.201696,-3.0,0.1,11.203,11.113,11.105,0.076,      ,,,0
7002,55898,709,1034,1,5.594608999999999,11.772067,-0.7,-12.7,10.068,9.558,9.512,0.434,245251,,,0
7003,55899,709,1046,1,5.538736,11.846331,8.2,-17.5,10.677,10.12,10.07,0.473,244654,,,0
7004,55900,709,1051,1,5.5533779999999995,11.427817,20.3,9.9,11.872,10.288,10.145,1.3459999999999999,      ,,,0
7005,55901,709,1149,1,5.51401,12.357785,-25.8,-6.9,9.136000000000001,8.771,8.738,0.31,36232,,,0
7006,55902,709,1150,1,5.489479,11.847101,-3.2,-1.9,11.604000000000001,10.935,10.875,0.569,      ,,,0
7007,55903,709,1209,1,5.503629,12.044453,-7.3,-13.3,12.298,10.550999999999998,10.394,1.485,      ,,,0
7008,55904,709,1217,1,5.505285,11.338889,2.6,-1.7,10.373,10.216000000000001,10.202,0.133,      ,,,0
7009,55905,709,1295,1,5.510011,11.370968,10.4,-15.3,11.36,10.645999999999999,10.582,0.607,      ,,,0
7010,55906,709,1310,1,5.510104,12.405305,-15.1,-18.0,11.24,10.88,10.847999999999999,0.306,      ,,,0
7011,55907,709,1369,1,5.49616,11.651335000000001,0.6,-2.3,11.502,11.165,11.135,0.28600000000000003,      ,,,0
7012,55908,709,1441,1,5.51136,12.032817999999999,-4.0,-2.0,10.834000000000001,10.594000000000001,10.572000000000001,0.204,      ,,,0
7013,55909,709,1481,1,5.491032,11.358444,5.6,-18.0,11.515,10.933,10.880999999999998,0.495,      ,,,0
7014,55910,709,1505,1,5.502992,11.729694,8.5,11.4,10.687000000000001,10.071,10.016,0.524,244294,,,0
7015,55911,709,1536,1,5.517103,12.096763000000001,-0.8,-2.3,7.457000000000001,7.572,7.582000000000001,-0.098,36262,25844.0,4.06,0
7016,55912,709,1571,1,5.499576,11.425422,5.1,-11.1,11.595,10.472000000000001,10.370999999999999,0.955,      ,,,0
7017,55913,709,1626,1,5.503618,11.791944,0.7,-8.0,11.626,10.302,10.183,1.125,      ,,,0
7018,55914,709,1738,1,5.512883,11.544352,29.7,-69.2,11.847999999999999,10.982000000000001,10.904000000000002,0.736,      ,,,0
7019,55915,709,1775,1,5.5111669999999995,11.6303,12.8,0.7,10.745999999999999,10.661,10.652999999999999,0.07200000000000001,      ,,,0
7020,55916,709,1849,1,5.498854,12.832755,-6.1,-10.5,11.077,10.73,10.699000000000002,0.295,      ,,,0
7021,55917,709,1895,1,5.509115,12.167722999999999,-8.4,4.6,11.994000000000002,10.649000000000001,10.527999999999999,1.143,      ,,,0
7022,55918,709,1922,1,5.512080999999999,11.895964999999999,17.6,-15.7,10.214,8.934,8.818999999999999,1.088,244381,,,0
7023,55919,709,1941,1,5.513166,12.854266,30.7,-31.8,11.261,10.542,10.477,0.611,      ,,,0
7024,55920,709,1948,1,5.501915,11.358444,4.9,-26.0,10.907,10.422,10.378,0.41200000000000003,      ,,,0
7025,55921,709,2003,1,5.502905,11.279115,6.1,-1.3,12.462,10.742,10.587,1.462,      ,,,0
7026,55922,709,2061,1,5.50408,11.419635000000001,-7.3,-16.3,11.26,10.577,10.515999999999998,0.581,      ,,,0
7027,55923,710,47,1,5.151134,13.682259,18.3,-6.3,11.74,11.162,11.11,0.491,      ,,,0
7028,55924,710,58,1,5.143815,14.702465,-5.6,-54.8,11.241,10.374,10.296,0.737,      ,,,0
7029,55925,710,114,1,5.125221,14.233925,-9.8,-6.9,11.814,10.897,10.814,0.779,      ,,,0
7030,55926,710,128,1,5.135086,14.532862,0.1,-4.5,9.175,8.008,7.903,0.992,33053,23898.0,3.53,0
7031,55927,710,139,1,5.143676999999999,13.528151000000001,0.2,-6.3,11.682,11.421,11.398,0.222,      ,,,0
7032,55928,710,161,1,5.1513290000000005,13.504598999999999,1.3,-6.3,11.552999999999999,10.341,10.232000000000001,1.03,      ,,,0
7033,55929,710,225,1,5.114822,13.406435,-3.1,-9.7,11.572000000000001,10.216000000000001,10.094,1.153,      ,,,0
7034,55930,710,269,1,5.126717,13.407874,-1.8,-20.7,12.017999999999999,11.285,11.219000000000001,0.623,      ,,,0
7035,55931,710,343,1,5.107524,13.301120999999998,5.1,-6.9,11.21,9.7,9.564,1.284,240697,,,0
7036,55932,710,355,1,5.141987,13.978454000000001,-3.3,-6.7,10.2,8.872,8.752,1.129,33092,,,0
7037,55933,710,388,1,5.115754,14.503499,22.9,-14.2,9.458,8.173,8.057,1.092,32895,,,0
7038,55934,710,391,1,5.107645,13.600422,4.7,-17.8,11.405,10.67,10.604000000000001,0.625,      ,,,0
7039,55935,710,473,1,5.1179190000000006,13.858823999999998,3.5,-6.0,9.895,9.408999999999999,9.365,0.413,32907,,,0
7040,55936,710,479,1,5.141774,13.441444,2.3,-12.7,11.799000000000001,10.209,10.066,1.3519999999999999,      ,,,0
7041,55937,710,510,1,5.127553,14.220046,-4.0,-9.8,9.373,8.851,8.804,0.444,32979,,,0
7042,55938,710,529,1,5.114267,13.133153,14.7,-9.7,11.328,10.526,10.454,0.682,      ,,,0
7043,55939,710,533,1,5.106596,13.147753,-8.7,-1.4,10.872,10.547,10.517999999999999,0.276,      ,,,0
7044,55940,710,541,1,5.13591,13.232144,2.4,-2.3,11.567,9.861,9.707,1.45,      ,,,0
7045,55941,710,545,1,5.113788,13.642757999999999,20.7,0.2,9.658,8.4,8.287,1.069,32865,,,0
7046,55942,710,596,1,5.132886,14.249969,1.0,-20.8,11.453,9.31,9.117,1.8219999999999998,240907,,,0
7047,55943,710,601,1,5.144234,13.966369,14.2,-28.5,9.616,8.937999999999999,8.877,0.5760000000000001,33108,23938.0,10.06,0
7048,55944,710,609,1,5.137482,13.379609,64.6,-31.8,11.902999999999999,10.773,10.671,0.961,      ,,,0
7049,55945,710,662,1,5.1119639999999995,14.084778,-23.2,-121.4,7.979,7.3839999999999995,7.33,0.506,32851,23789.0,16.9,0
7050,55946,710,671,1,5.147295,13.94573,3.2,-11.3,9.998,9.824,9.808,0.14800000000000002,33139,,,0
7051,55947,710,736,1,5.128842,14.359561,-17.2,-25.7,8.416,8.21,8.191,0.175,32992,,,0
7052,55948,710,846,1,5.15259,13.965198000000001,-28.3,-4.2,10.620999999999999,10.097000000000001,10.05,0.445,241068,23974.0,2.63,0
7053,55949,710,852,1,5.108214,13.701542000000002,5.1,-2.5,11.550999999999998,10.047,9.912,1.278,      ,,,0
7054,55950,710,868,1,5.2294849999999995,13.278045,7.5,-15.2,10.630999999999998,10.241,10.206,0.332,241772,,,0
7055,55951,710,888,1,5.187973,14.287237,-1.3,-6.4,11.084000000000001,10.683,10.647,0.341,      ,,,0
7056,55952,710,933,1,5.216458,13.964613,2.3,-8.3,10.217,8.943999999999999,8.829,1.082,33750,,,0
7057,55953,710,972,1,5.180539,14.356921,3.5,-29.9,9.79,9.294,9.249,0.42200000000000004,33445,,,0
7058,55954,710,973,1,5.227247,13.189492999999999,-12.1,-15.6,11.947000000000001,11.08,11.002,0.737,      ,,,0
7059,55955,710,984,1,5.1707279999999995,13.995172,18.7,-12.1,9.109,8.607000000000001,8.562000000000001,0.42700000000000005,33335,,,0
7060,55956,710,988,1,5.161619,13.169212,1.2,-2.2,11.615,11.287,11.257,0.27899999999999997,      ,,,0
7061,55957,710,1028,1,5.1696860000000004,14.954647,-1.6,-6.1,11.811,11.26,11.21,0.46799999999999997,      ,,,0
7062,55958,710,1041,1,5.213202,13.981321,15.7,-18.8,11.409,9.523,9.353,1.6030000000000002,241616,,,0
7063,55959,710,1136,1,5.183055,14.921798999999998,-12.1,-6.3,8.041,7.949,7.941,0.078,33467,24132.0,2.61,0
7064,55960,710,1171,1,5.178592,13.301013000000001,17.7,2.0,11.704,11.030999999999999,10.97,0.5720000000000001,      ,,,0
7065,55961,710,1206,1,5.224986,14.109157999999999,2.0,-1.2,12.110999999999999,10.442,10.292,1.419,      ,,,0
7066,55962,710,1233,1,5.2015150000000006,13.920511,-2.5,-7.9,11.302,11.065,11.044,0.201,      ,,,0
7067,55963,710,1261,1,5.165382,13.212876999999999,0.2,-9.8,9.874,9.531,9.5,0.292,33312,,,0
7068,55964,710,1290,1,5.158286,14.355944000000001,8.6,-11.7,10.375,8.283999999999999,8.096,1.777,33253,23996.0,1.37,0
7069,55965,710,1552,1,5.191828,14.389834,0.9,-5.2,11.651,11.130999999999998,11.084000000000001,0.442,      ,,,0
7070,55966,710,1616,1,5.154636,13.918916000000001,-5.8,-5.8,8.988,8.735,8.712,0.215,33220,,,0
7071,55967,710,1620,1,5.1698260000000005,13.876757999999999,-4.6,-6.1,11.152000000000001,10.821,10.790999999999999,0.281,      ,,,0
7072,55968,710,1633,1,5.165471,14.648352,32.6,5.4,11.373,10.83,10.780999999999999,0.462,      ,,,0
7073,55969,710,1637,1,5.189769,14.698317999999999,3.7,-8.5,11.395,10.739,10.68,0.5579999999999999,241402,24170.0,4.48,0
7074,55970,710,1641,1,5.195112,14.679467,11.8,-5.7,11.917,10.449000000000002,10.317,1.248,      ,,,0
7075,55971,710,1734,1,5.199543,14.363254000000001,3.6,-10.1,10.401,8.554,8.388,1.57,33607,,,0
7076,55972,710,1870,1,5.195088,13.53641,4.3,-19.5,11.97,10.318,10.169,1.4040000000000001,      ,,,0
7077,55973,710,1905,1,5.228164,13.608991,-2.2,-29.1,11.892000000000001,10.925999999999998,10.839,0.821,      ,,,0
7078,55974,710,1916,1,5.170847,13.988048000000001,11.7,-14.4,9.371,8.838,8.79,0.45299999999999996,      ,,,0
7079,55975,710,1947,1,5.169558,13.548373000000002,-62.8,-41.3,7.13,6.727,6.691,0.34299999999999997,33336,24059.0,14.8,0
7080,55976,710,2082,1,5.214802,13.921451000000001,7.5,0.4,11.200999999999999,8.929,8.725,1.931,33734,24302.0,2.69,0
7081,55977,710,2236,1,5.189858,13.595951999999999,7.4,-9.8,10.447000000000001,10.209,10.187999999999999,0.20199999999999999,      ,,,0
7082,55978,710,2328,1,5.204662,13.996007999999998,-2.9,-2.9,12.206,10.804,10.677999999999999,1.192,      ,,,0
7083,55979,710,2375,1,5.205776999999999,13.924335999999998,-5.4,-36.1,9.764,8.591000000000001,8.485,0.997,33661,,,0
7084,55980,710,2458,1,5.187838,13.846125,0.0,-4.5,11.947000000000001,10.465,10.332,1.26,      ,,,0
7085,55981,710,2467,1,5.15303,13.48979,-4.1,-6.5,11.515,11.238,11.213,0.235,      ,,,0
7086,55982,710,2532,1,5.211978,13.372649,-4.2,-59.5,10.290999999999999,8.966000000000001,8.847000000000001,1.126,33708,24286.0,4.79,0
7087,55983,710,2534,1,5.196694,14.213583999999999,6.5,-8.2,11.824000000000002,10.267999999999999,10.128,1.3230000000000002,      ,,,0
7088,55984,710,2634,1,5.166005,13.348357,-2.6,-4.0,12.12,11.036,10.937999999999999,0.9209999999999999,      ,,,0
7089,55985,711,33,1,5.334335,13.544988,-20.6,-90.4,8.156,7.56,7.506,0.507,34720,24883.0,18.93,0
7090,55986,711,43,1,5.334507,14.290291,9.5,-11.5,11.668,10.187000000000001,10.054,1.2590000000000001,      ,,,0
7091,55987,711,149,1,5.337084,14.214170999999999,20.1,-7.0,10.142999999999999,9.561,9.509,0.495,242738,,,0
7092,55988,711,161,1,5.320047,13.879029999999998,4.9,-9.5,11.065999999999999,10.504000000000001,10.453,0.478,      ,,,0
7093,55989,711,167,1,5.287859,13.889798999999998,12.9,-4.1,10.507,9.906,9.852,0.511,242303,,,0
7094,55990,711,247,1,5.2430069999999995,14.122635999999998,-2.1,-6.3,9.765,9.599,9.584,0.141,241897,,,0
7095,55991,711,263,1,5.236408,13.881054,4.0,-9.0,11.960999999999999,11.091,11.013,0.74,      ,,,0
7096,55992,711,265,1,5.291571,13.902571,-5.6,-1.3,10.713,10.255999999999998,10.215,0.38799999999999996,242345,,,0
7097,55993,711,277,1,5.284016,14.044298000000001,9.4,-10.9,10.068,9.842,9.822000000000001,0.192,      ,,,0
7098,55994,711,284,1,5.329644999999999,14.863772,-0.6,-5.6,11.433,10.763,10.703,0.57,      ,,,0
7099,55995,711,450,1,5.346261,14.549651999999998,1.0,-1.0,12.106,11.125,11.037,0.8340000000000001,      ,,,0
7100,55996,711,455,1,5.336076,14.427344,28.5,-20.3,11.697000000000001,10.824000000000002,10.745,0.742,242726,,,0
7101,55997,711,543,1,5.260249,14.302057000000001,-4.0,-5.9,11.0,10.59,10.552999999999999,0.349,242072,,,0
7102,55998,711,551,1,5.287564,13.738203,3.5,-14.5,11.314,9.999,9.881,1.1179999999999999,      ,,,0
7103,55999,711,629,1,5.293525,14.231531,4.1,-20.6,11.050999999999998,10.501,10.452,0.46799999999999997,      ,,,0
7104,56000,711,643,1,5.308522,13.935471,3.7,-17.6,11.607000000000001,10.222000000000001,10.097000000000001,1.177,      ,,,0
7105,56001,711,706,1,5.246027,14.792251,23.9,-15.9,11.417,10.552,10.474,0.735,241934,,,0
7106,56002,711,736,1,5.324558000000001,14.860691000000001,7.7,-12.1,11.540999999999999,10.793,10.725999999999999,0.636,      ,,,0
7107,56003,711,776,1,5.295324,14.717198999999999,-9.4,55.8,11.081,10.449000000000002,10.392000000000001,0.537,      ,,,0
7108,56004,711,787,1,5.301133,13.417742,-16.2,-10.8,9.908999999999999,8.039,7.871,1.59,34454,24716.0,5.51,0
7109,56005,711,811,1,5.265636,14.318276000000001,-3.4,-0.5,11.270999999999999,10.57,10.507,0.596,242124,,,0
7110,56006,711,836,1,5.356004,14.943381,19.8,-13.4,10.06,9.675,9.64,0.327,242881,25013.0,4.84,0
7111,56007,711,869,1,5.350829,13.751481,67.2,-61.1,9.747,9.08,9.02,0.5670000000000001,34844,,,0
7112,56008,711,871,1,5.29614,13.639919,30.4,3.2,8.835,8.429,8.392000000000001,0.345,34415,24693.0,9.35,0
7113,56009,711,949,1,5.263726,13.695360999999998,-2.8,-1.3,11.780999999999999,11.415999999999999,11.383,0.31,      ,,,0
7114,56010,711,1014,1,5.318793,14.492868,0.4,-5.7,8.991,8.665,8.636000000000001,0.27699999999999997,34593,24812.0,5.25,0
7115,56011,711,1022,1,5.291873000000001,14.514045000000001,13.1,-73.1,9.376,8.604,8.535,0.6559999999999999,34386,24660.0,18.54,0
7116,56012,711,1109,1,5.331286,13.411001,4.1,-13.8,11.427,10.877,10.828,0.467,      ,,,0
7117,56013,711,1113,1,5.27044,13.729226999999998,0.0,-24.0,11.331,10.857000000000001,10.814,0.40299999999999997,      ,,,0
7118,56014,711,1153,1,5.303662,14.174256,-3.1,-7.8,10.9,10.364,10.315999999999999,0.456,      ,,,0
7119,56015,711,1183,1,5.344075,14.431768,-7.2,-9.8,12.083,10.04,9.856,1.7369999999999999,242793,,,0
7120,56016,711,1248,1,5.240208,14.483726999999998,4.5,-13.6,11.119000000000002,9.404,9.25,1.4580000000000002,241885,,,0
7121,56017,711,1277,1,5.318841,13.748338,14.3,-20.0,11.137,10.538,10.484000000000002,0.509,242562,,,0
7122,56018,711,1289,1,5.2750699999999995,14.146879,1.5,-10.4,9.772,9.289,9.246,0.41100000000000003,242207,24591.0,9.68,0
7123,56019,711,1296,1,5.359156,14.464158,-6.3,-7.4,11.300999999999998,11.038,11.014000000000001,0.22399999999999998,      ,,,0
7124,56020,711,1306,1,5.279989,14.658063,6.7,-10.4,9.861,9.376,9.332,0.41200000000000003,242266,,,0
7125,56021,711,1325,1,5.338513,13.329606,0.1,-19.4,11.933,9.92,9.738999999999999,1.7109999999999999,      ,,,0
7126,56022,711,1365,1,5.2375739999999995,13.771216,-4.6,-29.7,12.013,10.849,10.744000000000002,0.9890000000000001,      ,,,0
7127,56023,711,1380,1,5.354706,14.49179,-0.8,27.4,10.267000000000001,8.982999999999999,8.867,1.091,242863,,,0
7128,56024,711,1450,1,5.241793,14.914101,8.2,-19.9,11.812999999999999,11.17,11.112,0.547,      ,,,0
7129,56025,711,1484,1,5.256880000000001,14.447142000000001,4.0,-16.1,11.995999999999999,10.868,10.765999999999998,0.9590000000000001,      ,,,0
7130,56026,711,1502,1,5.327551000000001,14.452323000000002,-16.0,-7.8,10.482000000000001,9.779,9.716000000000001,0.598,242647,,,0
7131,56027,711,1523,1,5.276632,14.32005,9.4,3.2,11.89,10.924000000000001,10.837,0.821,      ,,,0
7132,56028,711,1574,1,5.31421,13.141207999999999,12.1,-15.1,11.522,10.767000000000001,10.699000000000002,0.642,      ,,,0
7133,56029,711,1644,1,5.3546260000000006,14.218807,1.2,-32.9,11.452,10.715,10.649000000000001,0.626,      ,,,0
7134,56030,711,1712,1,5.32073,14.242038,-6.8,-8.0,10.65,10.251,10.215,0.33899999999999997,      ,,,0
7135,56031,711,1715,1,5.289592,14.385392999999999,-7.2,-10.2,11.184000000000001,10.591,10.538,0.504,242337,,,0
7136,56032,711,1863,1,5.314701,13.567166,-9.5,-12.0,7.479,7.445,7.442,0.028999999999999998,34547,24789.0,7.97,0
7137,56033,711,1878,1,5.3017,13.745654,4.2,-7.7,11.435,10.645999999999999,10.575,0.6709999999999999,      ,,,0
7138,56034,711,1918,1,5.322662,13.351251000000001,-1.0,-1.6,11.545,10.788,10.72,0.643,      ,,,0
7139,56035,711,2012,1,5.257541000000001,13.378336,-0.1,-27.8,11.254000000000001,10.743,10.697000000000001,0.434,242038,24511.0,8.64,0
7140,56036,711,2036,1,5.3582980000000004,13.35211,38.4,-70.1,9.954,9.354,9.3,0.51,242896,,,0
7141,56037,711,2115,1,5.315384,13.244697,14.1,-11.0,11.315,9.899,9.772,1.204,      ,,,0
7142,56038,711,2202,1,5.313924,13.624592000000002,4.6,-13.7,11.126,10.327,10.255,0.679,      ,,,0
7143,56039,711,2259,1,5.284182,14.263252,0.1,-1.1,11.190999999999999,10.716,10.673,0.40399999999999997,      ,,,0
7144,56040,711,2263,1,5.331681,13.223278,15.5,-13.3,10.749,10.149,10.095,0.51,242688,24870.0,4.3,0
7145,56041,711,2355,1,5.261907,13.236281,-4.9,3.7,11.569,9.895,9.744,1.423,      ,,,0
7146,56042,711,2366,1,5.28757,13.568567999999999,24.7,1.0,8.895,8.329,8.277999999999999,0.48100000000000004,34336,,,0
7147,56043,712,17,1,5.397577,14.750943,0.6,-5.6,11.034,10.702,10.672,0.282,      ,25239.0,,0
7148,56044,712,48,1,5.461118,14.135654999999998,7.0,-2.0,9.107999999999999,8.875,8.854,0.198,35771,,,0
7149,56045,712,121,1,5.472023,14.918813,-0.6,-4.4,11.482999999999999,11.205,11.18,0.23600000000000002,243999,,,0
7150,56046,712,150,1,5.4254489999999995,13.896208999999999,4.5,-20.4,11.45,10.809000000000001,10.751,0.545,      ,,,0
7151,56047,712,247,1,5.379419,14.954034,25.2,-12.5,11.658,10.705,10.619000000000002,0.81,      ,,,0
7152,56048,712,284,1,5.460578,13.85265,-2.3,-6.7,10.957,10.344000000000001,10.289000000000001,0.521,      ,,,0
7153,56049,712,312,1,5.45604,14.028977,-3.2,-7.5,8.516,8.33,8.312999999999999,0.158,35711,25513.0,3.28,0
7154,56050,712,339,1,5.430005,14.956597,5.9,-8.3,10.308,9.744,9.693,0.479,243567,,,0
7155,56051,712,355,1,5.4680599999999995,14.975497,-0.1,-11.4,12.097000000000001,10.322000000000001,10.162,1.5090000000000001,      ,,,0
7156,56052,712,371,1,5.418754,14.749689000000002,6.1,-1.2,11.429,10.715,10.651,0.607,      ,,,0
7157,56053,712,448,1,5.449171,14.024645999999999,0.8,-2.3,10.697000000000001,9.777000000000001,9.693999999999999,0.782,243786,,,0
7158,56054,712,462,1,5.3929089999999995,13.519031,13.3,-3.8,10.923,9.257,9.107000000000001,1.416,243211,,,0
7159,56055,712,471,1,5.416686,14.803168,-2.3,-13.5,10.665999999999999,9.02,8.872,1.399,243439,,,0
7160,56056,712,495,1,5.415914,14.927732,6.0,1.9,10.464,9.981,9.937999999999999,0.41100000000000003,243438,,,0
7161,56057,712,530,1,5.391118,13.944616,-6.7,-8.9,10.196,9.956,9.934,0.204,      ,,,0
7162,56058,712,568,1,5.376467,13.16942,15.2,-8.2,11.953,11.007,10.922,0.804,      ,,,0
7163,56059,712,590,1,5.404523,14.071793,37.4,-40.1,11.052999999999999,10.395,10.335999999999999,0.5589999999999999,      ,,,0
7164,56060,712,603,1,5.463621,14.629465,-4.6,-18.7,11.75,10.929,10.855,0.698,      ,,,0
7165,56061,712,902,1,5.4135919999999995,13.334484,8.8,-11.2,11.047,10.435,10.38,0.52,      ,,,0
7166,56062,712,968,1,5.391534,13.97034,-4.0,-2.0,11.835,11.522,11.494000000000002,0.266,      ,,,0
7167,56063,712,972,1,5.48304,13.901620999999999,1.6,28.0,10.787,10.207,10.155,0.493,      ,,,0
7168,56064,712,1117,1,5.425603,14.406389,-16.0,-14.9,11.493,10.648,10.572000000000001,0.718,243532,,,0
7169,56065,712,1136,1,5.376436,14.096877,22.2,0.4,11.369000000000002,10.698,10.638,0.57,      ,25113.0,,0
7170,56066,712,1213,1,5.446396,14.681164,-0.6,-16.3,11.534,10.762,10.693,0.6559999999999999,      ,,,0
7171,56067,712,1274,1,5.364082,14.122333,-0.1,-15.8,10.373,9.918,9.877,0.387,      ,,,0
7172,56068,712,1305,1,5.425909,14.496719,-6.5,-3.2,11.852,9.764,9.576,1.775,243531,,,0
7173,56069,712,1387,1,5.464138,14.475404999999999,-25.1,-36.0,11.931,11.194,11.128,0.626,      ,,,0
7174,56070,712,1398,1,5.457974,13.393598,-10.2,-3.2,10.401,10.03,9.997,0.315,      ,,,0
7175,56071,712,1425,1,5.3824629999999996,14.361108999999999,-3.2,-17.2,9.183,7.808,7.684,1.169,35110,25151.0,2.89,0
7176,56072,712,1473,1,5.439414,14.400507999999999,6.2,-5.4,10.156,9.722000000000001,9.683,0.369,243674,,,0
7177,56073,712,1488,1,5.408252,13.210761999999999,-9.9,-12.4,11.249,10.97,10.945,0.237,      ,,,0
7178,56074,712,1558,1,5.435162,13.733834,-2.5,-11.7,10.642999999999999,9.0,8.852,1.3969999999999998,243615,,,0
7179,56075,712,1579,1,5.456931,14.937835,4.7,-6.7,11.957,10.923,10.83,0.879,      ,,,0
7180,56076,712,1581,1,5.410076,14.317041,2.6,8.7,12.042,10.475,10.334000000000001,1.3319999999999999,      ,,,0
7181,56077,712,1613,1,5.4421800000000005,14.294007999999998,-19.4,7.9,11.206,10.182,10.09,0.87,      ,,,0
7182,56078,712,1665,1,5.405626,14.3879,2.0,-21.1,9.802999999999999,9.021,8.951,0.665,243335,25275.0,,0
7183,56079,712,1666,1,5.4250419999999995,14.111199,-6.1,-2.7,11.581,11.168,11.130999999999998,0.35100000000000003,      ,,,0
7184,56080,712,1736,1,5.449472,13.192886999999999,-2.5,-6.4,11.319,10.92,10.884,0.33899999999999997,      ,,,0
7185,56081,712,1837,1,5.484111,14.744017000000001,20.0,-44.7,10.949000000000002,10.204,10.137,0.633,244124,25678.0,5.67,0
7186,56082,712,1840,1,5.470142,13.622917000000001,-3.5,-11.3,10.287,9.959,9.929,0.27899999999999997,      ,,,0
7187,56083,712,1876,1,5.476326,13.678989999999999,9.7,-10.4,6.551,6.367999999999999,6.352,0.156,35909,25638.0,10.13,0
7188,56084,712,1909,1,5.465241000000001,14.275101000000001,12.2,1.4,11.142000000000001,10.369000000000002,10.299000000000001,0.657,      ,,,0
7189,56085,712,1938,1,5.384022,13.963311,-1.5,-13.5,10.335999999999999,9.868,9.826,0.39799999999999996,243106,,,0
7190,56086,712,1948,1,5.431208,13.73843,3.6,-5.6,10.025,9.789,9.767999999999999,0.201,243583,,,0
7191,56087,712,1962,1,5.44675,13.582175,5.9,-11.1,7.501,7.537000000000001,7.54,-0.031,35635,25470.0,2.4,0
7192,56088,712,1986,1,5.390969,13.699981,119.2,-141.7,11.589,10.017000000000001,9.876,1.3359999999999999,      ,,,0
7193,56089,712,2004,1,5.395392,14.007976000000001,-5.5,-4.2,11.234000000000002,10.831,10.795,0.34299999999999997,      ,,,0
7194,56090,712,2038,1,5.4266309999999995,13.348692000000002,4.8,1.1,11.489,10.944,10.895,0.46299999999999997,      ,,,0
7195,56091,712,2055,1,5.405113,14.795435999999999,6.7,-1.9,10.168,9.954,9.935,0.182,243334,,,0
7196,56092,712,2078,1,5.372232,13.362759,3.5,-3.5,11.196,10.83,10.797,0.311,      ,,,0
7197,56093,712,2160,1,5.404411,13.125921,-5.0,-12.6,11.196,10.674000000000001,10.627,0.444,      ,,,0
7198,56094,712,2260,1,5.433249,13.380251999999999,-18.6,-74.9,10.597999999999999,10.006,9.953,0.503,      ,,,0
7199,56095,712,2292,1,5.379795,13.262215,1.8,-7.4,10.727,10.315999999999999,10.279000000000002,0.349,      ,,,0
7200,56096,712,2327,1,5.435777,14.374132999999999,-4.1,-18.2,11.864,10.702,10.597000000000001,0.988,      ,,,0
7201,56097,712,2399,1,5.39633,14.242104999999999,4.8,-1.9,11.907,10.099,9.936,1.537,      ,,,0
7202,56098,712,2416,1,5.378533999999999,13.229079,14.4,-46.4,10.009,9.212,9.14,0.677,243086,25127.0,20.54,0
