,Unnamed: 0,HIP,RA_J2000,DE_J2000,Plx,pmRA,pmDE,Vmag,B-V,is_hyades,cluster,silhouette
1142,1142,20493,4.392324,20.982045,6.77,15.93,-35.07,6.0,0.029,0,5,0.23828403388424532
1143,1143,26719,5.678361,6.933133,6.77,8.84,-1.33,10.78,0.48,0,5,0.6868700318777781
1144,1144,19451,4.165641,15.868113,6.76,27.26,-11.92,9.9,0.5870000000000001,0,5,0.535636142115723
1145,1145,16568,3.5555260000000004,15.536956,6.74,28.98,-20.59,9.1,0.523,0,5,0.43634392610958644
1146,1146,21687,4.656307,19.118538,6.74,19.41,-35.07,9.53,0.536,0,5,0.223932158190335
1147,1147,18405,3.93515,20.771703,6.73,22.07,-12.81,7.88,1.008,0,5,0.5615422466856766
1148,1148,22056,4.743384,22.456865,6.73,15.84,-18.68,10.09,0.593,0,5,0.5439938144210339
1149,1149,16944,3.634182,18.480995,6.73,-26.25,-1.09,9.91,0.5,0,5,0.5564993618608837
1150,1150,28785,6.07734,21.395384,6.73,-40.81,-8.81,8.32,0.398,0,5,0.4192361126243679
1151,1151,17133,3.669433,13.19873,6.72,23.96,-27.05,10.08,0.693,0,5,0.380207531507871
1152,1152,17505,3.748912,14.640021,6.71,30.64,-4.73,10.69,0.565,0,5,0.5431927266120592
1153,1153,25554,5.462538,10.778429,6.7,17.85,-6.02,10.36,0.579,0,5,0.6422024771853849
1154,1154,20804,4.457991000000002,11.2123,6.7,-2.51,-13.2,5.87,0.049,0,5,0.6728437315323523
1155,1155,27785,5.879755,21.168933,6.7,-17.23,-24.95,9.34,0.453,0,5,0.4521742026905199
1156,1156,15978,3.4289629999999995,5.935435,6.68,63.95,-20.06,7.65,0.08199999999999999,0,5,0.188053140348219
1157,1157,21856,4.699902,21.508951,6.68,14.05,-0.53,8.96,1.3530000000000002,0,5,0.6544895929931001
1158,1158,20038,4.297576,22.354064,6.68,2.8,-15.64,8.18,0.579,0,5,0.6314117252586743
1159,1159,16715,3.5842940000000003,11.04584,6.67,-16.26,-11.46,7.99,0.561,0,5,0.6079698469906615
1160,1160,14236,3.059256,14.470710999999998,6.67,-21.46,-34.14,7.86,1.05,0,5,0.2969847147096898
1162,1162,21629,4.644142,6.874783,6.66,19.16,-25.2,8.32,0.271,0,5,0.4454476828474076
1163,1163,13723,2.946129,21.428081,6.66,11.82,-14.11,8.77,0.345,0,5,0.6195938172121779
1164,1164,25086,5.370716000000002,19.834219,6.66,8.21,-6.62,8.58,0.342,0,5,0.6845920484278575
1165,1165,22923,4.932875,5.399024,6.66,-18.89,-13.98,6.5,0.025,0,5,0.5588036662395367
1167,1167,16497,3.540453,12.363486,6.65,21.21,-7.88,8.33,0.334,0,5,0.6123424351134115
1168,1168,23909,5.137208,21.8133,6.65,0.98,-17.46,8.53,0.314,0,5,0.6164121534292802
1170,1170,14174,3.046148,3.630705,6.64,47.39,6.96,9.26,0.611,0,5,0.4385631595397296
1172,1172,28171,5.952385,10.229366,6.64,9.21,-1.61,8.68,0.491,0,5,0.6958849118890408
1174,1174,27685,5.860961,23.229993,6.64,-11.21,-4.99,8.31,0.08800000000000001,0,5,0.6420508706509624
1176,1176,19756,4.235304,8.182831,6.63,11.58,-7.6,9.7,0.594,0,5,0.672889641921091
1177,1177,21639,4.647818,20.780734,6.63,5.61,-15.99,9.89,0.48,0,5,0.6313747601998946
1178,1178,26922,5.714281,5.603261,6.63,-1.78,-6.53,8.97,0.241,0,5,0.691226680609057
1180,1180,14104,3.031195,5.3361519999999985,6.62,43.23,19.71,6.24,1.041,0,5,0.46877791081659587
1181,1181,19170,4.110074,3.780959,6.62,15.19,-11.27,10.01,0.626,0,5,0.6168096607786034
1183,1183,14556,3.132302,7.256172,6.61,7.49,-4.03,8.08,0.225,0,5,0.6942263298477023
1184,1184,18477,3.948735,10.3142,6.6,15.51,-28.44,9.38,0.643,0,5,0.4137077183657094
1185,1185,20852,4.468149,8.154802,6.6,-1.31,-7.57,7.0,0.038,0,5,0.6997988812182641
1186,1186,17026,3.650017,20.915765,6.6,-4.67,-34.27,6.5,0.151,0,5,0.3244397338231042
1187,1187,25312,5.414075,22.972069,6.59,30.45,-22.08,9.44,0.506,0,5,0.3872185252208349
1188,1188,24666,5.292286,5.482323,6.59,17.61,-6.02,7.14,1.011,0,5,0.6318232074540112
1189,1189,16201,3.478621,4.357108,6.59,5.58,-11.46,7.68,0.185,0,5,0.6609961904045941
1190,1190,20203,4.32971,4.7789199999999985,6.59,-4.19,-12.2,10.44,0.422,0,5,0.6539213909950637
1191,1191,22462,4.834407,12.526236,6.59,-66.32,45.24,10.09,0.447,0,5,0.34732236193936683
1194,1194,17696,3.789793,12.449997,6.56,-15.24,-14.4,9.59,0.5870000000000001,0,5,0.5969339406294998
1195,1195,28397,5.998064,9.53369,6.55,14.29,-20.84,8.24,0.256,0,5,0.5495215779214404
1196,1196,18117,3.873545,12.378796,6.55,6.37,-16.6,9.88,0.578,0,5,0.6423097748399378
1197,1197,21401,4.594192,6.178414,6.54,-25.36,-8.06,10.8,0.598,0,5,0.5424793361425881
1198,1198,18831,4.0368900000000005,4.583888,6.53,50.88,-12.86,10.01,0.6809999999999999,0,5,0.3351935231614474
1199,1199,18709,4.007567,5.334588,6.53,30.45,-4.39,9.29,0.562,0,5,0.5395019443152599
1200,1200,27573,5.839958,4.956741,6.52,0.91,-1.22,7.41,0.025,0,5,0.6940057603285426
1202,1202,28815,6.083056,18.311024,6.51,7.89,-12.39,8.94,0.315,0,5,0.6653370674787868
1203,1203,19280,4.131524,4.297323,6.51,-6.31,-6.59,8.23,0.415,0,5,0.670882527825584
1204,1204,26655,5.665188,13.022735,6.5,-1.17,-5.69,7.09,0.128,0,5,0.7130998329553838
1205,1205,16393,3.518411,15.736097,6.5,-3.56,-5.96,10.32,0.563,0,5,0.7032828264613428
1206,1206,25767,5.502433,6.9593729999999985,6.5,-3.98,-20.92,8.93,0.256,0,5,0.5787757314210101
1207,1207,17591,3.768409,10.548832,6.5,-11.06,11.06,7.59,1.0590000000000002,0,5,0.639264536951341
1208,1208,19720,4.22627,10.212458,6.49,26.34,-25.19,6.24,0.021,0,5,0.3943574253878664
1209,1209,22740,4.892192,16.821968,6.49,6.8,-26.69,10.42,0.6509999999999999,0,5,0.48531734338695787
1210,1210,25656,5.480481,6.009291,6.49,-6.39,5.83,8.03,0.172,0,5,0.6676070260673023
1211,1211,21173,4.539325,18.216221,6.48,-19.44,8.03,10.58,0.521,0,5,0.6011333983341959
1212,1212,26282,5.596232,18.762274,6.47,-29.72,16.22,9.61,0.644,0,5,0.5275645236018368
1214,1214,26914,5.7135690000000015,4.852398,6.46,-0.97,-0.25,9.6,0.17,0,5,0.6909354265030587
1215,1215,15380,3.305537,24.081817,6.45,-29.39,-32.84,7.25,1.178,0,5,0.26918405848402427
1217,1217,14649,3.155592,20.761123,6.44,51.46,-11.77,6.41,1.241,0,5,0.333691209120864
1218,1218,18026,3.852501,5.166391,6.44,7.65,-17.13,9.1,0.387,0,5,0.6127655675746349
1219,1219,27093,5.745404,3.831411,6.44,-8.41,-6.36,7.64,0.002,0,5,0.659066638021836
1220,1220,28455,6.007859,22.899701,6.43,10.63,-13.81,7.04,0.111,0,5,0.620196283664341
1222,1222,19176,4.110778,20.303093,6.43,6.0,-15.4,9.57,0.6990000000000001,0,5,0.6390226525039283
1223,1223,26447,5.627134,15.244623,6.43,-3.91,-14.66,7.44,1.043,0,5,0.6596029866283859
1224,1224,21341,4.579289,22.692312,6.42,40.31,-28.79,6.78,0.482,0,5,0.22340511545086433
1225,1225,18721,4.0111,20.303296,6.42,21.83,-20.29,9.39,0.487,0,5,0.48980459587536385
1226,1226,26201,5.584325,24.290769,6.42,6.59,-12.33,6.82,1.04,0,5,0.637915863683253
1227,1227,13532,2.904877,20.565819,6.42,-9.34,-6.8,7.12,1.26,0,5,0.6603737097071553
1228,1228,18763,4.0188440000000005,8.459921000000001,6.42,-19.04,-8.5,9.2,0.6609999999999999,0,5,0.5968338967884149
1229,1229,27373,5.7976790000000005,13.445842,6.41,-3.19,1.85,8.73,1.073,0,5,0.7013729054623017
1230,1230,27513,5.826507,10.724048,6.4,20.95,9.91,8.28,0.473,0,5,0.614353062398017
1231,1231,21266,4.5629040000000005,10.5177,6.39,1.79,-9.11,7.88,0.17,0,5,0.7043642939070599
1232,1232,21434,4.602594,8.225750999999999,6.38,-2.55,-13.07,7.7,0.112,0,5,0.669577722823254
1233,1233,18736,4.013718,10.552747,6.37,27.61,-10.97,9.15,0.51,0,5,0.5412735521612274
1234,1234,25698,5.488164,10.135971,6.37,24.57,-17.58,8.74,1.195,0,5,0.5119384089152144
1235,1235,28273,5.9737269999999985,23.967607,6.37,1.36,-1.07,10.63,1.01,0,5,0.6770110634115065
1236,1236,28175,5.9529510000000005,10.232914,6.37,-3.62,-6.62,9.1,0.341,0,5,0.7030691171404775
1237,1237,22485,4.837089,17.701723,6.37,-7.94,8.31,12.66,-0.06,0,5,0.6546925967304034
1238,1238,27385,5.79985,3.968503,6.36,-0.58,-14.6,9.12,0.302,0,5,0.6400953904653346
1239,1239,26518,5.639371,8.48731,6.36,-1.12,-6.33,6.72,1.1840000000000002,0,5,0.7041534625870048
1241,1241,26093,5.565079,14.305578,6.35,-1.96,-5.74,5.6,-0.118,0,5,0.7085136198114876
1242,1242,18501,3.956285,3.527889,6.35,-2.64,-7.59,10.34,0.552,0,5,0.6741499230447188
1243,1243,26259,5.592162,7.388492999999999,6.35,-7.64,-4.78,9.45,0.412,0,5,0.6816660009876224
1244,1244,14937,3.210101,3.961061,6.34,26.35,-3.91,9.41,0.5870000000000001,0,5,0.5691583696948327
1245,1245,22984,4.945501,8.822407,6.34,19.75,0.25,7.49,0.219,0,5,0.6347789220181662
1246,1246,24368,5.228701999999998,3.5811620000000004,6.34,-26.5,-11.18,9.59,0.327,0,5,0.5131859771819305
1247,1247,15670,3.364822,5.699313,6.33,19.56,2.46,9.63,0.631,0,5,0.6274648067214574
1248,1248,20343,4.358453,4.15688,6.33,16.11,-4.28,10.28,0.501,0,5,0.6401106222064327
1249,1249,16643,3.5690980000000003,21.728971,6.33,-1.96,-10.13,9.22,0.34700000000000003,0,5,0.6725665680932496
1250,1250,27743,5.872859,14.171787,6.33,-17.46,-2.88,5.6,-0.053,0,5,0.6255714448503322
1251,1251,17021,3.649259,4.767373,6.32,9.44,-4.78,9.88,0.363,0,5,0.67596816101064
1252,1252,20941,4.489903,9.535876,6.32,7.73,-22.33,10.56,0.912,0,5,0.5596617203182418
1253,1253,16358,3.512617,6.188703,6.31,42.38,-16.79,5.93,0.953,0,5,0.36558373977667097
1254,1254,21864,4.701297,14.326522,6.31,23.56,-10.65,8.77,0.42,0,5,0.5789989630711486
1255,1255,20361,4.360567,5.3891860000000005,6.31,3.5,4.17,9.1,0.1,0,5,0.6840757897651799
1257,1257,27106,5.748124,16.086088,6.29,1.19,-10.37,6.99,0.048,0,5,0.6970418334154567
1258,1258,23651,5.08298,15.971177,6.29,-5.09,0.25,9.32,0.434,0,5,0.6975712892689568
1260,1260,17240,3.692256,10.081773,6.29,-15.23,-19.59,7.25,1.228,0,5,0.546511430264594
1262,1262,16664,3.574062,24.464393,6.28,2.7,-33.96,5.95,0.123,0,5,0.3120255586063613
1264,1264,22676,4.876886,17.333476,6.27,16.66,-23.02,9.26,0.583,0,5,0.49889188683746905
1265,1265,20169,4.322761,7.161677,6.27,4.52,71.69,10.74,0.6559999999999999,0,5,0.41909335317536006
1266,1266,28337,5.987925,4.465848,6.26,48.04,-19.74,7.98,1.08,0,5,0.2978620461315812
1268,1268,18222,3.896025,16.930722,6.26,-6.27,14.45,8.27,1.068,0,5,0.6384746786966098
1270,1270,14764,3.177443,11.872627,6.24,30.74,-26.98,5.97,-0.061,0,5,0.33073234709277727
1271,1271,27746,5.873139,20.696392000000003,6.24,7.92,-19.99,8.19,0.02,0,5,0.5790354334188421
1273,1273,23361,5.023708999999998,15.244174,6.24,-40.03,-29.87,8.02,1.045,0,5,0.26705487402940103
1275,1275,25139,5.379825,3.824824,6.22,8.66,-32.95,9.09,0.506,0,5,0.3432865857182525
1277,1277,26256,5.5918470000000005,7.272542,6.21,1.86,-27.67,9.2,0.561,0,5,0.47607361965855804
1278,1278,17899,3.82858,10.5592,6.21,-8.61,-7.3,7.52,0.921,0,5,0.6795749092401971
1279,1279,17066,3.657936,6.736597,6.2,68.78,-2.92,9.3,0.823,0,5,0.16786383569490226
1280,1280,13950,2.994639,9.635438,6.2,43.6,21.66,8.48,1.101,0,5,0.4683657954129763
1281,1281,20089,4.306844,9.487162,6.2,-2.22,-16.17,6.54,0.165,0,5,0.6459506204533981
1282,1282,22352,4.812183,21.315768,6.2,-6.85,-16.39,7.03,0.122,0,5,0.6123840642974262
1283,1283,13643,2.927852,14.70675,6.2,-13.36,-19.22,7.82,0.202,0,5,0.5641483924138506
1284,1284,28190,5.957699,5.00126,6.19,-11.69,8.74,7.84,0.22,0,5,0.6348753678907523
1285,1285,19634,4.206944999999998,23.574572,6.19,-15.79,-25.53,7.16,1.014,0,5,0.4438193342987111
1286,1286,15640,3.356043,23.007761,6.19,-57.02,-28.88,9.81,0.58,0,5,0.19581647487662698
1287,1287,16152,3.469208,17.167525,6.16,35.76,-30.95,8.33,0.384,0,5,0.22344463284650115
1289,1289,13966,2.997328,11.977839,6.16,6.74,-31.53,9.44,0.725,0,5,0.3889028696914364
1290,1290,14569,3.135113,17.027376999999998,6.16,-23.47,-1.22,7.67,0.401,0,5,0.580234796723964
1291,1291,27502,5.823675,18.618109,6.15,33.85,-35.42,7.83,0.358,0,5,0.1453268851458075
1292,1292,19538,4.184989,6.718512,6.14,54.6,-22.39,8.77,0.4920000000000001,0,5,0.23478729747181923
1293,1293,18485,3.951058,23.17555,6.14,8.95,-16.98,6.05,0.031,0,5,0.5960676733756911
1294,1294,22970,4.942656,21.560276,6.14,-3.63,-6.34,9.3,0.509,0,5,0.6837491432022308
1297,1297,20068,4.303165,9.155522,6.13,11.7,-12.68,10.25,1.22,0,5,0.6487971171197026
1298,1298,26886,5.707993,18.987631,6.13,8.49,-21.53,7.31,1.34,0,5,0.5621649255564992
1299,1299,21973,4.7227,12.445988,6.13,7.16,-16.53,9.64,0.7140000000000001,0,5,0.6418834495345876
1300,1300,15137,3.252264,14.896601,6.13,2.88,-5.29,10.98,0.048,0,5,0.7113655439371329
1301,1301,24518,5.259849,8.441299,6.13,-6.33,-8.98,8.17,0.091,0,5,0.6812031817252463
1302,1302,22848,4.91566,8.599997,6.13,-15.02,-2.0,6.86,0.15,0,5,0.6418948638094806
1303,1303,26229,5.588615,19.752907,6.12,10.19,-34.91,8.07,0.304,0,5,0.2785899235175964
1304,1304,24363,5.227192,4.211168,6.12,-0.09,-3.71,8.7,0.043,0,5,0.6914340518571831
1305,1305,17617,3.773959,13.5091,6.11,24.62,-27.24,6.88,0.069,0,5,0.37227826436047046
1306,1306,24668,5.292343,22.829213,6.11,-2.76,1.02,8.91,0.47,0,5,0.6785283234098043
1307,1307,17983,3.84378,17.776638000000005,6.11,-4.43,-15.51,9.12,0.479,0,5,0.6451242570995345
1308,1308,17281,3.700458,14.922172,6.1,-2.26,-2.94,9.47,0.615,0,5,0.7115888849674471
1309,1309,24993,5.3517519999999985,12.430888,6.1,-7.04,-13.44,8.38,1.089,0,5,0.6589200754348671
1310,1310,22682,4.878081,12.38471,6.09,-1.13,-8.68,7.26,0.146,0,5,0.7065909078040652
1311,1311,28647,6.049183,17.665588,6.09,-12.23,-5.0,7.91,0.96,0,5,0.6577354298871981
1313,1313,14176,3.046846,8.471845,6.07,7.81,-28.63,8.2,1.422,0,5,0.4461315915613541
1314,1314,13638,2.926994,13.178411,6.07,-28.18,-8.61,8.84,0.551,0,5,0.5249246002601364
1316,1316,14804,3.186173,7.17402,6.06,24.32,-14.11,7.84,0.451,0,5,0.5418246577143944
1317,1317,18718,4.010288,13.892212,6.06,20.65,-12.2,7.31,1.42,0,5,0.5935739202518906
1318,1318,24906,5.338415,19.57823,6.05,5.98,-12.94,6.65,-0.026,0,5,0.6629344210517979
1319,1319,19299,4.137283999999998,22.021202,6.04,-40.39,-14.13,8.88,0.475,0,5,0.39294297667476574
1320,1320,17480,3.745519,13.989451,6.03,21.84,-15.98,9.81,0.634,0,5,0.5523945123481436
1322,1322,26767,5.686033,4.239929,6.01,26.09,-10.78,8.81,0.399,0,5,0.542855716688621
1323,1323,20808,4.458799,7.369553,6.0,14.38,-15.63,9.83,0.5660000000000001,0,5,0.604323862348992
1324,1324,20595,4.4112300000000015,12.904039,6.0,-8.64,1.06,7.87,0.411,0,5,0.6838234261972724
1325,1325,21776,4.6775910000000005,8.679265,6.0,-9.66,-8.52,12.6,-0.02,0,5,0.6595459538981429
1327,1327,20139,4.317825,24.027949,5.98,17.27,-13.8,7.86,0.982,0,5,0.5758307411661577
1328,1328,21761,4.673579,9.504038,5.98,8.3,0.54,10.11,0.56,0,5,0.6955152695898313
1329,1329,15546,3.338709,16.423702,5.98,4.94,-7.15,9.25,1.171,0,5,0.7050717373272937
1330,1330,19103,4.094884,10.037128,5.98,-14.18,6.31,6.72,1.034,0,5,0.6393518224681034
1331,1331,19896,4.267742,7.561274000000001,5.97,35.38,-0.73,8.89,0.524,0,5,0.5149618086621859
1332,1332,27618,5.84761,14.048058,5.97,18.65,11.71,6.59,1.054,0,5,0.6204314640274107
1333,1333,19665,4.213297,20.735203,5.96,17.32,-24.14,9.17,0.479,0,5,0.4657031235117693
1334,1334,24657,5.290623,11.723382,5.96,3.16,-30.16,8.53,0.168,0,5,0.4299706624287151
1335,1335,25726,5.493528,20.050798,5.96,-4.5,-8.69,10.52,0.403,0,5,0.6799532751075873
1336,1336,14126,3.036304,7.855835000000001,5.95,28.85,-3.35,10.01,0.51,0,5,0.560193061018609
1337,1337,24548,5.266028,12.044869,5.95,10.49,-19.33,10.39,0.581,0,5,0.5942234966840809
1339,1339,23949,5.147342,19.85986,5.94,6.24,-13.86,6.51,0.903,0,5,0.6539532808099973
1340,1340,25510,5.454879,19.995984,5.94,-3.49,-9.56,9.45,0.408,0,5,0.6813931024160337
1341,1341,14590,3.140241,6.723459,5.92,18.93,21.6,7.65,0.972,0,5,0.5799889775919064
1342,1342,14572,3.135697,22.659595,5.92,10.28,-16.52,9.53,0.379,0,5,0.5993354759169002
1343,1343,21109,4.5237370000000015,4.575287,5.92,0.22,-12.85,8.38,1.008,0,5,0.6593323727303158
1344,1344,24535,5.263942,19.954022,5.92,-1.05,-6.09,8.06,0.5539999999999999,0,5,0.6987012155024362
1345,1345,20778,4.450975,4.280958,5.92,-4.96,-10.97,9.02,0.121,0,5,0.6586444775795689
1346,1346,16830,3.608566,10.185406,5.92,-14.95,-29.57,9.26,0.5770000000000001,0,5,0.40725165840803584
1348,1348,13538,2.905793,11.309525,5.9,21.14,-9.51,8.38,0.26,0,5,0.6053555967169999
1349,1349,22084,4.751103,5.871678,5.89,17.51,-17.3,8.49,0.308,0,5,0.5624629111705031
1350,1350,27153,5.756275,12.789326,5.89,4.02,-10.17,7.46,0.77,0,5,0.6999585808632477
1351,1351,24181,5.192446,12.669961,5.87,24.45,-8.7,10.45,0.45,0,5,0.5818505750443072
1352,1352,27345,5.791656,4.10019,5.87,-5.12,-4.53,7.65,-0.042,0,5,0.6787338183055791
1353,1353,15611,3.350232,8.451046,5.87,-14.74,-15.72,8.14,0.102,0,5,0.5856485235793031
1354,1354,13756,2.951271,4.50103,5.86,20.77,24.44,6.15,1.6230000000000002,0,5,0.5596482876608465
1356,1356,26487,5.633644,7.54142,5.86,11.39,-14.74,5.87,-0.061,0,5,0.6281809267029651
1357,1357,21996,4.728067,6.6622080000000015,5.86,0.89,-10.9,10.43,0.264,0,5,0.6816790412280963
1358,1358,28260,5.971245,11.10649,5.86,-1.22,-3.01,9.64,0.087,0,5,0.7135683696911295
1359,1359,16651,3.5704550000000004,3.432278,5.86,-3.12,-35.62,7.51,1.133,0,5,0.30535490400981247
1361,1361,14140,3.03881,19.085489000000006,5.85,1.44,-7.03,9.88,1.115,0,5,0.7000034660407436
1362,1362,26867,5.704026,8.373538,5.85,-13.03,-16.32,7.96,1.062,0,5,0.5922905074411636
1363,1363,17318,3.707149,15.815328,5.84,15.07,-21.2,9.32,0.28300000000000003,0,5,0.5406291588018639
1364,1364,24942,5.343264,15.059314,5.84,1.09,-6.49,8.14,0.124,0,5,0.71474578379671
1365,1365,27495,5.822368,21.039117,5.84,0.47,-31.87,9.06,0.406,0,5,0.3781915063966643
1366,1366,22367,4.815626,3.689705000000001,5.84,-15.5,-12.15,7.02,0.034,0,5,0.590330696286232
1367,1367,22239,4.785185,10.051656,5.83,14.98,2.84,7.19,0.16,0,5,0.6628872447201869
1368,1368,18787,4.025106,19.810888,5.83,6.07,-18.5,9.34,0.5589999999999999,0,5,0.6086729041918076
1369,1369,27652,5.8547400000000005,23.926308,5.83,-3.93,-22.89,8.52,0.208,0,5,0.5283670154226102
1370,1370,22536,4.850175,24.122657,5.83,-5.16,-10.99,9.9,0.596,0,5,0.6447261482063111
1372,1372,19281,4.1318519999999985,16.530611999999998,5.82,-3.09,-13.68,7.6,0.102,0,5,0.6692069315504763
1373,1373,21993,4.726841,7.466423,5.81,-10.47,-8.32,10.06,0.742,0,5,0.6574539729198167
1374,1374,26025,5.552498,5.277053,5.81,-17.65,-11.55,8.69,0.348,0,5,0.584906563686685
1375,1375,20025,4.295285,13.836592,5.8,65.11,43.63,6.9,0.993,0,5,0.27154099866450176
1376,1376,15072,3.238099,22.953768,5.8,59.19,-8.35,6.76,1.111,0,5,0.30410689525912976
1377,1377,22096,4.75506,24.410132,5.8,-15.08,-2.11,9.05,0.464,0,5,0.6176581446044985
1378,1378,26240,5.59053,22.438062,5.78,24.66,-26.83,8.35,0.5770000000000001,0,5,0.3605840472370019
1379,1379,18315,3.916028,12.906111,5.78,0.64,-6.32,9.45,0.27,0,5,0.7155954393640398
1380,1380,17771,3.804519,11.143294,5.77,28.25,-29.82,5.08,-0.125,0,5,0.2988571279414584
1382,1382,22267,4.794453,13.11466,5.77,26.25,-2.37,8.73,0.473,0,5,0.5881303055855269
1383,1383,19085,4.091978,14.286293,5.77,11.32,-36.71,7.3,1.22,0,5,0.23819821831239785
1384,1384,18805,4.029482,9.998017,5.77,5.59,1.13,5.67,0.005,0,5,0.7007538433758712
1385,1385,25555,5.462669,15.874052,5.77,4.39,-21.26,5.52,0.015,0,5,0.5847545454297658
1386,1386,27428,5.808014,17.433494,5.77,3.8,-8.74,7.29,0.06,0,5,0.7001793779973764
1387,1387,25077,5.368932,8.005156,5.76,7.35,-10.03,7.89,0.187,0,5,0.6827646980707499
1388,1388,21102,4.521179,7.4526270000000014,5.76,2.41,-10.34,7.82,1.021,0,5,0.6896957319179879
1390,1390,21467,4.610461,18.754944,5.74,-26.31,-6.42,10.31,0.585,0,5,0.5431391950811537
1391,1391,14586,3.139197,18.795053,5.72,37.88,-14.33,6.24,1.56,0,5,0.41961705389068144
1392,1392,19200,4.115137,8.19181,5.72,-4.61,9.32,7.94,1.352,0,5,0.6651506807932978
1393,1393,15810,3.394378,8.838911,5.72,-8.92,-12.28,10.67,0.584,0,5,0.6491204900874551
1394,1394,16050,3.445306,6.659717999999999,5.72,-19.02,-31.76,9.62,0.402,0,5,0.34833022464268903
1395,1395,18058,3.859831,5.938758999999999,5.71,23.99,12.95,11.82,1.036,0,5,0.583606703249685
1396,1396,13870,2.977416,17.676922,5.71,15.18,-3.76,8.59,0.232,0,5,0.6606719387003065
1397,1397,15375,3.304215,12.823838,5.71,10.26,-9.47,7.76,0.225,0,5,0.6812052993812813
1398,1398,22653,4.872938,23.751638,5.71,-5.6,-8.69,8.56,1.3130000000000002,0,5,0.6574981774184373
1399,1399,18902,4.051826,14.483428,5.7,22.78,-14.6,8.48,0.669,0,5,0.5575264874115143
1400,1400,25785,5.505534,4.204795,5.68,17.38,-25.34,6.21,1.28,0,5,0.4480688404859831
1401,1401,24633,5.2848440000000005,12.565487,5.68,11.88,-9.98,7.05,1.051,0,5,0.6699620963539832
1402,1402,16296,3.501653,11.387526,5.68,10.33,-13.0,9.0,0.487,0,5,0.659298203085212
1403,1403,16808,3.605963,19.559316,5.68,9.77,-26.1,8.36,0.274,0,5,0.47903141262408655
1405,1405,23333,5.018893,23.439020000000006,5.67,4.63,-11.78,7.78,0.27,0,5,0.6541865538882936
1406,1406,20390,4.36651,19.535119,5.66,15.45,-12.48,9.81,1.116,0,5,0.6196391984469657
1407,1407,17038,3.65227,9.143687,5.66,14.46,-35.76,7.76,0.194,0,5,0.25444565133991853
1408,1408,28432,6.004322,8.956178,5.66,-4.24,-19.65,7.95,0.371,0,5,0.6015821979959503
1409,1409,21282,4.566778,7.272302000000002,5.65,-17.77,-12.87,8.79,0.37,0,5,0.5821868384101144
1410,1410,25433,5.439602,8.999975,5.64,-20.74,-6.66,7.71,0.044,0,5,0.5914229483614414
1412,1412,21910,4.711302,8.643427,5.63,5.23,-12.59,9.53,0.488,0,5,0.6757044755642809
1413,1413,25621,5.473807,22.742547,5.63,-0.46,-35.67,7.21,1.155,0,5,0.2859480497266661
1414,1414,24182,5.192539,4.886933,5.63,-0.85,-16.1,8.63,1.129,0,5,0.6326298134644663
1415,1415,16530,3.547521,5.254597,5.62,27.41,-26.49,7.33,0.965,0,5,0.3625133149504374
1416,1416,22846,4.9152239999999985,16.386499,5.62,0.13,-6.72,7.12,0.211,0,5,0.7111410411403701
1417,1417,16609,3.5629120000000003,8.290569999999999,5.61,24.95,-25.99,8.74,0.33,0,5,0.3929795432896482
1418,1418,28359,5.992164,18.852127,5.61,1.8,-4.9,7.55,0.123,0,5,0.7061811569365786
1420,1420,26644,5.662567,4.4345870000000005,5.59,3.0,-0.58,8.0,-0.04,0,5,0.6918359118619154
1422,1422,28561,6.0282290000000005,22.401001,5.58,-6.19,-17.4,6.36,-0.071,0,5,0.5984269469880019
1423,1423,13762,2.952664,3.678703,5.57,23.72,-18.49,7.59,0.418,0,5,0.49487166330634536
1424,1424,16551,3.552141,19.383256,5.57,18.01,-30.95,8.07,0.081,0,5,0.33270977178297995
1425,1425,26313,5.6040269999999985,6.646176,5.57,-3.8,-6.29,9.46,0.426,0,5,0.6930322169171822
1426,1426,19649,4.2104339999999985,12.456208,5.56,-5.84,-0.01,9.02,0.574,0,5,0.6987932086869642
1427,1427,23270,5.006745,24.162712,5.56,-9.81,-11.24,7.84,0.403,0,5,0.6228353308958611
1428,1428,28478,6.012137,5.802848,5.55,17.28,-6.18,8.42,0.417,0,5,0.6358982688530374
1429,1429,13641,2.927287,5.496161,5.55,-14.68,-2.23,9.65,0.405,0,5,0.6354347345212746
1430,1430,17563,3.761234,6.049991,5.54,20.61,-15.61,5.34,-0.099,0,5,0.5539941143237128
1431,1431,19616,4.203533,20.74518,5.54,16.82,-15.61,9.31,0.5870000000000001,0,5,0.5800757727457792
1432,1432,17697,3.790205,12.508232,5.54,11.29,-20.61,8.39,1.229,0,5,0.5748246134547912
1433,1433,28272,5.973484,23.155888,5.54,-3.88,-22.96,7.6,1.047,0,5,0.5318326632491084
1434,1434,19478,4.172199,8.414771,5.53,7.13,1.71,8.28,0.228,0,5,0.6953270053328011
1435,1435,24989,5.350903,4.478059,5.53,3.9,-0.1,8.4,-0.015,0,5,0.6907935542426691
1436,1436,27594,5.8430620000000015,18.922464,5.53,-7.22,-26.18,8.88,0.444,0,5,0.4895267061648519
1437,1437,22805,4.905732,17.609144,5.52,17.67,-23.12,9.59,0.515,0,5,0.49026269241853027
1438,1438,23674,5.088956,13.001023,5.52,-2.03,-5.02,8.7,0.258,0,5,0.7149025331363672
