,Unnamed: 0,HIP,RA_J2000,DE_J2000,Plx,pmRA,pmDE,Vmag,B-V,is_hyades,cluster,silhouette
303,303,21475,4.61147,11.912362,18.93,165.74,-29.14,9.94,0.852,0,4,0.5510404507613158
304,304,22654,4.873203,18.996917,18.93,78.66,-31.45,10.29,1.07,0,4,0.20994324011693166
307,307,13600,2.92119,17.89171,18.89,117.79,-13.2,8.83,0.7040000000000001,0,4,0.5129737125969929
310,310,23750,5.104997,17.816414,18.78,64.38,-31.98,8.82,0.73,0,4,-0.08406705794890518
317,317,22826,4.912126,12.352201,18.58,92.23,-39.95,7.13,0.583,0,4,0.4018706669749347
323,323,23498,5.052127,13.730669,18.44,65.95,-18.46,9.0,0.765,0,4,-0.12096586927356702
326,326,15278,3.2851440000000003,24.03515,18.4,107.1,6.09,8.96,0.7190000000000001,0,4,0.35184974115025097
329,329,20087,4.306445,21.579297,18.25,96.42,-33.92,5.64,0.277,0,4,0.4428137422975096
331,331,19789,4.241783,22.451865,18.12,95.09,-34.1,7.05,0.424,0,4,0.4294065340483052
332,332,15074,3.238277,9.130905,18.08,273.8,-81.77,11.16,1.16,0,4,0.3915552720941182
333,333,19038,4.078254,22.081926,18.04,91.73,-58.52,4.36,1.064,0,4,0.3030307102367446
334,334,13977,3.000855,9.178807,17.99,120.6,139.67,10.03,0.84,0,4,0.017795667342299162
336,336,25677,5.483924,10.249279,17.9,122.04,-79.77,10.98,1.629,0,4,0.4087930501804756
340,340,21703,4.66014,13.123099,17.64,236.38,-141.18,8.93,0.83,0,4,0.3412307170562842
341,341,14721,3.169418,18.345566,17.55,163.7,-58.68,8.69,0.682,0,4,0.529260310303292
347,347,13631,2.92564,18.773795,17.36,282.82,-146.54,9.74,0.8390000000000001,0,4,0.2772990245312907
354,354,22565,4.8562400000000014,18.839861,17.27,79.66,-32.76,5.08,0.214,0,4,0.22786060328688004
355,355,16548,3.551474,4.958113,17.2,121.87,20.31,11.88,1.378,0,4,0.35284695679584216
357,357,22566,4.856449,15.433467000000002,17.14,67.63,-17.21,7.9,0.527,0,4,-0.09359060981331921
372,372,19757,4.2355870000000015,9.406708,16.56,110.12,-7.26,11.09,1.21,0,4,0.4453888140270154
373,373,24480,5.253224,20.05609,16.54,64.67,-36.47,7.72,0.687,0,4,-0.06128555570774732
382,382,18719,4.010983,20.380424,16.04,142.36,-76.67,8.66,0.705,0,4,0.4739029756715795
383,383,24289,5.212581,4.321089,16.01,229.55,-81.68,10.57,0.8,0,4,0.43430819413306065
384,384,13589,2.918026,21.595149,16.01,146.33,-99.03,8.66,0.66,0,4,0.4008143780873391
385,385,18347,3.922546,19.380886,16.0,182.14,-105.11,8.88,0.608,0,4,0.41717415103393896
386,386,21741,4.66829,23.304547,15.96,74.68,-38.05,9.4,0.8109999999999999,0,4,0.15043695842276603
392,392,20482,4.389681,19.658676,15.82,98.53,-32.57,9.39,0.908,0,4,0.4586679857249122
393,393,22253,4.790608,23.050919,15.74,77.6,-42.56,10.69,1.112,0,4,0.188713232189981
396,396,25966,5.539695,14.875156,15.48,96.22,-169.91,10.81,1.109,0,4,-0.020914243455303936
397,397,19971,4.281944,4.542699,15.44,170.16,4.61,7.84,0.644,0,4,0.48340525305238674
402,402,15683,3.36731,17.23997,15.33,168.25,-175.03,10.9,0.99,0,4,0.22585563520536406
404,404,20769,4.450173,19.117651,15.26,95.44,-130.1,7.69,0.586,0,4,0.034371730606518325
410,410,15565,3.342696,12.346597,15.14,136.66,12.12,7.34,0.468,0,4,0.44119762154519554
411,411,21138,4.531242,15.499484,15.11,100.76,-23.42,11.02,1.28,0,4,0.4565920598906099
413,413,20601,4.412007,4.699946,14.97,99.52,-1.15,8.93,0.758,0,4,0.3235175798489886
415,415,17803,3.810796,21.056622,14.91,105.89,-179.26,10.56,1.11,0,4,0.018617775623951047
418,418,22782,4.900847,17.026825,14.82,78.04,-0.66,7.22,0.536,0,4,0.02852734967359468
429,429,19082,4.090464,19.442162,14.56,123.06,-28.43,11.41,1.347,0,4,0.5571973207876658
432,432,26676,5.66937,12.178103,14.3,271.77,-70.44,10.2,0.65,0,4,0.4017056693516908
433,433,21503,4.61857,22.284253,14.29,201.54,-5.46,9.47,0.75,0,4,0.479152584278312
443,443,14676,3.160096,5.20288,13.83,71.03,-28.47,7.99,0.58,0,4,0.023194991468678327
444,444,14152,3.040947,22.373501,13.81,101.08,-31.7,7.92,0.506,0,4,0.4697760392330568
445,445,24283,5.2116690000000006,23.893266,13.8,243.28,-131.05,10.32,0.88,0,4,0.35415204039227294
456,456,22942,4.9364,13.975413,13.56,107.2,-71.78,8.81,0.78,0,4,0.36704778916955016
471,471,22362,4.8142,5.544464,13.31,133.59,-107.63,10.57,0.96,0,4,0.33226418846279515
480,480,19818,4.249817,5.177635,13.12,80.24,-45.94,9.56,0.625,0,4,0.2046397583268069
481,481,13982,3.00143,10.656014,13.11,139.87,-77.08,7.51,0.475,0,4,0.46659065515356335
485,485,13748,2.949635,10.480956,13.09,94.63,-144.23,10.62,0.713,0,4,-0.0006781312189258142
489,489,18618,3.983422,9.781687,12.85,95.92,-45.88,8.19,0.613,0,4,0.40280586888753483
500,500,17332,3.709741,6.986692999999999,12.62,178.93,-99.71,10.9,0.9,0,4,0.4276114643578567
503,503,24527,5.26203,12.879306,12.54,149.58,-121.02,8.96,0.6729999999999999,0,4,0.33259401493284974
505,505,15961,3.425265,17.142616,12.47,197.63,-65.59,9.43,0.7,0,4,0.4873648043651746
511,511,14098,3.03072,16.518033,12.33,183.55,-59.25,8.24,0.504,0,4,0.5103389752223397
512,512,26828,5.69632,22.870352,12.32,194.34,-125.43,7.92,0.495,0,4,0.36980676729466744
518,518,22684,4.878335,20.000608,12.14,72.14,-19.74,9.28,1.128,0,4,0.009027709337012989
520,520,15134,3.252127,16.303396,12.13,133.29,-78.41,8.83,0.67,0,4,0.4486143477976431
527,527,14132,3.037661,18.329183,11.94,114.8,-62.11,9.6,0.655,0,4,0.4551058905071667
534,534,16896,3.622969,18.596885,11.73,142.33,-4.15,8.73,0.518,0,4,0.507424715674955
536,536,14054,3.016051,5.287937,11.69,189.55,-95.1,8.16,0.914,0,4,0.43727549141608235
540,540,22751,4.89409,23.020273,11.62,65.74,-27.54,9.29,0.503,0,4,-0.09504537614643817
551,551,19696,4.219711,16.766833,11.33,147.29,-45.69,9.15,0.64,0,4,0.5559752251991045
562,562,19388,4.152769,19.609217,11.21,107.44,-31.64,5.51,1.077,0,4,0.5055487116737251
564,564,18096,3.868058,18.134833,11.19,69.95,-23.15,9.35,0.612,0,4,-0.02586034968915323
573,573,21321,4.576891000000002,6.523676,11.11,112.23,-117.5,9.41,0.5479999999999999,0,4,0.19192516759519906
590,590,16374,3.5155830000000003,18.799418,10.83,131.32,-70.85,8.12,0.58,0,4,0.4715019682843961
593,593,22176,4.7713410000000005,18.734693,10.81,73.03,-69.79,5.99,1.221,0,4,-0.05667343277505596
600,600,15206,3.267535,11.628448,10.74,194.35,-14.44,8.01,0.608,0,4,0.4983331340230926
601,601,16813,3.606762,20.067612,10.69,95.66,-50.3,7.47,0.502,0,4,0.3788005159430899
608,608,28139,5.94707,11.521058,10.62,105.96,-56.71,5.89,1.111,0,4,0.4283346818232918
626,626,18449,3.943361,6.710560000000001,10.35,78.23,-56.14,7.85,0.35200000000000004,0,4,0.11269356330647541
629,629,24030,5.165822,5.557429,10.29,271.4,-70.78,9.71,0.52,0,4,0.4003638153636302
666,666,14702,3.165664,6.704822,9.95,109.46,-57.2,8.16,0.7609999999999999,0,4,0.4406442453828748
670,670,21332,4.578391000000001,17.748185999999997,9.87,67.96,-33.24,7.91,0.411,0,4,-0.02335540221668276
692,692,22306,4.80435,23.763226,9.62,104.74,-167.97,10.19,0.696,0,4,0.025702680537535636
700,700,21684,4.654872,11.26507,9.56,84.37,-58.8,9.68,0.72,0,4,0.19584094772822755
719,719,17408,3.729781,19.665032,9.39,115.75,-56.56,6.13,0.994,0,4,0.4782693746809087
745,745,22105,4.757727,19.348866,9.08,132.08,-123.92,9.32,0.89,0,4,0.267762520056565
821,821,18346,3.922069,23.360397,8.61,69.97,-9.28,8.4,1.01,0,4,-0.10671937030707694
847,847,16488,3.538703,4.650128,8.36,134.47,-49.81,9.61,0.682,0,4,0.532565664509367
925,925,15083,3.242224,12.656933,7.88,69.3,-32.89,9.36,0.8009999999999999,0,4,-0.00447413899191499
931,931,13533,2.904987,15.495463,7.86,84.54,-31.53,8.57,0.418,0,4,0.2747258356438555
941,941,23344,5.021284,4.110284,7.8,154.34,-146.31,9.79,0.413,0,4,0.26415402669356275
972,972,17779,3.80622,8.580378999999999,7.65,92.26,-17.14,7.4,1.107,0,4,0.3180169582386624
981,981,16738,3.588687,11.396758,7.61,176.85,0.25,8.29,0.575,0,4,0.48751976044249384
998,998,17995,3.846182,8.447752000000001,7.51,68.39,-37.33,8.04,0.525,0,4,-0.009791270509953237
1006,1006,17746,3.800087,16.962506,7.46,67.95,-17.66,7.98,0.406,0,4,-0.11235613089432747
1019,1019,14036,3.012262,10.870388,7.39,81.25,-34.38,5.93,1.5930000000000002,0,4,0.2265168155348715
1047,1047,15109,3.248106,15.527143,7.27,171.94,-56.02,9.51,0.642,0,4,0.5216263017574048
1058,1058,13786,2.957959,16.293711,7.2,76.1,-39.81,6.9,1.2,0,4,0.1576882779697135
1071,1071,22852,4.916402,5.381967,7.15,190.28,-43.36,12.39,0.57,0,4,0.5130697790083096
1122,1122,23310,5.0131260000000015,4.567638,6.88,84.73,-35.94,6.69,1.032,0,4,0.2680414185749522
1136,1136,14111,3.0323130000000003,13.239347,6.78,83.96,-40.09,9.37,0.4270000000000001,0,4,0.27727776109133506
1175,1175,17605,3.771145,7.692611,6.63,102.05,-70.69,10.09,0.68,0,4,0.31920837895935344
1179,1179,16950,3.634689,20.233853,6.62,68.27,-45.28,9.45,0.7559999999999999,0,4,-0.021791505093453373
1192,1192,20540,4.401255,12.972411,6.58,69.19,-36.4,7.7,1.0,0,4,0.005297237663297866
1326,1326,17643,3.780486,11.184102,5.99,97.51,-55.94,8.27,1.072,0,4,0.35630290569162304
1472,1472,15918,3.416486,10.010043,5.37,87.46,-10.7,7.96,1.034,0,4,0.21587085588937033
1494,1494,16362,3.51306,5.367028,5.3,80.03,-8.41,7.03,0.95,0,4,0.07412582887257589
1538,1538,24543,5.265529,21.821982,5.15,245.77,16.44,10.24,0.6809999999999999,0,4,0.4014767121790711
1542,1542,14792,3.183638,9.989652,5.13,165.72,-22.58,9.65,0.604,0,4,0.5318785816870596
1580,1580,21089,4.5195940000000006,18.819889,4.96,171.38,-155.99,10.6,1.1,0,4,0.2717421242009195
1591,1591,20226,4.3344580000000015,23.598785,4.91,140.66,-35.19,7.19,1.113,0,4,0.5522912080586256
1759,1759,18995,4.069724,23.407527,4.39,90.45,-116.79,8.2,0.657,0,4,0.012590984740999097
1881,1881,23599,5.074108,10.186808,3.98,112.43,-94.14,10.32,0.59,0,4,0.27990656346976184
2047,2047,14993,3.22081,21.644716,3.41,64.98,-38.58,8.23,0.496,0,4,-0.08236127565300505
2287,2287,16706,3.582929,17.710568,2.54,67.34,-41.49,9.85,0.7,0,4,-0.027185061211335203
2303,2303,17128,3.668665,4.6303410000000005,2.47,132.5,2.18,10.04,0.643,0,4,0.4479181250441271
2352,2352,23574,5.068173000000002,17.124875,2.26,98.52,-51.59,8.78,1.028,0,4,0.37591357648782
53,53,13834,2.968117,20.668733,31.41,234.79,-31.64,5.8,0.415,1,4,0.46232979722367407
84,84,20441,4.379106,16.79104,26.96,173.3,4.67,7.86,0.677,1,4,0.48751444256779025
91,91,19554,4.188967,5.523047,25.89,146.86,5.0,5.71,0.36,1,4,0.4818030567835605
96,96,18658,3.994582,10.330402,25.42,133.06,-3.5,6.35,0.417,1,4,0.502998825152397
104,104,20978,4.4993690000000015,16.67284,24.71,105.04,-28.33,9.08,0.865,1,4,0.5083729914740424
110,110,20557,4.404049,21.736244,24.47,119.1,-46.63,7.13,0.518,1,4,0.5367392120852112
112,112,20605,4.413349,15.874718,24.41,102.58,-26.06,11.66,1.408,1,4,0.48504595132658196
115,115,21053,4.512999,16.148695999999994,24.28,98.2,-22.75,6.5,0.428,1,4,0.4432237721596041
116,116,20951,4.492113,17.893182,24.19,107.0,-33.31,8.95,0.831,1,4,0.5244573137936791
118,118,18170,3.886124,17.327083,24.14,143.97,-29.93,5.97,0.354,1,4,0.5702761778808226
125,125,22607,4.863886,13.655155,23.91,106.84,-16.0,6.3,0.502,1,4,0.4807653295059023
141,141,20215,4.331905,16.522588,23.27,121.27,-36.65,6.85,0.509,1,4,0.5681837140888472
142,142,20935,4.489043,17.544935,23.25,104.88,-31.65,7.02,0.526,1,4,0.51285412562822
144,144,19504,4.178435,18.423253,23.22,123.92,-31.41,6.61,0.4270000000000001,1,4,0.5696079088547149
145,145,21317,4.576475,15.50462,23.19,100.66,-28.04,7.9,0.631,1,4,0.4786503742574221
146,146,21152,4.534669,5.410035,23.13,114.15,6.17,6.37,0.42,1,4,0.39466004329116644
147,147,23214,4.995645,15.916734,23.09,87.21,-29.19,6.75,0.45,1,4,0.3385167799532794
153,153,21474,4.611312,15.869329,22.99,93.78,-23.02,6.64,0.442,1,4,0.40035962675067766
154,154,21066,4.5158809999999985,10.751767999999998,22.96,104.19,-10.52,7.03,0.472,1,4,0.4338073937923247
158,158,21267,4.562956,13.251883,22.8,101.77,-17.93,6.62,0.429,1,4,0.4546624508671033
164,164,21459,4.608094,23.340855,22.6,109.97,-53.86,6.01,0.38,1,4,0.4733400611459398
166,166,20527,4.398448,14.052113,22.57,115.9,-15.21,10.89,1.288,1,4,0.5167356978568528
167,167,21039,4.510803,15.691879,22.55,104.17,-24.29,5.47,0.258,1,4,0.49503130483153424
169,169,19877,4.262857,15.400695,22.51,114.38,-22.07,6.31,0.4,1,4,0.5370294319463733
172,172,20542,4.4016,17.444129999999998,22.36,109.99,-33.47,4.8,0.154,1,4,0.5382422798324893
176,176,21137,4.5310440000000005,15.85156,22.25,107.59,-32.38,6.01,0.338,1,4,0.5279212803171897
177,177,20553,4.40346,14.758207,22.25,97.38,-33.51,7.58,0.604,1,4,0.45744075356160735
181,181,20648,4.424829,17.92791,22.05,108.26,-32.47,4.3,0.049,1,4,0.5295382928550139
182,182,20693,4.432594,5.150144999999998,22.03,96.32,4.55,7.36,0.509,1,4,0.2680792395583825
185,185,19781,4.240458,14.625035,21.91,105.61,-19.86,8.45,0.693,1,4,0.49047686679207225
186,186,20894,4.477706,15.870883,21.89,108.66,-26.39,3.4,0.179,1,4,0.5226246074703775
189,189,21036,4.510379,13.724402,21.84,108.06,-19.71,5.4,0.263,1,4,0.502457646913367
190,190,20762,4.448428,13.138172,21.83,104.54,-18.1,10.48,1.146,1,4,0.47413959453673427
191,191,20815,4.459969,15.589188,21.83,103.54,-25.16,7.41,0.537,1,4,0.4939420234991141
195,195,20719,4.440169,16.853322,21.76,103.64,-17.58,8.04,0.6509999999999999,1,4,0.4680489764424453
199,199,15310,3.292439,7.690152,21.64,170.41,-7.48,7.78,0.617,1,4,0.5149746156387254
202,202,20948,4.491764,17.863163,21.59,105.72,-32.56,6.9,0.451,1,4,0.5185041159608532
204,204,20712,4.438472,21.470434,21.54,105.82,-36.48,7.36,0.557,1,4,0.5160136128311764
209,209,20661,4.427033,15.94101,21.47,104.62,-28.83,6.44,0.509,1,4,0.5081653145980783
210,210,20440,4.378936,15.056091,21.45,111.98,-19.88,6.97,0.518,1,4,0.52218112282555
211,211,20741,4.444478,16.746899,21.42,110.29,-27.82,8.1,0.664,1,4,0.5356160340155255
214,214,20019,4.29415,16.947859,21.4,113.07,-21.39,8.32,0.7559999999999999,1,4,0.5308390210926841
215,215,21273,4.5641440000000015,14.844423999999998,21.39,103.69,-25.94,4.65,0.255,1,4,0.49464989725280595
222,222,20455,4.3822480000000015,17.542514,21.29,107.75,-28.84,3.77,0.983,1,4,0.5227998180863673
223,223,20850,4.467899,13.867942,21.29,106.16,-17.59,9.02,0.8390000000000001,1,4,0.48404017353888135
224,224,19261,4.128329,15.162788,21.27,127.06,-22.75,6.02,0.397,1,4,0.5601571787871985
226,226,20146,4.318891000000002,17.524749,21.24,112.8,-29.89,8.47,0.721,1,4,0.547230547974343
228,228,20492,4.392314,14.670478,21.23,107.57,-18.24,9.11,0.855,1,4,0.49515547086183503
229,229,20261,4.34342,15.095453,21.2,108.79,-20.67,5.26,0.225,1,4,0.5099263648843464
231,231,20205,4.32989,15.627642000000002,21.17,115.29,-23.86,3.65,0.981,1,4,0.5416451040173904
233,233,20255,4.340308,18.742608,21.12,119.59,-48.17,6.11,0.404,1,4,0.5356882977018136
235,235,20899,4.480082,17.285464,21.09,105.58,-30.05,7.83,0.609,1,4,0.5156726101982456
236,236,20485,4.390356,15.763113,21.08,126.22,-30.5,10.47,1.231,1,4,0.5707222247054718
237,237,19796,4.242873,10.701388,21.08,119.81,-5.22,7.11,0.514,1,4,0.4828355283825977
240,240,20889,4.4769440000000005,19.180432,21.04,107.23,-36.77,3.53,1.014,1,4,0.5228732331456143
243,243,20713,4.439095,15.618265,20.86,114.66,-33.3,4.48,0.262,1,4,0.5532103826256103
246,246,20679,4.429878,18.017272,20.79,112.62,-35.79,8.99,0.935,1,4,0.5486522656560868
247,247,20577,4.407868,16.886166,20.73,110.89,-24.72,7.79,0.599,1,4,0.531581897158493
249,249,20885,4.476249,15.962181,20.66,104.76,-15.01,3.84,0.952,1,4,0.46121365344968546
250,250,20480,4.389536,21.379095,20.63,99.77,-39.07,8.84,0.758,1,4,0.4729625020236706
251,251,20916,4.48327,16.159092,20.58,90.28,-25.47,6.59,0.536,1,4,0.36679889312839886
261,261,22550,4.853482,11.068026,20.15,87.6,-8.72,6.79,0.5429999999999999,1,4,0.2471006603792478
264,264,20491,4.391778,24.405402,20.04,93.11,-45.08,7.18,0.462,1,4,0.38545679292856877
267,267,20082,4.305354,16.088341,20.01,121.88,-19.72,9.57,0.98,1,4,0.5464770799027672
270,270,21008,4.504992,19.840576,19.94,94.9,-28.3,7.09,0.47,1,4,0.4241637651886727
271,271,20350,4.358964,18.417582,19.83,111.05,-31.69,6.8,0.441,1,4,0.5417424222135284
281,281,20086,4.306108999999998,17.421641,19.57,120.57,-40.55,10.01,1.097,1,4,0.5599540280732757
282,282,20349,4.358791,21.039877,19.55,105.2,-36.0,6.79,0.434,1,4,0.5121438027683188
284,284,19934,4.275966,21.907469,19.48,105.61,-37.59,9.14,0.813,1,4,0.5124393410565575
286,286,20357,4.3596650000000015,14.409789000000002,19.46,105.19,-19.11,6.6,0.412,1,4,0.48326648213868645
294,294,22524,4.846818,16.210455,19.3,83.97,-24.87,7.29,0.536,1,4,0.27608176491104863
311,311,20567,4.406187,17.078951,18.74,99.08,-27.93,6.96,0.45,1,4,0.4632918639566782
324,324,20873,4.473167,14.740974,18.42,109.72,-21.27,5.9,0.325,1,4,0.5141278313073026
342,342,21179,4.5404589999999985,13.113232,17.55,102.37,-18.77,11.0,1.194,1,4,0.45647465203784554
351,351,20827,4.463066,14.417748,17.29,101.43,-20.0,9.48,0.929,1,4,0.4559267661303011
811,811,20810,4.458986,15.365354,8.66,86.29,-25.06,11.05,0.8079999999999999,1,4,0.28161347749711935
965,965,20952,4.492413,13.894709,7.68,176.16,-15.25,7.72,1.216,1,4,0.517014856535278
6,6,20917,4.4833680000000005,21.922702,87.17,-65.14,175.55,8.3,1.3630000000000002,0,5,0.19553060172359596
33,33,17336,3.710246,17.293495,38.75,-128.77,28.38,7.07,0.659,0,5,0.16459584343585934
69,69,23286,5.009388,14.38381,28.49,40.45,52.03,6.75,0.6729999999999999,0,5,0.40184131526934086
83,83,19719,4.225862,7.7160449999999985,27.04,-3.99,4.45,5.29,0.366,0,5,0.5788942897774657
94,94,21158,4.5355300000000005,21.632358,25.55,-0.39,-2.75,7.08,0.6409999999999999,0,5,0.5804117976688734
95,95,20084,4.305758,20.360547,25.45,-51.18,27.58,10.46,1.285,0,5,0.3890031733736851
97,97,18907,4.052606,5.989305,25.24,5.52,-1.63,3.91,0.032,0,5,0.5853016114760744
105,105,15875,3.407948,6.985016000000001,24.7,-25.72,-30.67,10.28,1.28,0,5,0.278774780225241
129,129,28122,5.943642,10.551743,23.63,-16.57,10.15,9.48,0.722,0,5,0.5617945159885368
132,132,15724,3.375715,17.725354,23.55,40.02,-29.15,8.83,0.882,0,5,0.19050000394717517
135,135,14211,3.053805,22.369838,23.43,26.62,40.59,10.78,1.14,0,5,0.46498043192584776
139,139,23287,5.009426,3.615749,23.33,10.35,-27.39,6.65,-0.053,0,5,0.37025714879345106
156,156,16786,3.600095,8.760196,22.94,25.99,23.86,12.45,1.444,0,5,0.5141861365731739
216,216,24021,5.1627540000000005,7.181589,21.39,51.64,14.61,7.41,0.464,0,5,0.4044073601930289
220,220,24336,5.223622,3.687102,21.36,-36.81,22.24,7.82,0.637,0,5,0.4598078419581773
242,242,20616,4.416757,11.977924,21.0,43.19,-16.32,8.41,0.639,0,5,0.3336003740222156
266,266,21961,4.720488,24.08892,20.03,15.62,-18.3,6.18,0.544,0,5,0.48006483708384795
275,275,27118,5.750498,4.008111,19.79,-11.0,-34.02,6.09,0.32,0,5,0.287909892336456
301,301,20397,4.36693,12.509087,19.15,29.73,66.31,9.27,0.6890000000000001,0,5,0.40519653537645356
308,308,23871,5.130111,20.418379,18.8,-49.12,-31.33,5.28,0.118,0,5,0.19001418089761693
313,313,28428,6.0038290000000005,4.835526,18.69,-60.84,136.49,7.46,0.639,0,5,0.2597308247481978
315,315,26651,5.664304,24.225465,18.64,-3.06,40.18,7.12,0.398,0,5,0.5044939523013708
319,319,19257,4.127623000000002,9.494036,18.55,-50.75,-35.61,11.49,1.165,0,5,0.14897482837372567
320,320,23983,5.155456,9.829579,18.54,63.54,-7.87,5.43,0.249,0,5,0.21511134470352294
327,327,22616,4.8658839999999985,9.872702,18.3,20.57,-29.64,6.82,0.423,0,5,0.3163023417620059
328,328,24923,5.340395,11.609818,18.26,50.64,-13.41,9.03,0.765,0,5,0.3164276181949257
344,344,20366,4.361575,10.771671,17.53,-30.55,-11.81,8.69,0.603,0,5,0.4634593094187403
346,346,26100,5.566664,15.584546,17.44,-50.85,-28.43,7.32,0.58,0,5,0.21538728719971348
348,348,27641,5.850906,11.498891,17.35,-5.51,11.64,6.94,0.828,0,5,0.6244957453095864
349,349,26761,5.684849,24.350258,17.34,-11.24,17.63,7.6,0.519,0,5,0.5734958426707977
352,352,26604,5.654775,10.259854,17.29,1.98,-28.94,8.25,0.6940000000000001,0,5,0.41038664728718377
353,353,18843,4.040634,15.133954999999998,17.28,16.45,28.53,9.57,0.6970000000000001,0,5,0.5463191244495089
363,363,22509,4.843534,8.900176,16.84,-0.87,-31.57,4.35,0.01,0,5,0.35954845354759435
365,365,23312,5.013579,4.733114,16.77,71.5,10.67,9.71,0.957,0,5,0.14321228778057662
367,367,19157,4.106361,14.402211,16.75,66.54,59.34,7.3,0.496,0,5,0.23569893689562516
368,368,17032,3.651238,9.652843,16.71,8.72,-31.46,9.07,0.7,0,5,0.34550328827328325
369,369,16723,3.586155,5.714012,16.71,7.55,-34.75,7.48,0.515,0,5,0.27563525271255396
370,370,23662,5.085148,6.130226,16.69,49.05,-4.87,7.69,0.509,0,5,0.3800446483151553
377,377,14997,3.221875,11.553611,16.3,26.46,-19.44,9.18,0.7120000000000001,0,5,0.4435332203527522
378,378,23277,5.008246,5.098969,16.18,34.41,-30.87,8.02,0.57,0,5,0.22121750540757232
380,380,17684,3.788095,23.726751,16.1,-34.04,-25.39,6.98,0.542,0,5,0.31931649699905496
387,387,25435,5.4397410000000015,3.856596,15.96,51.23,36.89,7.65,0.473,0,5,0.3982491814746561
389,389,19147,4.103625,8.502886,15.89,23.39,109.21,7.76,0.462,0,5,0.3250031254436927
400,400,16930,3.631241,5.64132,15.37,-30.72,16.99,7.78,0.574,0,5,0.5089965407803293
403,403,20794,4.456169,7.062489,15.28,33.45,-3.6,7.58,0.408,0,5,0.5025593708275047
407,407,22021,4.734367,12.991348,15.18,3.71,49.45,7.61,0.442,0,5,0.4857629516435255
417,417,21091,4.519743,11.244391,14.85,42.91,2.65,8.7,0.665,0,5,0.45531829064894175
426,426,22850,4.916212000000002,19.485388,14.67,63.32,-28.41,6.36,0.292,0,5,0.12326123755562478
435,435,22889,4.922976,5.636393,14.24,62.7,32.48,8.36,0.599,0,5,0.29269259285189975
437,437,26129,5.571554,11.988899,14.13,-21.72,15.16,9.1,0.6609999999999999,0,5,0.5646849363514288
440,440,15661,3.361629,10.829897,13.94,22.55,-19.64,9.67,0.7979999999999999,0,5,0.4820643452421161
441,441,16663,3.574037,6.038027,13.89,-15.18,-17.02,10.95,1.15,0,5,0.5394916204031317
442,442,18555,3.970962,7.605288000000002,13.87,20.41,-3.47,7.75,0.546,0,5,0.604019560682746
446,446,23701,5.094549,6.465177,13.78,66.03,4.23,9.86,0.947,0,5,0.22228710105181354
447,447,15368,3.302132,8.044260000000001,13.76,58.94,-3.7,11.47,0.9,0,5,0.3211101635851786
450,450,16008,3.435769,12.481788,13.68,-75.75,-32.47,8.46,0.584,0,5,0.11478592483813253
457,457,25717,5.490907,13.427551,13.56,-16.11,-8.18,8.19,0.463,0,5,0.6042907644828444
458,458,22833,4.913027,11.426006,13.54,-16.31,13.63,5.18,0.121,0,5,0.5940485931712359
460,460,16924,3.629953,15.430552,13.52,22.43,-29.51,6.4,0.16699999999999998,0,5,0.3212092804507804
461,461,21395,4.592756,12.100483,13.51,40.14,-16.95,8.91,0.59,0,5,0.3721258524550787
462,462,24124,5.181234,6.274419,13.51,-0.74,2.1,10.94,0.979,0,5,0.6676563591858017
466,466,25336,5.418851,6.349702,13.42,-8.75,-13.28,1.64,-0.224,0,5,0.5974443814598404
467,467,17453,3.741168,20.928737,13.39,26.61,-13.8,6.09,0.028,0,5,0.4967572339612269
468,468,21257,4.56058,16.323339,13.36,14.41,-16.56,6.58,0.188,0,5,0.5738922003727139
470,470,25205,5.391963,5.323086,13.32,-30.42,16.63,6.34,0.123,0,5,0.5141077315573371
482,482,27431,5.808563,7.551313,13.11,12.93,-9.94,7.08,0.413,0,5,0.6298263942471694
483,483,23795,5.11272,6.421652,13.11,-44.69,-6.05,8.01,0.523,0,5,0.40206375661833493
486,486,14640,3.152925,7.460419,13.02,-4.93,0.98,7.62,0.441,0,5,0.6680958408377593
488,488,19946,4.2779620000000005,3.698898,12.89,7.42,-3.78,9.91,0.7829999999999999,0,5,0.6573195728556533
491,491,27933,5.910181,11.485473,12.76,36.97,-34.79,7.31,0.278,0,5,0.14175694557416982
494,494,20041,4.298208,17.399307999999998,12.74,-4.62,-14.49,8.76,0.586,0,5,0.6291076952593189
495,495,25814,5.5131739999999985,8.398878999999999,12.7,-16.1,55.69,8.05,0.628,0,5,0.4537141504410367
497,497,23854,5.127365,23.278609,12.65,36.62,-11.76,9.09,0.512,0,5,0.42888597247136545
498,498,25073,5.368327,7.089633,12.64,-37.72,2.1,7.73,0.438,0,5,0.4726578008603919
499,499,18856,4.042453,6.6311339999999985,12.63,-29.86,-6.48,10.67,0.922,0,5,0.5042770483455039
502,502,14908,3.206874,22.880583,12.61,-10.53,34.93,8.82,0.5589999999999999,0,5,0.5270529472699131
504,504,26936,5.716403,5.4981300000000015,12.5,-14.66,-8.31,9.59,0.457,0,5,0.6053878538160696
506,506,19175,4.110386,19.152915,12.47,29.44,64.6,7.48,0.379,0,5,0.4133697691358315
507,507,20150,4.31918,13.720609,12.47,11.0,-10.77,7.75,0.458,0,5,0.6476424089690742
509,509,24971,5.348118,9.724651,12.36,-1.23,34.73,6.62,0.155,0,5,0.5455790511496089
