recno;TYCID1;TYCID2;TYCID3;RA_J2000_24;DE_J2000;pmRA;pmDE;BT;VT;V;B-V;HD;HIP;Plx;is_hyades;cluster;silhouette
52333;647;1;1;3.021473;14.982241;38.4;-52.1;8.548;7.852;7.789;0.592;18752;14069;4.22;0;0;0.1662610908
52335;647;35;1;2.980936;14.12878;0.1;-28.4;11.225;10.389;10.314;0.711;      ;;;0;0;0.0277718168
52336;647;88;1;2.957821;14.22401;9.7;-5.4;11.904;10.942;10.855;0.818;      ;;;0;0;0.0082671048
52340;647;129;1;2.920523;14.412694;4.5;-13.4;11.402;10.779;10.723;0.53;      ;;;0;0;0.1033180513
52344;647;151;1;3.046567;14.082919;28.9;-29.4;11.258;10.658;10.604;0.51;      ;;;0;0;0.0797958377
52352;647;208;1;2.927852;14.706752;-10.3;-18.8;8.061;7.85;7.831;0.179;18192;13643;6.2;0;0;0.1622036343
52359;647;277;1;2.959697;14.333248;13.3;-4.2;11.273;10.214;10.119;0.9;18382;;;0;0;-0.0012321622
52374;647;544;1;2.997309;14.313472;-7.5;-1.3;11.239;11.104;11.092;0.115;      ;;;0;0;0.1345753303
52375;647;548;1;2.912043;13.638731;-1.7;-10;9.815;9.604;9.585;0.179;18092;;;0;0;0.067498899
52378;647;570;1;3.06356;14.269323;13.8;-40.4;11.397;10.834;10.783;0.479;      ;;;0;0;0.1117236623
52384;647;672;1;2.963258;14.070044;-17;5;9.682;9.315;9.282;0.312;18406;13810;8.05;0;0;0.1022267354
52388;647;694;1;2.908798;14.048636;52.3;-15.1;10.514;9.833;9.772;0.579;      ;;;0;0;0.0483897863
52394;647;774;1;2.920879;14.383178;4.3;0.6;11.618;11.128;11.084;0.417;      ;;;0;0;0.1196117608
52398;647;817;1;2.956108;14.697028;56.3;-2.5;9.817;9.386;9.347;0.366;18343;;;0;0;0.1621481822
52401;647;876;1;3.040012;14.939738;22.8;5.9;10.936;10.31;10.254;0.532;      ;;;0;0;0.1780540112
52403;647;904;1;3.011389;14.637222;-17.5;0.1;11.031;10.725;10.697;0.26;      ;;;0;0;0.1668212653
52673;654;57;1;3.090367;14.276049;13.4;8.3;9.678;9.008;8.948;0.57;19167;;;0;0;0.0943611248
52676;654;119;1;3.072858;14.858336;53.9;-74.7;10.493;9.798;9.735;0.591;      ;;;0;0;0.1593260459
52677;654;135;1;3.08915;14.07722;13.7;-7.7;11.189;10.635;10.585;0.471;      ;;;0;0;0.0912223231
52680;654;156;1;3.098299;14.003964;3.3;13;11.788;11.069;11.004;0.611;      ;;;0;0;0.0470713017
52683;654;173;1;3.129212;14.63463;69.5;-0.5;9.765;9.185;9.133;0.493;19410;;;0;0;0.1619899797
52688;654;198;1;3.149809;14.61327;7.4;2.7;11.567;11.077;11.033;0.417;      ;;;0;0;0.1733398982
52691;654;228;1;3.091354;13.425319;18.5;-15.4;11.475;11.365;11.355;0.093;      ;;;0;0;0.0638763079
52692;654;231;1;3.096589;14.267617;-0.5;-31;9.568;9.014;8.964;0.471;19208;14404;3.64;0;0;0.1164734862
52695;654;271;1;3.110854;14.775969;18;34.4;9.331;8.773;8.723;0.474;19291;;;0;0;0.1798458903
52696;654;286;1;3.119974;14.015407;2.2;-3.8;11.181;10.707;10.664;0.403;      ;;;0;0;0.0983004679
52702;654;393;1;3.086046;13.36515;13.7;-5;11.546;11.452;11.444;0.08;      ;;;0;0;0.0591558052
52705;654;411;1;3.14633;14.684643;46.1;-24.7;11.014;10.728;10.702;0.243;      ;;;0;0;0.1864286798
52707;654;447;1;3.113162;14.614119;42;-7.1;11.876;11.002;10.923;0.743;      ;;;0;0;0.0871705639
52716;654;882;1;3.201778;14.579792;-15.1;-7.7;11.109;10.605;10.56;0.428;      ;;;0;0;0.1742948487
52718;654;932;1;3.190144;14.578529;-4.3;-13.5;11.213;10.399;10.326;0.692;      ;;;0;0;0.1068351443
52724;654;1054;1;3.167981;14.839252;66.5;29.8;11.296;10.332;10.245;0.819;      ;;;0;0;0.0919393457
52726;654;1218;1;3.227874;14.822943;-29.2;-11.3;10.586;9.967;9.911;0.526;      ;;;0;0;0.1911976497
52727;654;1274;1;3.17015;14.600805;-5.4;-24.5;11.394;10.428;10.341;0.821;      ;;;0;0;0.063252611
52730;654;1558;1;3.194724;14.525981;-3.5;-0.1;11.008;10.408;10.354;0.51;      ;;;0;0;0.1526769097
52733;654;1618;1;3.151982;14.173093;23.4;1;9.712;9.364;9.333;0.296;19550;;;0;0;0.1320597256
52734;654;1623;1;3.185616;14.712283;3.2;3.3;10.402;9.795;9.74;0.516;19753;;;0;0;0.1741398676
52736;654;1678;1;3.186076;14.403926;7.1;0.9;11.86;11.109;11.041;0.638;      ;;;0;0;0.1008501425
52738;654;1721;1;3.16409;13.767767;13.4;-8.9;8.55;8.382;8.367;0.143;19610;14694;4.69;0;0;0.0972971806
52739;654;1743;1;3.223286;14.353052;-1.7;-26.4;9.701;9.074;9.018;0.533;20018;;;0;0;0.1272396071
52746;655;81;1;3.234958;13.894054;-15.4;-41.1;9.302;8.709;8.656;0.504;20087;;;0;0;0.0699741039
52749;655;159;1;3.335632;14.83427;-18.8;-23.1;10.4;9.726;9.665;0.573;      ;15536;6.95;0;0;0.1937343379
52754;655;352;1;3.2552;14.303088;9.2;-27.2;8.714;8.051;7.991;0.564;20212;15153;9.77;0;0;0.1151545326
52755;655;396;1;3.340546;14.174649;13.3;-19.1;9.734;9.168;9.117;0.481;      ;15558;3.42;0;0;0.1249574058
52759;655;595;1;3.346158;14.594003;64;-34.4;11.353;10.314;10.22;0.883;      ;;;0;0;0.0510636084
52760;655;672;1;3.314513;14.319081;10.6;-28.2;10.786;9.887;9.806;0.764;      ;;;0;0;0.0561568858
52761;655;686;1;3.342987;14.659652;-4.6;-11.8;10.968;10.502;10.46;0.396;      ;;;0;0;0.2033806226
52764;655;766;1;3.279536;14.539749;32;-151.1;10.906;9.992;9.91;0.777;      ;;;0;0;0.0788707327
52772;655;1005;1;3.252264;14.896594;0.3;-7.5;10.93;10.883;10.879;0.04;      ;15137;6.13;0;0;0.1957095101
52774;655;1023;1;3.297894;13.847234;-3.1;-0.8;7.671;7.555;7.545;0.099;20458;15345;4.21;0;0;0.1135829249
52775;655;1081;1;3.288559;13.872684;13;-61.2;11.081;10.323;10.255;0.644;      ;;;0;0;0.0292313626
52783;655;1306;1;3.348101;14.202153;49.4;-20.7;10.844;10.242;10.188;0.512;      ;;;0;0;0.1224429856
52790;655;1563;1;3.370559;14.588985;-8.3;-30.6;11.593;10.757;10.682;0.711;      ;;;0;0;0.1171728441
52797;656;123;1;3.557262;14.523553;73.9;-83.5;10.278;9.468;9.395;0.689;      ;;;0;0;0.1301341797
52800;656;259;1;3.512621;14.296163;35;28.4;9.423;8.734;8.672;0.586;      ;16359;11.14;0;0;0.1288358099
52805;656;421;1;3.523319;14.684514;28.1;-36.8;10.156;9.606;9.557;0.468;      ;;;0;0;0.2151999751
52809;656;561;1;3.412399;14.973833;-1.2;-6.1;8.466;8.195;8.171;0.23;21100;15894;7.25;0;0;0.2410303136
52812;656;735;1;3.414286;14.014893;48;3.8;10.179;9.689;9.645;0.417;      ;15906;3.47;0;0;0.1198625211
52813;656;758;1;3.476153;14.115619;7.6;6.6;9.91;9.458;9.417;0.384;      ;;;0;0;0.1435368771
52815;656;840;1;3.48292;14.996786;21.8;-19.5;7.411;7.377;7.374;0.029;21541;16221;4.16;0;0;0.2166788306
52816;656;866;1;3.503213;14.252718;3;-11;9.751;9.251;9.206;0.425;      ;16304;7.74;0;0;0.1594799103
52821;656;1002;1;3.447937;14.154013;0;-36;10.378;9.658;9.593;0.612;      ;;;0;0;0.0938036801
52822;656;1019;1;3.423345;14.087435;-11;-13.5;8.531;8.146;8.111;0.327;21169;;;0;0;0.1416804093
52826;656;1136;1;3.427993;14.449972;-2.2;-18.5;10.326;9.837;9.793;0.416;      ;;;0;0;0.1823491943
52827;656;1146;1;3.408731;14.229254;-9.5;-5;10.562;10.19;10.157;0.316;      ;;;0;0;0.1596208664
52828;656;1165;1;3.451243;14.407546;15.4;-4.1;10.93;10.327;10.273;0.513;      ;;;0;0;0.1610640674
52830;656;1188;1;3.485134;14.366173;14.9;1.7;10.116;9.589;9.542;0.448;      ;;;0;0;0.1708582523
52831;656;1201;1;3.500255;14.206789;20.7;-12.3;10.901;10.113;10.042;0.67;      ;;;0;0;0.0855728163
52832;656;1270;1;3.44114;14.309672;-4.1;-2.2;9.011;8.888;8.877;0.105;21281;;;0;0;0.1656473452
52833;656;1276;1;3.472066;14.724985;36.5;-15.1;11.867;10.878;10.789;0.841;      ;;;0;0;0.0907294606
52835;656;1298;1;3.435783;14.290251;-6.8;-15;11.042;10.16;10.081;0.75;      ;16007;;0;0;0.0645975387
53234;663;65;1;3.712242;14.876303;11.2;-4.4;11.028;10.306;10.241;0.614;      ;;;0;0;0.2175201514
53235;663;69;1;3.607952;14.456737;4.4;3.5;9.84;9.52;9.491;0.272;      ;;;0;0;0.200706065
53236;663;93;1;3.693587;14.837186;-1.8;-27.7;11.859;11.237;11.181;0.529;      ;;;0;0;0.235526161
53237;663;143;1;3.704314;14.521606;2.6;2.2;10.606;10.167;10.127;0.373;      ;;;0;0;0.2132237416
53239;663;221;1;3.690763;14.630195;12.2;11.2;11.065;10.485;10.433;0.493;      ;;;0;0;0.2139234255
53242;663;317;1;3.575937;14.175849;-48;17.7;9.497;8.867;8.81;0.535;      ;16671;7.34;0;0;0.1292132801
53244;663;385;1;3.725764;13.877232;23;-24.4;11.435;10.64;10.568;0.676;      ;;;0;0;0.0420597409
53246;663;429;1;3.615079;14.054622;10.4;-24.6;11.233;10.437;10.365;0.677;      ;;;0;0;0.0655723824
53247;663;497;1;3.690506;14.888629;12.6;-5.1;10.241;9.72;9.673;0.443;      ;17232;8.99;0;0;0.2564540843
53250;663;561;1;3.591138;14.174841;-41.2;-79.4;10.743;9.937;9.864;0.685;      ;16748;11.04;0;0;0.0805899809
53253;663;605;1;3.739589;14.010998;7;-4.1;11.579;10.946;10.889;0.538;      ;;;0;0;0.1103485466
53257;663;637;1;3.722019;14.889028;-3;-4.9;11.092;10.538;10.488;0.471;      ;;;0;0;0.2545788029
53258;663;639;1;3.700458;14.922177;-2.4;-3;10.223;9.559;9.499;0.564;      ;17281;6.1;0;0;0.2386890681
53260;663;701;1;3.708845;14.839551;79.6;-106.3;11.289;10.503;10.432;0.668;      ;;;0;0;0.1924659077
53265;663;745;1;3.708573;14.299076;7.4;-11.8;12.03;11.145;11.065;0.752;      ;;;0;0;0.080091508
53266;663;753;1;3.589195;14.837957;6.5;-78.2;12.035;11.117;11.034;0.78;      ;;;0;0;0.1383883221
53267;663;769;1;3.653996;13.725513;-8.6;-2.1;9.072;8.722;8.691;0.298;22683;;;0;0;0.1072755785
53268;663;783;1;3.733356;14.620436;10.2;-24.4;9.303;8.691;8.636;0.52;23233;17426;8.06;0;0;0.2087721777
53271;663;923;1;3.702639;14.627075;27.9;-25.9;11.441;10.67;10.601;0.655;      ;;;0;0;0.1668360719
53273;663;931;1;3.6512;13.682972;43.5;3;9.884;9.305;9.253;0.492;      ;17031;5.04;0;0;0.0637621194
53277;663;993;1;3.712012;14.283236;14.6;-10.5;12.111;11.336;11.266;0.659;      ;;;0;0;0.1137032242
53278;663;995;1;3.680488;14.345053;-38.2;-30;11.005;10.123;10.044;0.75;      ;;;0;0;0.0864314036
53279;663;1016;1;3.710495;13.801901;0.9;-25;10.569;9.842;9.777;0.618;      ;;;0;0;0.0485219747
53280;663;1100;1;3.670824;14.186673;15.1;-11.7;9.948;9.575;9.541;0.317;      ;;;0;0;0.169461506
53282;663;1182;1;3.718418;13.856849;-76.5;-98.6;11.91;11.089;11.015;0.698;      ;;;0;0;0.0304381028
53288;664;4;1;3.816129;14.975741;5;-29.3;9.632;8.877;8.809;0.642;23865;17836;;0;0;0.2249887858
53291;664;62;1;3.802809;14.195384;55.6;-22.5;11.748;10.985;10.916;0.649;      ;;;0;0;0.107305156
53292;664;120;1;3.857184;14.285124;21;-27.5;11.334;10.521;10.448;0.691;      ;;;0;0;0.107786022
53293;664;130;1;3.852574;14.109278;-3.7;0.8;11.234;10.591;10.533;0.547;      ;;;0;0;0.1280179985
53297;664;301;1;3.748912;14.640033;34.9;-5.1;11.319;10.84;10.797;0.407;      ;17505;6.71;0;0;0.2287797648
53298;664;340;1;3.807719;13.992848;-7.5;-23;10.787;10.071;10.007;0.609;      ;;;0;0;0.0882836546
53303;664;451;1;3.757373;14.054242;63.7;-77.1;10.53;9.62;9.538;0.774;      ;;;0;0;0.0364834666
53304;664;497;1;3.787561;13.737536;14.7;-6.5;11.4;10.722;10.661;0.576;      ;;;0;0;0.0546108301
53307;664;532;1;3.811577;13.641579;-16;-39.6;11.561;10.955;10.9;0.515;      ;;;0;0;0.0573160445
53308;664;536;1;3.84119;13.829386;-7;-3.8;10.45;9.862;9.809;0.5;      ;;;0;0;0.0944390997
53310;664;624;1;3.773959;13.509107;23.6;-23.9;6.964;6.906;6.901;0.049;23538;17617;6.11;0;0;0.098361585
53321;664;811;1;3.854408;13.046076;21.4;-22.7;6.213;6.286;6.293;-0.062;24155;18033;7.36;0;0;0.0621166996
53328;664;986;1;3.845252;14.48889;13.4;-3.2;10.279;9.802;9.759;0.405;      ;;;0;0;0.2108093163
53330;664;1000;1;3.858218;14.720503;13.1;-10.9;10.776;10.758;10.756;0.015;      ;;;0;0;0.2035405084
53331;664;1039;1;3.757441;14.922181;4.2;-24;10.188;9.616;9.565;0.486;      ;;;0;0;0.2580637044
53345;665;205;1;3.95775;13.493712;-6.8;-7.4;11.269;10.736;10.688;0.453;      ;;;0;0;0.0542800402
53348;665;243;1;4.007126;13.896228;6.9;-40;11.664;11.033;10.976;0.536;      ;;;0;0;0.10079193
53354;665;449;1;4.038544;14.304159;71;-54.9;11.689;10.993;10.93;0.592;      ;;;0;0;0.1486732213
53356;665;524;1;4.048959;13.462695;64.2;-11.8;11.877;11.374;11.329;0.428;286409;;;0;0;0.0583308205
53362;665;726;1;4.038439;14.341658;0.9;-1.2;11.89;11.466;11.428;0.36;      ;;;0;0;0.1942418591
53363;665;736;1;4.056655;14.19281;-12.9;-3.6;11.095;10.317;10.247;0.661;      ;;;0;0;0.1097059451
53365;665;784;1;4.073345;14.79952;1.8;-6;11.159;10.616;10.567;0.462;      ;;;0;0;0.2451623057
53367;665;857;1;3.991011;13.730864;4.5;-8;9.389;9.193;9.175;0.167;25067;;;0;0;0.1232003961
53370;665;910;1;3.99085;13.805101;2.7;-8.6;9.643;9.151;9.107;0.418;286405;;;0;0;0.1122841123
53371;665;979;1;3.977636;13.758936;-41.1;-51;10.812;10.074;10.008;0.627;      ;;;0;0;0.0496473862
53373;665;997;1;3.98999;13.733054;5.8;-9.5;8.233;8.151;8.144;0.07;25058;;;0;0;0.1231131695
53376;665;1046;1;3.961745;14.868662;-9.1;-4.8;9.584;9.253;9.223;0.281;24858;;;0;0;0.2561477976
53378;665;1055;1;3.986331;14.443385;-67.6;-87.6;10.487;9.853;9.796;0.539;      ;;;0;0;0.1836086345
53380;665;1072;1;3.958163;13.730929;-3;-6.3;10.176;9.606;9.555;0.485;286350;;;0;0;0.0857025251
53812;678;84;1;4.109901;14.366671;2.9;-4.3;9.989;9.478;9.432;0.434;      ;;;0;0;0.1907060434
53815;678;128;1;4.11113;14.439752;1.7;16.9;11.612;10.983;10.926;0.535;      ;;;0;0;0.1832179066
53816;678;204;1;4.086123;14.309809;14.8;-56.8;11.564;10.787;10.717;0.66;      ;;;0;0;0.1277925349
53819;678;272;1;4.141919;14.176988;-0.7;-12.3;11.804;10.976;10.901;0.704;      ;;;0;0;0.0938142472
53822;678;353;1;4.116442;14.598803;75.9;-21;11.07;10.518;10.468;0.469;      ;;;0;0;0.2169850002
53824;678;415;1;4.147964;14.546775;-1.4;-5.5;11.114;10.262;10.185;0.724;285527;19362;;0;0;0.1379129175
53827;678;443;1;4.190142;14.560183;-11.5;-6.7;10.787;10.313;10.27;0.403;285619;;;0;0;0.215845777
53831;678;494;1;4.113118;14.865703;-2.9;-13.9;11.215;10.402;10.329;0.691;      ;;;0;0;0.1926082463
53836;678;577;1;4.126158;14.986686;20.5;-18.6;9.293;8.828;8.786;0.395;26000;;;0;0;0.2698457014
53837;678;615;1;4.109155;14.369561;8.2;-50.7;9.458;8.994;8.952;0.394;25880;;;0;0;0.1948447683
53840;679;119;1;4.315418;14.196464;11.5;-4;10.029;9.649;9.615;0.323;286676;;;0;0;0.1704412256
53842;679;124;1;4.225494;14.55745;10.2;-56.1;9.241;8.652;8.599;0.501;26656;;;0;0;0.2027030216
53846;679;213;1;4.216696;14.734203;47.8;-41.1;11.223;10.476;10.409;0.635;      ;;;0;0;0.1927562322
53857;679;459;1;4.218512;14.553369;-3;-2.8;10.051;9.617;9.578;0.369;285621;;;0;0;0.2151585775
53858;679;466;1;4.238354;14.335748;9.5;-4.9;11.268;10.498;10.429;0.655;285624;;;0;0;0.1331580644
53859;679;509;1;4.291663;14.268445;-3.2;6.4;11.081;10.146;10.062;0.795;      ;;;0;0;0.0764482392
53860;679;512;1;4.332206;14.874121;-6.9;-67.6;9.836;9.273;9.222;0.479;27384;;;0;0;0.2382044
53866;679;631;1;4.233038;14.503542;1;-6.7;10.712;10.164;10.115;0.466;      ;;;0;0;0.2008546253
53868;680;20;1;4.346776;14.62223;-6.7;-16.7;11.423;10.523;10.442;0.765;      ;;;0;0;0.1300818956
53873;680;108;1;4.360522;14.765817;-34.8;-142.6;10.358;9.679;9.618;0.577;      ;;;0;0;0.2059059134
53879;680;212;1;4.421496;14.602867;-10.4;-5.2;10.264;9.67;9.617;0.505;285827;;;0;0;0.1968223915
53882;680;308;1;4.359418;14.834535;126.1;-70.3;10.879;10.135;10.068;0.632;285710;;;0;0;0.1994453897
53884;680;328;1;4.406041;14.711872;-6.3;-12.2;10.527;9.866;9.807;0.562;27849;;;0;0;0.1999813828
53887;680;419;1;4.395679;13.697986;29.4;-27.1;11.143;10.281;10.203;0.733;286738;;;0;0;0.0237939056
53889;680;435;1;4.455511;13.72187;15.2;-36.9;11.057;10.176;10.097;0.749;      ;;;0;0;0.0245219562
53890;680;441;1;4.37627;13.932757;76.3;-104.7;10.087;9.385;9.322;0.597;      ;;;0;0;0.0940989496
53891;680;556;1;4.410644;14.445951;17.1;14;11.046;10.345;10.282;0.596;      ;;;0;0;0.159904887
53895;680;634;1;4.420998;14.620249;-6.1;-0.3;11.642;11.138;11.093;0.428;285826;;;0;0;0.1959529376
53899;680;719;1;4.41103;13.756835;-18.4;20.4;10.108;9.548;9.498;0.476;      ;;;0;0;0.0970502918
53903;680;783;1;4.440869;13.873501;-0.6;2.8;11.704;11.372;11.342;0.282;286780;;;0;0;0.0562329707
53904;680;812;1;4.379244;14.251422;83.8;-38.8;10.918;10.332;10.279;0.498;285762;;;0;0;0.1578101342
53907;680;912;1;4.465856;14.178484;-0.8;-19.1;11.967;11.212;11.144;0.642;286781;;;0;0;0.1127163871
53908;680;922;1;4.430025;14.168334;70.2;-50;11.147;10.44;10.376;0.601;      ;;;0;0;0.1232874709
53909;680;939;1;4.407296;13.99665;52.2;-1.4;10.702;10.075;10.019;0.533;      ;;;0;0;0.1175108419
53910;680;953;1;4.437517;13.954861;2.1;-6.9;10.106;9.665;9.625;0.375;286779;;;0;0;0.0943889057
53917;681;166;1;4.529074;14.677025;-6;-0.8;10.274;9.508;9.439;0.651;28663;;;0;0;0.1604098658
53919;681;328;1;4.505876;14.611299;16;-36.4;10.262;9.573;9.511;0.586;28504;;;0;0;0.1637479353
53920;681;336;1;4.509335;14.780909;24.4;-12.9;9.894;9.254;9.196;0.544;28528;;;0;0;0.174265798
53921;681;408;1;4.513596;14.36062;10.8;-32.8;11.41;10.703;10.639;0.601;      ;;;0;0;0.1321996636
53926;681;588;1;4.526176;14.604981;1;-43.2;11.733;10.932;10.86;0.681;285879;;;0;0;0.1490793393
53931;681;741;1;4.512053;14.464268;6.2;-4.9;12.111;11.204;11.122;0.771;285884;;;0;0;0.106332026
53932;681;749;1;4.520423;14.362596;-4.7;-3.1;11.407;10.812;10.758;0.506;      ;;;0;0;0.1112323385
53937;681;941;1;4.505265;14.369671;-11.9;-8.3;11.154;10.47;10.408;0.581;      ;;;0;0;0.1366651983
53938;681;988;1;4.502325;14.306733;39.2;-33.6;8.822;8.279;8.23;0.462;28486;;;0;0;0.1088138159
53939;681;1063;1;4.46883;14.193745;-1.1;-10.6;10.191;9.687;9.642;0.428;      ;;;0;0;0.1128779701
54766;694;104;1;4.610992;14.973616;27.8;-32.4;11.821;11.128;11.066;0.589;      ;;;0;0;0.1051816423
54769;694;267;1;4.691671;14.815642;11.4;-28.4;11.887;11.329;11.279;0.474;      ;;;0;0;0.006060471
54770;694;282;1;4.670025;14.535058;-3.1;-0.8;11.812;11.005;10.932;0.686;      ;;;0;0;0.046795854
54773;694;410;1;4.690878;14.823479;37.9;6.1;9.436;8.851;8.798;0.497;29716;;;0;0;0.0124335906
54782;694;887;1;4.64817;14.6938;7.3;-25.8;10.978;10.335;10.277;0.547;285961;;;0;0;0.0574711631
101597;1224;98;1;2.91246;16.46681;13.7;-8.7;11.326;10.774;10.724;0.469;      ;;;0;0;0.3053345873
101599;1224;147;1;2.924836;16.204627;3;-9.5;10.664;10.178;10.134;0.413;      ;;;0;0;0.2905939157
101602;1224;282;1;2.984041;16.383974;0.6;-5.9;9.668;9.451;9.431;0.184;18521;;;0;0;0.2944577257
101604;1224;332;1;2.913421;16.687682;0.7;-9.6;12.03;11.005;10.913;0.871;      ;;;0;0;0.1743632597
101607;1224;426;1;2.921452;17.468568;-21.7;-9.5;11.415;10.713;10.65;0.597;      ;;;0;0;0.3580669852
101609;1224;502;1;3.008747;15.90921;97.9;-39.4;11.252;10.615;10.558;0.541;      ;;;0;0;0.2696031549
101610;1224;505;1;2.923469;16.288226;3.3;-45.8;11.041;10.307;10.241;0.624;      ;;;0;0;0.266990305
101611;1224;576;1;2.921139;16.018267;12.3;-11.8;11.333;11.133;11.115;0.17;      ;;;0;0;0.2582610183
101612;1224;583;1;2.941343;16.842352;13.3;-24.9;10.24;9.685;9.635;0.472;      ;;;0;0;0.3391490695
101614;1224;646;1;2.923643;16.281887;4.3;-42.8;10.84;10.335;10.29;0.429;      ;;;0;0;0.2958894806
101616;1224;706;1;2.957609;16.387569;19.7;-17;11.713;10.94;10.87;0.657;      ;;;0;0;0.2728857542
101617;1224;722;1;2.91439;16.295881;42.3;-10.2;11.627;10.695;10.611;0.792;      ;;;0;0;0.2128178453
101620;1224;910;1;2.904988;15.495467;84.6;-31;9.073;8.625;8.585;0.381;18043;13533;7.86;0;0;0.2288105161
101621;1224;926;1;2.919342;15.600777;-12.6;-18.6;10.457;9.904;9.854;0.47;      ;;;0;0;0.2345891218
101623;1224;945;1;2.969451;15.408624;1;-16.9;11.699;10.924;10.854;0.659;      ;;;0;0;0.1853679598
101624;1224;952;1;2.905437;17.130628;11.2;0.4;11.454;10.924;10.876;0.451;      ;;;0;0;0.3512838172
101627;1224;1044;1;2.937021;15.364964;15.5;-0.6;10.113;9.453;9.394;0.561;      ;;;0;0;0.2006378478
101629;1224;1056;1;2.921241;17.174973;-0.5;-5.3;11.674;11.587;11.579;0.074;      ;;;0;0;0.3069480897
101630;1224;1136;1;2.909988;16.009481;23.4;-3.1;11.574;10.765;10.692;0.688;      ;;;0;0;0.2228972139
101639;1224;1303;1;3.003007;15.789574;-9;8.6;11.002;10.379;10.323;0.53;18631;;;0;0;0.259413927
101647;1224;1410;1;2.987776;15.1956;6.7;-11.4;9.88;9.581;9.554;0.254;18542;;;0;0;0.2141013716
101648;1224;1417;1;2.977501;15.154516;4.9;-8.3;9.422;9;8.962;0.359;18477;13871;8.82;0;0;0.2104378008
101649;1224;1466;1;3.01485;15.031175;-76.6;-73.5;7.936;7.36;7.308;0.49;18717;14048;13.98;0;0;0.1919700421
101652;1225;22;1;3.126099;17.024153;3.1;-5;11.859;11.117;11.05;0.631;      ;;;0;0;0.3650475913
101653;1225;77;1;3.197487;17.413555;-5.5;2;11.635;11.052;11;0.496;      ;;;0;0;0.4343273383
101654;1225;80;1;3.184661;17.304117;33.8;18.5;9.086;8.485;8.431;0.511;19722;;;0;0;0.4227883976
101655;1225;89;1;3.123558;17.073152;-3;-5.9;9.946;9.556;9.521;0.331;19375;;;0;0;0.390132322
101659;1225;135;1;3.167041;16.814378;31.6;-9.7;12.322;11.286;11.193;0.881;      ;;;0;0;0.1731213132
101660;1225;140;1;3.134934;16.925454;-25.6;-4.7;8.812;8.345;8.303;0.397;19430;14567;6.97;0;0;0.3888608485
101661;1225;144;1;3.19602;16.091939;-4.3;-3;10.682;10.331;10.299;0.298;      ;;;0;0;0.3261199783
101662;1225;215;1;3.143816;16.834234;0.6;-43.2;11.62;10.695;10.612;0.786;      ;;;0;0;0.2950773164
101665;1225;302;1;3.186253;17.211986;-2.8;-7.8;11.681;10.772;10.69;0.773;      ;;;0;0;0.321951072
101669;1225;375;1;3.198095;16.315795;32.5;-9.1;11.951;11.245;11.181;0.6;      ;;;0;0;0.3295521874
101671;1225;392;1;3.171599;16.813496;-5.1;-12.2;7.734;7.697;7.694;0.031;19647;14735;3.01;0;0;0.3104541247
101673;1225;426;1;3.126688;15.609218;21.1;4;11.583;10.757;10.683;0.702;      ;;;0;0;0.2155722596
101677;1225;472;1;3.189964;16.214788;28.2;-5.9;11.557;10.562;10.472;0.846;      ;;;0;0;0.2110681635
101678;1225;477;1;3.121527;16.077505;-2.3;8.1;10.667;9.722;9.637;0.803;19360;14500;8.23;0;0;0.2206799866
101679;1225;479;1;3.154947;16.041509;15.8;-13.3;11.867;11.292;11.24;0.489;      ;;;0;0;0.3180454631
101680;1225;509;1;3.122214;16.147255;-1.8;-3.9;11.347;10.632;10.568;0.608;      ;;;0;0;0.2979464232
101681;1225;542;1;3.174035;15.870719;8.6;-8.1;11.323;10.592;10.526;0.621;      ;;;0;0;0.276872759
101683;1225;597;1;3.03072;16.518037;183.1;-58;8.835;8.297;8.249;0.457;18783;14098;12.33;0;0;0.3360796883
101684;1225;609;1;3.113142;17.287221;-7.1;3.2;11.731;11.145;11.092;0.498;      ;;;0;0;0.4074202197
101685;1225;641;1;3.053798;17.013509;25.3;-28.1;11.293;10.624;10.564;0.569;      ;;;0;0;0.3642025422
101687;1225;775;1;3.11101;17.385902;-13.6;-5.2;10.902;10.179;10.114;0.615;      ;;;0;0;0.3920442039
101689;1225;810;1;3.135113;17.027377;-22.5;-1.9;8.104;7.711;7.676;0.334;19447;14569;6.16;0;0;0.3898153176
101690;1225;828;1;3.111835;17.477998;97.5;23.4;9.483;8.958;8.911;0.446;19290;;;0;0;0.4220400142
101691;1225;848;1;3.040287;15.99212;20.2;47.6;11.645;10.995;10.937;0.553;      ;;;0;0;0.2810544346
101692;1225;857;1;3.045218;17.446798;28;-35.8;11.539;10.699;10.623;0.714;      ;;;0;0;0.3500921285
101693;1225;1029;1;3.080368;17.260479;18.4;-14.3;10.622;10.056;10.005;0.481;      ;;;0;0;0.3995706146
101694;1225;1032;1;3.056647;16.002015;2.8;-10.9;11.44;11.007;10.968;0.368;      ;;;0;0;0.3001303756
101695;1225;1111;1;3.092293;17.119941;20.5;0.3;12.031;11.096;11.012;0.795;      ;;;0;0;0.2852465048
101696;1225;1116;1;3.081484;15.699311;-10.5;-19.2;11.817;11.429;11.394;0.33;      ;;;0;0;0.2768204944
101698;1225;1299;1;3.104218;17.243867;13.4;3.9;12.045;11.126;11.043;0.781;      ;;;0;0;0.304736413
101699;1225;1305;1;3.128054;15.324872;5.8;-45.1;10.864;10.373;10.329;0.417;19401;;;0;0;0.2490587023
