,HIP,RA_J2000,DE_J2000,Plx,pmRA,pmDE,Vmag,B-V,is_hyades
341,14721,3.169418,18.345566,17.55,163.7,-58.68,8.69,0.682,0
342,21179,4.540458999999999,13.113232,17.55,102.37,-18.77,11.0,1.194,1
343,15394,3.3075379999999996,15.177348,17.54,-1.48,-301.25,7.42,0.79,0
344,20366,4.361575,10.771671000000001,17.53,-30.55,-11.81,8.69,0.603,0
345,25034,5.360862,15.84707,17.48,-31.09,-46.38,7.71,0.48100000000000004,0
346,26100,5.566664,15.584546,17.44,-50.85,-28.43,7.32,0.58,0
347,13631,2.92564,18.773795,17.36,282.82,-146.54,9.74,0.8390000000000001,0
348,27641,5.850906,11.498891,17.35,-5.51,11.64,6.94,0.828,0
349,26761,5.684849,24.350258,17.34,-11.24,17.63,7.6,0.519,0
350,18609,3.982077,16.903445,17.31,78.71,-144.74,8.89,0.784,0
351,20827,4.463066,14.417748000000001,17.29,101.43,-20.0,9.48,0.929,1
352,26604,5.654775,10.259853999999999,17.29,1.98,-28.94,8.25,0.6940000000000001,0
353,18843,4.040634,15.133954999999998,17.28,16.45,28.53,9.57,0.6970000000000001,0
354,22565,4.856240000000001,18.839861,17.27,79.66,-32.76,5.08,0.214,0
355,16548,3.551474,4.958113,17.2,121.87,20.31,11.88,1.3780000000000001,0
356,16760,3.594157,12.039622999999999,17.14,67.64,-340.47,10.49,0.93,0
357,22566,4.856449,15.433467000000002,17.14,67.63,-17.21,7.9,0.527,0
358,22938,4.935825,7.904696,17.02,-92.81,-42.94,6.42,0.415,0
359,19532,4.184604,8.539482000000001,17.01,34.13,-47.82,11.74,1.3159999999999998,0
360,18700,4.006219000000001,10.787605000000001,16.97,-15.67,-169.81,9.33,0.5579999999999999,0
361,23789,5.1119650000000005,14.084778,16.9,-15.21,-121.23,7.3,0.5589999999999999,0
362,23879,5.131359,8.498429,16.84,34.96,-59.49,5.33,0.33799999999999997,0
363,22509,4.843534,8.900176,16.84,-0.87,-31.57,4.35,0.01,0
364,20877,4.473992,16.359672,16.78,8.12,17.79,4.96,1.137,1
365,23312,5.013579,4.733114,16.77,71.5,10.67,9.71,0.9570000000000001,0
366,21672,4.6524,13.002983,16.77,-43.12,-64.17,7.2,0.429,0
367,19157,4.106361,14.402211,16.75,66.54,59.34,7.3,0.496,0
368,17032,3.6512379999999998,9.652842999999999,16.71,8.72,-31.46,9.07,0.7,0
369,16723,3.586155,5.714012,16.71,7.55,-34.75,7.48,0.515,0
370,23662,5.085148,6.130226,16.69,49.05,-4.87,7.69,0.509,0
371,28188,5.957175,21.980851,16.57,15.49,-82.18,9.0,0.47,0
372,19757,4.235587000000001,9.406708,16.56,110.12,-7.26,11.09,1.21,0
373,24480,5.2532239999999994,20.05609,16.54,64.67,-36.47,7.72,0.687,0
374,27820,5.886833,11.814226,16.53,12.71,-108.44,7.19,0.506,0
375,13801,2.961878,23.962381,16.51,-25.05,-92.03,9.87,0.774,0
376,25589,5.469233999999999,16.439017,16.44,-36.18,-53.96,6.85,0.6659999999999999,0
377,14997,3.221875,11.553611,16.3,26.46,-19.44,9.18,0.7120000000000001,0
378,23277,5.008246,5.098969,16.18,34.41,-30.87,8.02,0.57,0
379,16739,3.5886690000000003,5.725289,16.1,8.07,-37.04,12.16,1.288,0
380,17684,3.7880949999999998,23.726751,16.1,-34.04,-25.39,6.98,0.542,0
381,17722,3.7952760000000003,10.500686,16.06,39.93,-43.88,9.46,0.6809999999999999,0
382,18719,4.010983,20.380423999999998,16.04,142.36,-76.67,8.66,0.705,0
383,24289,5.212581,4.321089,16.01,229.55,-81.68,10.57,0.8,0
384,13589,2.918026,21.595149,16.01,146.33,-99.03,8.66,0.66,0
385,18347,3.922546,19.380886,16.0,182.14,-105.11,8.88,0.608,0
386,21741,4.66829,23.304547,15.96,74.68,-38.05,9.4,0.8109999999999999,0
387,25435,5.439741000000001,3.8565959999999997,15.96,51.23,36.89,7.65,0.473,0
388,14992,3.2204490000000003,3.821107,15.89,273.22,-225.92,9.85,0.94,0
389,19147,4.103625,8.502886,15.89,23.39,109.21,7.76,0.462,0
390,22792,4.903594,23.998804,15.87,-45.54,-41.25,7.53,0.41700000000000004,0
391,24822,5.3212779999999995,22.096494,15.83,19.62,-81.08,4.96,0.937,0
392,20482,4.3896809999999995,19.658676,15.82,98.53,-32.57,9.39,0.9079999999999999,0
393,22253,4.790608,23.050919,15.74,77.6,-42.56,10.69,1.112,0
394,16824,3.6080019999999995,23.797292000000002,15.66,53.0,-103.72,8.62,0.669,0
395,15412,3.31146,18.472875,15.52,38.53,-35.35,8.7,0.71,0
396,25966,5.539695,14.875156,15.48,96.22,-169.91,10.81,1.109,0
397,19971,4.281944,4.542699,15.44,170.16,4.61,7.84,0.644,0
398,15900,3.413554,9.02887,15.42,-74.25,-80.31,3.61,0.887,0
399,21403,4.594446,19.968821,15.41,-9.3,-50.56,7.24,0.575,0
400,16930,3.631241,5.6413199999999994,15.37,-30.72,16.99,7.78,0.574,0
401,26328,5.607329,21.993108,15.35,-44.21,-84.81,6.88,0.501,0
402,15683,3.36731,17.23997,15.33,168.25,-175.03,10.9,0.99,0
403,20794,4.456169,7.062489,15.28,33.45,-3.6,7.58,0.408,0
404,20769,4.450173,19.117651000000002,15.26,95.44,-130.1,7.69,0.586,0
405,17235,3.691188,12.607919,15.26,45.86,-79.67,8.1,0.526,0
406,15249,3.278508,15.657229000000001,15.18,111.79,-200.82,8.76,0.67,0
407,22021,4.734367,12.991348,15.18,3.71,49.45,7.61,0.442,0
408,14075,3.022969,6.249124,15.17,36.3,-89.8,8.82,0.741,0
409,24728,5.302943,5.994801,15.16,17.32,-84.03,11.64,1.146,0
410,15565,3.342696,12.346597000000001,15.14,136.66,12.12,7.34,0.46799999999999997,0
411,21138,4.531242,15.499483999999999,15.11,100.76,-23.42,11.02,1.28,0
412,18625,3.985951,22.988234,15.01,-15.95,-79.55,8.7,0.556,0
413,20601,4.412007,4.699946,14.97,99.52,-1.15,8.93,0.758,0
414,17830,3.815609,16.459486,14.94,-47.38,-103.84,7.22,0.43200000000000005,0
415,17803,3.810796,21.056622,14.91,105.89,-179.26,10.56,1.11,0
416,28671,6.0541279999999995,19.360743,14.86,666.6,-623.13,9.28,0.6459999999999999,0
417,21091,4.519743,11.244391,14.85,42.91,2.65,8.7,0.665,0
418,22782,4.900847,17.026825,14.82,78.04,-0.66,7.22,0.536,0
419,14135,3.037992,4.089734,14.82,-11.81,-78.76,2.54,1.63,0
420,24059,5.169558,13.548369000000001,14.8,-64.01,-42.5,6.69,0.381,0
421,22972,4.943263,23.2957,14.72,75.58,-105.55,7.51,0.516,0
422,15362,3.3012599999999996,6.484326,14.7,72.71,-111.0,8.8,0.7020000000000001,0
423,28159,5.950494,15.741365,14.69,89.55,-244.33,8.2,0.654,0
424,16083,3.4528199999999996,9.73268,14.68,53.61,-38.12,3.73,-0.08199999999999999,0
425,17049,3.6547370000000003,13.891495,14.68,12.57,-99.41,6.67,0.92,0
426,22850,4.916212000000001,19.485388,14.67,63.32,-28.41,6.36,0.292,0
427,16891,3.622412,15.095407000000002,14.67,-20.8,-61.89,8.24,0.534,0
428,19217,4.119092,10.799686,14.57,28.56,-81.94,7.97,0.48,0
429,19082,4.090464,19.442162,14.56,123.06,-28.43,11.41,1.347,0
430,16181,3.474046,22.804006,14.44,0.02,-111.4,6.03,0.951,0
431,16136,3.4653620000000003,18.882333,14.32,13.54,-61.28,8.46,0.568,0
432,26676,5.66937,12.178103,14.3,271.77,-70.44,10.2,0.65,0
433,21503,4.61857,22.284253,14.29,201.54,-5.46,9.47,0.75,0
434,26027,5.552543,15.943719,14.25,31.64,-140.83,8.19,0.5489999999999999,0
435,22889,4.922976,5.636393,14.24,62.7,32.48,8.36,0.599,0
436,18761,4.018552,4.5411410000000005,14.24,45.55,-61.93,8.77,0.53,0
437,26129,5.571554,11.988899,14.13,-21.72,15.16,9.1,0.6609999999999999,0
438,19120,4.0987089999999995,15.498995,13.98,36.52,-37.98,8.15,0.564,0
439,14048,3.0148509999999997,15.031170000000001,13.98,-74.85,-74.23,7.31,0.5529999999999999,0
440,15661,3.361629,10.829897,13.94,22.55,-19.64,9.67,0.7979999999999999,0
441,16663,3.574037,6.038027,13.89,-15.18,-17.02,10.95,1.15,0
442,18555,3.970962,7.605288000000001,13.87,20.41,-3.47,7.75,0.546,0
443,14676,3.160096,5.20288,13.83,71.03,-28.47,7.99,0.58,0
444,14152,3.040947,22.373501,13.81,101.08,-31.7,7.92,0.506,0
445,24283,5.2116690000000006,23.893266,13.8,243.28,-131.05,10.32,0.88,0
446,23701,5.094549,6.465177,13.78,66.03,4.23,9.86,0.9470000000000001,0
447,15368,3.302132,8.044260000000001,13.76,58.94,-3.7,11.47,0.9,0
448,28182,5.954535,12.179269,13.72,19.44,-137.09,9.81,0.779,0
449,26729,5.679543,9.265445,13.68,-53.23,-70.03,7.96,0.652,0
450,16008,3.435769,12.481788,13.68,-75.75,-32.47,8.46,0.584,0
451,24663,5.291987000000001,20.131842000000002,13.66,-14.34,-94.09,6.69,0.523,0
452,16479,3.5366779999999998,3.8768589999999996,13.59,46.33,-79.44,8.3,0.418,0
453,17589,3.7679970000000003,21.998472,13.58,-125.75,-139.38,9.46,0.6759999999999999,0
454,13855,2.97327,19.229284,13.57,48.54,-60.45,8.78,0.652,0
455,23896,5.134718,7.898403,13.57,-30.88,-147.74,6.66,0.98,0
456,22942,4.9364,13.975413,13.56,107.2,-71.78,8.81,0.78,0
457,25717,5.490907,13.427551000000001,13.56,-16.11,-8.18,8.19,0.46299999999999997,0
458,22833,4.913027,11.426006,13.54,-16.31,13.63,5.18,0.121,0
459,24142,5.1849620000000005,17.399233,13.53,30.74,-70.29,9.15,0.8490000000000001,0
460,16924,3.629953,15.430551999999999,13.52,22.43,-29.51,6.4,0.16699999999999998,0
461,21395,4.592756,12.100483,13.51,40.14,-16.95,8.91,0.59,0
462,24124,5.181234,6.274419,13.51,-0.74,2.1,10.94,0.9790000000000001,0
463,28312,5.982526,18.979864000000003,13.5,47.82,-49.08,8.47,0.606,0
464,16158,3.4702870000000003,7.302219999999999,13.46,-16.44,-83.87,8.0,0.611,0
465,17832,3.815817,23.857135,13.44,46.92,-56.45,6.47,0.377,0
466,25336,5.418851,6.349702,13.42,-8.75,-13.28,1.64,-0.22399999999999998,0
467,17453,3.741168,20.928736999999998,13.39,26.61,-13.8,6.09,0.027999999999999997,0
468,21257,4.56058,16.323339,13.36,14.41,-16.56,6.58,0.188,0
469,26231,5.589014,13.284401999999998,13.34,48.14,-60.88,8.0,0.496,0
470,25205,5.391963,5.323086,13.32,-30.42,16.63,6.34,0.12300000000000001,0
471,22362,4.8142,5.544464,13.31,133.59,-107.63,10.57,0.96,0
472,19961,4.280235,5.618486,13.31,66.16,-75.73,12.19,1.391,0
473,22446,4.830008,23.395757999999997,13.26,44.84,-48.52,8.5,0.623,0
474,18481,3.950477,6.039967,13.26,37.24,-67.99,6.09,0.057999999999999996,0
475,23486,5.0487459999999995,5.188311,13.24,13.94,-202.31,10.72,0.9,0
476,17174,3.678055,18.100595000000002,13.23,-83.83,-64.7,9.19,0.737,0
477,14261,3.0652150000000002,5.242236,13.2,8.61,-190.59,11.54,1.3,0
478,23710,5.097051,13.286057000000001,13.18,55.6,-103.29,7.86,0.8440000000000001,0
479,14228,3.057824,6.226691000000001,13.18,-11.76,-54.7,6.72,0.342,0
480,19818,4.249817,5.1776349999999995,13.12,80.24,-45.94,9.56,0.625,0
481,13982,3.00143,10.656014,13.11,139.87,-77.08,7.51,0.475,0
482,27431,5.8085629999999995,7.551313,13.11,12.93,-9.94,7.08,0.413,0
483,23795,5.1127199999999995,6.421652,13.11,-44.69,-6.05,8.01,0.523,0
484,16991,3.64221,13.605963000000001,13.11,-80.83,-84.18,8.93,0.575,0
485,13748,2.949635,10.480955999999999,13.09,94.63,-144.23,10.62,0.713,0
486,14640,3.152925,7.460419,13.02,-4.93,0.98,7.62,0.441,0
487,20197,4.32906,14.273670000000001,12.93,80.17,-217.4,7.51,0.991,1
488,19946,4.2779620000000005,3.6988980000000002,12.89,7.42,-3.78,9.91,0.7829999999999999,0
489,18618,3.983422,9.781687,12.85,95.92,-45.88,8.19,0.613,0
490,19797,4.243199,22.351182,12.84,425.56,-301.97,9.23,0.36200000000000004,0
491,27933,5.910181,11.485472999999999,12.76,36.97,-34.79,7.31,0.278,0
492,21882,4.7041699999999995,9.63382,12.76,36.17,-65.16,6.76,0.354,0
493,18174,3.886999,7.770497,12.75,59.26,-98.2,7.47,0.515,0
494,20041,4.298208,17.399307999999998,12.74,-4.62,-14.49,8.76,0.586,0
495,25814,5.513173999999999,8.398878999999999,12.7,-16.1,55.69,8.05,0.628,0
496,15904,3.413989,12.256581,12.65,566.89,-493.05,10.76,0.5710000000000001,0
497,23854,5.127365,23.278609,12.65,36.62,-11.76,9.09,0.512,0
498,25073,5.368327,7.089633,12.64,-37.72,2.1,7.73,0.43799999999999994,0
499,18856,4.042453,6.631133999999999,12.63,-29.86,-6.48,10.67,0.922,0
500,17332,3.709741,6.986692999999999,12.62,178.93,-99.71,10.9,0.9,0
501,21306,4.573879,12.734210000000001,12.62,22.2,-331.97,9.68,0.6,0
502,14908,3.206874,22.880582999999998,12.61,-10.53,34.93,8.82,0.5589999999999999,0
503,24527,5.26203,12.879306,12.54,149.58,-121.02,8.96,0.6729999999999999,0
504,26936,5.716403,5.498130000000001,12.5,-14.66,-8.31,9.59,0.457,0
505,15961,3.425265,17.142616,12.47,197.63,-65.59,9.43,0.7,0
506,19175,4.110386,19.152915,12.47,29.44,64.6,7.48,0.379,0
507,20150,4.31918,13.720609,12.47,11.0,-10.77,7.75,0.45799999999999996,0
508,20410,4.370337999999999,4.3371379999999995,12.45,72.02,-192.55,11.94,1.344,0
509,24971,5.348118,9.724651,12.36,-1.23,34.73,6.62,0.155,0
510,23810,5.117311,16.820465,12.34,55.12,-55.52,10.3,0.821,0
511,14098,3.03072,16.518033,12.33,183.55,-59.25,8.24,0.504,0
512,26828,5.69632,22.870352,12.32,194.34,-125.43,7.92,0.495,0
513,24298,5.214285,18.154920999999998,12.29,-11.51,-46.91,8.51,0.88,0
514,22157,4.76715,11.705591,12.24,67.48,-7.09,5.35,0.19699999999999998,0
515,15427,3.313965,4.209599,12.22,5.29,19.19,9.0,0.7040000000000001,0
516,20171,4.3239160000000005,21.142307000000002,12.2,29.49,-42.73,5.5,-0.069,0
517,26646,5.663104,10.33917,12.16,-7.33,-29.46,8.62,0.46299999999999997,0
518,22684,4.878335,20.000608,12.14,72.14,-19.74,9.28,1.128,0
519,19449,4.165046,4.323643,12.14,49.01,7.02,10.09,0.565,0
520,15134,3.252127,16.303396,12.13,133.29,-78.41,8.83,0.67,0
521,19575,4.194469000000001,5.323054,12.03,23.74,-15.09,7.83,0.461,0
522,18909,4.05283,18.668745,12.03,-2.04,-10.13,9.0,0.647,0
523,22828,4.912437000000001,4.7735199999999995,12.01,6.9,-38.31,7.9,0.541,0
524,27511,5.825814,12.651324,12.0,-21.63,-17.35,4.89,-0.068,0
525,24730,5.303103,9.216458,11.97,6.33,-32.24,7.41,0.204,0
526,20369,4.361813,19.468545000000002,11.96,-38.01,5.24,8.37,0.445,0
527,14132,3.037661,18.329183,11.94,114.8,-62.11,9.6,0.655,0
528,17763,3.802942,21.329068,11.94,-6.77,-13.96,7.97,0.231,0
529,15279,3.2858339999999995,6.799888,11.88,48.41,-31.95,6.96,0.263,0
530,17148,3.672656,21.405739999999998,11.88,-31.62,6.78,7.16,0.311,0
531,15633,3.3550199999999997,10.62979,11.88,-41.4,-19.6,8.42,0.593,0
532,24031,5.166176,8.173150999999999,11.86,-47.6,-107.4,7.02,0.546,0
533,18806,4.029517,13.837334,11.74,-3.34,-88.8,8.28,0.5429999999999999,0
534,16896,3.6229690000000003,18.596885,11.73,142.33,-4.15,8.73,0.518,0
535,22712,4.883624,11.267253,11.72,-14.32,-107.08,9.83,0.625,0
536,14054,3.016051,5.287937,11.69,189.55,-95.1,8.16,0.914,0
537,13593,2.918936,3.486877,11.65,30.86,-10.35,6.91,0.309,0
538,20319,4.352837,6.103544,11.64,669.26,-30.2,11.86,1.18,0
539,24665,5.29216,24.009677,11.64,-21.27,-76.28,6.85,1.061,0
540,22751,4.89409,23.020273,11.62,65.74,-27.54,9.29,0.503,0
541,24116,5.179869999999999,20.569175,11.56,41.16,-25.71,7.84,0.445,0
542,22347,4.811465,16.634276,11.55,24.76,-79.26,7.57,0.433,0
543,21953,4.718430000000001,20.629998,11.51,64.89,19.84,8.66,0.5329999999999999,0
544,25245,5.398301,11.083591,11.5,-15.51,3.81,7.56,0.504,0
545,13757,2.951476,7.653436,11.48,50.12,-10.89,8.8,0.528,0
546,18833,4.037577,22.422309,11.47,-68.93,-50.78,7.82,0.456,0
547,19641,4.20871,17.27746,11.42,49.14,-19.59,6.09,1.081,0
548,14715,3.168485,21.747142999999998,11.4,29.57,-8.16,7.53,0.293,0
549,22773,4.898789,15.931695999999999,11.37,-6.11,-107.85,7.61,0.523,0
550,21226,4.552743,4.970118,11.35,55.34,-73.65,8.74,0.512,0
551,19696,4.219711,16.766833,11.33,147.29,-45.69,9.15,0.64,0
552,13603,2.921737,8.137661,11.33,0.51,17.11,9.13,0.544,0
553,25813,5.51307,5.948139,11.3,6.57,-32.45,4.2,-0.14300000000000002,0
554,17878,3.82438,12.912177,11.3,-34.22,42.34,9.64,0.682,0
555,28348,5.990138,17.81476,11.27,25.22,-86.96,7.92,0.531,0
556,23807,5.117064,16.827424,11.26,51.76,-55.69,8.46,0.488,0
557,21863,4.7011389999999995,24.010764,11.26,-14.25,-7.15,7.19,0.484,0
558,23423,5.034012000000001,16.190695,11.25,14.46,-21.2,8.73,0.509,0
559,27828,5.88861,22.07215,11.25,-75.3,-77.84,8.4,0.552,0
560,18887,4.04942,8.140066000000001,11.24,-9.51,-7.55,7.36,0.353,0
561,15619,3.35189,3.67562,11.23,56.05,-25.17,5.7,0.9640000000000001,0
562,19388,4.152769,19.609217,11.21,107.44,-31.64,5.51,1.077,0
563,17552,3.758885,21.246693,11.21,19.02,-47.65,7.75,0.179,0
564,18096,3.868058,18.134833,11.19,69.95,-23.15,9.35,0.612,0
565,21442,4.604889,21.689207999999997,11.19,61.76,-71.31,8.18,0.456,0
566,25694,5.487666,21.315895,11.17,9.43,-27.09,8.15,0.602,0
567,13914,2.986868,21.340429,11.15,-13.04,-6.55,4.63,0.048,0
568,16359,3.512622,14.296160999999998,11.14,34.39,28.18,8.67,0.636,0
569,20104,4.309605,5.717944,11.13,18.8,27.68,8.3,0.493,0
570,26159,5.576830999999999,21.622263,11.13,15.65,-14.71,8.73,0.491,0
571,14600,3.1410810000000002,7.643021000000001,11.13,-16.38,-19.14,7.01,0.27899999999999997,0
572,22063,4.745762,14.626802,11.12,11.98,-14.65,8.08,0.47,0
573,21321,4.576891000000001,6.523676,11.11,112.23,-117.5,9.41,0.5479999999999999,0
574,16399,3.519284,13.575851,11.11,4.91,-106.95,8.77,0.504,0
575,20785,4.452053,20.990885000000002,11.09,10.22,-51.36,8.57,0.797,0
576,22013,4.731667,22.94441,11.06,-1.12,-16.27,6.91,0.013999999999999999,0
577,16748,3.5911410000000004,14.174845999999999,11.04,-39.08,-78.47,9.87,0.58,0
578,20705,4.435784,6.054536,11.01,30.71,-7.9,9.53,0.642,0
579,21477,4.611935,3.5142050000000005,11.0,73.23,-227.57,8.56,0.831,0
580,16532,3.5482339999999994,15.549809,10.98,28.1,58.45,8.52,0.2,0
581,13913,2.986221,19.989836999999998,10.94,51.89,-25.89,7.34,0.396,0
582,25483,5.449999,7.170285000000001,10.94,8.53,-32.79,7.03,0.141,0
583,18692,4.004626,14.305905,10.93,54.46,-18.63,8.28,0.48700000000000004,0
584,18595,3.978901,17.119018,10.93,28.82,-61.13,8.3,0.498,0
585,23977,5.153490000000001,11.495265,10.91,-5.98,-23.24,8.31,0.40299999999999997,0
586,22851,4.9163120000000005,11.942195,10.89,25.59,-27.99,9.62,0.552,0
587,27280,5.781149,9.522343,10.88,-33.29,-64.54,5.78,0.888,0
588,19093,4.0935440000000005,19.955018,10.87,13.54,2.33,8.29,0.41,0
589,13813,2.963479,7.019396,10.87,-50.22,-30.86,9.06,0.614,0
590,16374,3.5155830000000003,18.799418,10.83,131.32,-70.85,8.12,0.58,0
591,15253,3.2793550000000002,5.019476,10.82,25.64,-268.07,9.22,0.605,0
592,23492,5.050445,12.059408,10.82,-10.99,46.88,7.24,0.34299999999999997,0
593,22176,4.7713410000000005,18.734693,10.81,73.03,-69.79,5.99,1.2209999999999999,0
594,20273,4.345557,8.408992999999999,10.81,39.69,-143.91,8.95,0.83,0
595,19718,4.225347,8.890289,10.81,3.0,-27.38,6.52,0.155,0
596,22458,4.832269999999999,9.489567,10.81,-32.87,-23.82,8.43,0.609,0
597,22729,4.889457,24.177362,10.78,11.88,-23.9,7.64,0.664,0
598,15870,3.407255,20.803489000000003,10.76,2.55,-9.84,6.07,-0.027999999999999997,0
599,19427,4.160582,11.467403,10.76,-13.79,-43.0,9.14,0.624,0
600,15206,3.2675349999999996,11.628447999999999,10.74,194.35,-14.44,8.01,0.608,0
601,16813,3.6067620000000002,20.067612,10.69,95.66,-50.3,7.47,0.502,0
602,13974,3.000169,7.102449000000001,10.69,38.14,-93.58,9.64,0.644,0
603,27924,5.908963,11.7632,10.69,27.41,-41.71,6.59,0.028999999999999998,0
604,25453,5.444119000000001,6.868658,10.68,9.64,-32.53,6.41,-0.023,0
605,26625,5.659043,12.003876,10.66,19.2,-43.85,7.78,0.39899999999999997,0
606,24315,5.2176160000000005,24.396917000000002,10.66,-5.13,-17.78,7.89,0.503,0
607,19763,4.23749,18.894007000000002,10.63,19.35,-11.38,8.14,0.374,0
608,28139,5.94707,11.521058,10.62,105.96,-56.71,5.89,1.111,0
609,20457,4.383032,9.40318,10.59,-61.82,65.87,8.03,0.777,0
610,21090,4.519703,14.689795000000002,10.58,38.9,-0.49,8.17,0.502,1
611,14751,3.174373,15.990504999999999,10.57,-3.48,48.03,7.9,0.34299999999999997,0
612,15288,3.2875629999999996,10.142176,10.54,58.28,1.74,9.16,0.501,0
613,26680,5.669923000000001,10.252689,10.54,-8.49,-28.52,7.92,0.40700000000000003,0
614,28537,6.024462000000001,23.140978,10.53,5.59,-1.85,9.68,0.102,0
615,24609,5.278466000000001,17.019998,10.53,-5.17,-13.01,8.12,0.37,0
616,17238,3.6915690000000003,13.523372,10.51,23.0,-92.82,9.21,0.635,0
617,24533,5.263694,18.638189999999998,10.46,7.67,-8.57,9.2,0.501,0
618,19825,4.25085,7.4142660000000005,10.46,-8.18,-22.51,8.37,0.529,0
619,27581,5.841362999999999,14.305608,10.44,4.42,-37.43,5.54,1.006,0
620,26161,5.57734,6.126869999999999,10.43,8.78,-32.61,7.73,0.251,0
621,22801,4.904703,23.982916,10.43,-16.18,5.94,9.99,0.491,0
622,19975,4.283673,19.675685,10.42,3.48,-103.1,7.12,0.444,0
623,13579,2.9153330000000004,17.734755,10.41,44.58,-24.46,7.01,0.28,0
624,25419,5.4372300000000005,16.698295,10.4,19.46,-28.06,9.42,0.56,0
625,23139,4.97914,17.987082,10.39,-34.26,-66.56,9.02,0.573,0
626,18449,3.943361,6.710560000000001,10.35,78.23,-56.14,7.85,0.35200000000000004,0
627,20186,4.3268629999999995,21.773491,10.32,29.77,-41.39,5.34,-0.107,0
628,24234,5.20322,24.279177,10.31,-8.04,-17.84,7.99,0.44299999999999995,0
629,24030,5.165822,5.557429,10.29,271.4,-70.78,9.71,0.52,0
630,24007,5.159632,24.325306,10.29,73.08,-180.69,10.3,0.991,0
631,24477,5.252927,8.43238,10.27,10.79,-39.06,7.25,0.368,0
632,18266,3.9077309999999996,21.389758999999998,10.26,19.84,-41.69,10.96,0.737,0
633,25286,5.409199,9.170894,10.26,-39.63,10.49,8.52,0.43200000000000005,0
634,24010,5.161654,15.597232,10.24,-7.12,-16.14,4.81,0.313,0
635,15737,3.379234,20.742069,10.23,-49.22,-14.88,5.1,1.2309999999999999,0
636,17944,3.8370050000000004,16.000352,10.22,33.95,-0.93,8.55,0.41,0
637,16504,3.540875,10.738183,10.21,64.49,67.21,8.51,0.531,0
638,14439,3.106579,13.18725,10.21,-3.31,-62.68,5.64,1.087,0
639,25274,5.405324,22.305634,10.18,-29.1,-10.19,8.8,0.525,0
640,20281,4.346966,9.224817999999999,10.17,58.54,11.78,6.52,0.14800000000000002,0
641,16155,3.469707,4.15209,10.17,50.55,-33.25,8.69,0.5329999999999999,0
642,25666,5.48172,9.443546000000001,10.16,14.15,-11.07,8.08,0.672,0
643,28355,5.991416,22.580769,10.16,-4.33,-5.15,10.46,1.9,0
644,24197,5.194879,16.045673,10.15,3.46,6.32,5.18,1.525,0
645,17921,3.8319650000000003,22.244151000000002,10.14,23.88,-45.9,6.05,-0.006,0
646,14554,3.131174,23.687926,10.13,35.43,-50.02,7.97,0.32,0
647,25638,5.476326,13.678979,10.13,10.32,-15.07,6.35,0.168,0
648,15960,3.4241580000000003,8.427144,10.12,27.9,-26.36,9.5,0.537,0
649,17892,3.8272720000000002,22.533483,10.12,17.8,-45.0,7.01,0.033,0
650,17481,3.745793,20.748003,10.1,16.68,-44.35,8.7,0.39399999999999996,0
651,24093,5.175841,5.314955,10.09,9.53,-1.37,7.3,0.111,0
652,24104,5.1777690000000005,15.279484,10.09,6.35,-47.47,8.16,0.5329999999999999,0
653,19617,4.203574,14.932448,10.08,55.36,-69.45,8.61,0.465,0
654,17714,3.793972,14.086886999999999,10.08,22.67,-3.62,8.84,0.483,0
655,23938,5.144234,13.966369,10.06,14.6,-29.3,8.92,0.627,0
656,27266,5.779381,20.173559,10.05,-33.0,-11.64,7.61,0.377,0
657,13932,2.991862,6.3396550000000005,10.04,3.15,-29.88,9.33,0.47200000000000003,0
658,17837,3.8167230000000005,21.342187,10.02,-11.79,0.59,8.11,0.528,0
659,17511,3.7497010000000004,22.032454,10.0,18.31,-42.76,9.49,0.489,0
660,20136,4.316997,21.299337,9.99,37.36,-40.48,8.2,0.45,0
661,21868,4.701625,23.06017,9.99,-0.43,-15.44,8.94,0.505,0
662,16753,3.592138,22.823588,9.98,23.92,-44.12,9.86,0.54,0
663,23621,5.078279,14.859029999999999,9.98,2.92,-30.31,6.78,0.139,0
664,17091,3.6614379999999995,23.290875,9.97,23.15,-46.14,9.94,0.608,0
665,28663,6.052401000000001,14.365110000000001,9.96,8.17,-64.66,8.3,0.491,0
666,14702,3.165664,6.704822,9.95,109.46,-57.2,8.16,0.7609999999999999,0
667,22708,4.883108,11.263688,9.92,-15.78,-113.08,10.0,0.665,0
668,21246,4.558023,24.279311,9.9,24.57,-18.36,7.79,0.32,0
669,19411,4.157562,6.72505,9.88,26.97,-56.72,6.74,0.098,0
670,21332,4.578391000000001,17.748185999999997,9.87,67.96,-33.24,7.91,0.41100000000000003,0
671,17694,3.7896940000000003,22.922122,9.87,19.74,-45.2,8.17,0.255,0
672,21453,4.60688,13.122642,9.87,-8.18,-11.75,10.7,0.44799999999999995,0
673,17999,3.847896,23.961470000000002,9.83,16.8,-45.76,6.95,0.078,0
674,19420,4.159164,17.499374,9.81,36.08,-22.96,9.11,0.518,0
675,27549,5.834079,9.871217999999999,9.77,14.82,-1.68,5.79,0.8759999999999999,0
676,15153,3.255201,14.303084,9.77,11.85,-28.15,8.0,0.615,0
677,23227,4.9981029999999995,16.829417000000003,9.76,37.61,4.73,9.32,0.877,0
678,17497,3.7475660000000004,23.268923,9.76,22.71,-43.67,8.98,0.40299999999999997,0
679,18528,3.962385,5.738782,9.76,20.65,-29.69,7.82,0.504,0
