HIP,RA_J2000,DE_J2000,Plx,pmRA,pmDE,Vmag,B-V,is_hyades,cluster,silhouette
16979,3.639605,22.499683,5.86,20.33,-43.05,10.09,0.634,0,1,0.4130835413
17318,3.707149,15.815328,5.84,15.07,-21.2,9.32,0.283,0,1,0.3918983074
18787,4.025106,19.810888,5.83,6.07,-18.5,9.34,0.559,0,1,0.4717139615
19281,4.131852,16.530612,5.82,-3.09,-13.68,7.6,0.102,0,1,0.355944897
18315,3.916028,12.906111,5.78,0.64,-6.32,9.45,0.27,0,1,0.0702356401
13870,2.977416,17.676922,5.71,15.18,-3.76,8.59,0.232,0,1,0.3789614599
15375,3.304215,12.823838,5.71,10.26,-9.47,7.76,0.225,0,1,0.0198034232
18902,4.051826,14.483428,5.7,22.78,-14.6,8.48,0.669,0,1,0.1614622816
16808,3.605963,19.559316,5.68,9.77,-26.1,8.36,0.274,0,1,0.5592369709
16109,3.458897,19.187133,5.64,-56.75,-67.2,9.17,0.624,0,1,0.4351507161
16551,3.552141,19.383256,5.57,18.01,-30.95,8.07,0.081,0,1,0.5009506981
19616,4.203533,20.74518,5.54,16.82,-15.61,9.31,0.587,0,1,0.357990163
19032,4.077057,16.627413,5.52,-12.88,-4.79,9.2,0.47,0,1,0.4577903302
16598,3.560822,17.329255,5.51,2.67,-23.71,8.49,0.577,0,1,0.4529629213
18116,3.87308,18.597726,5.49,-23.11,-31.45,7.94,0.21,0,1,0.4978240704
16802,3.604631,17.81207,5.41,7.43,-4.2,8.6,0.321,0,1,0.5168091935
17657,3.782104,18.283961,5.41,6.1,-15.48,8.94,0.485,0,1,0.5508690581
18823,4.034191,17.297379,5.37,44.48,-8.98,9.44,0.802,0,1,0.167751246
18820,4.03312,18.786953,5.37,35.67,-16.75,10.13,0.509,0,1,0.4864471362
20644,4.424176,23.738338,5.37,29.93,14.8,10.76,0.774,0,1,0.0881432756
14403,3.096492,18.179791,5.33,-4.76,-0.74,8.51,0.34,0,1,0.4364050045
19822,4.25029,15.737725,5.32,19.75,-15.91,10.02,0.604,0,1,0.3317816789
15805,3.393666,15.667888,5.32,-5.04,34.43,9.72,0.466,0,1,0.3215518652
15038,3.230606,22.25251,5.31,-9.35,-41.29,8.64,0.593,0,1,0.4019824475
18473,3.94798,20.083617,5.3,0.71,-11.79,8.79,0.32,0,1,0.4974606895
19459,4.167244,24.092639,5.27,29.83,-16.24,9.12,0.734,0,1,0.2433865722
17828,3.815197,22.799207,5.27,6.48,-5.79,8.12,0.05,0,1,0.4022843224
16707,3.582915,19.312783,5.25,32.75,-24.2,9.18,0.434,0,1,0.5713331829
18227,3.896829,16.08885,5.17,1.55,-13.44,8.95,0.516,0,1,0.407425252
20631,4.421991,23.78802,5.15,5.89,-11.52,8.12,0.184,0,1,0.1372680529
17804,3.810804,15.505355,5.1,-8.41,-10.09,8.17,0.22,0,1,0.365398678
18559,3.972472,24.081125,5.08,17.54,-44.24,7.21,0.035,0,1,0.3229143775
17031,3.651199,13.682969,5.04,43.62,3.42,9.27,0.541,0,1,0.0676075285
19519,4.181991,15.946665,5.04,-10.12,-13.64,7.18,0.148,0,1,0.3429225018
16143,3.467055,20.464261,4.96,2.61,-4.73,6.72,0.471,0,1,0.5407158906
14679,3.160557,16.904696,4.88,11.15,-15,8.82,0.364,0,1,0.3842626537
19829,4.251752,24.310128,4.85,17.7,-22.3,8.86,0.306,0,1,0.2429725469
18754,4.017088,16.521171,4.85,7.67,-36.23,9.96,0.565,0,1,0.4280719521
13752,2.950426,17.23949,4.83,19.42,-20.87,8.74,0.118,0,1,0.3389982547
20278,4.346413,22.231324,4.82,6.72,-10.46,9.6,0.287,0,1,0.236528366
16428,3.525322,22.505805,4.82,-0.58,-8.63,9.49,0.302,0,1,0.5196994666
16268,3.495158,16.762335,4.81,23.87,-16.28,7.05,-0.052,0,1,0.3587978181
19067,4.086436,13.296744,4.78,3.63,-6.2,8.15,0.477,0,1,0.071030968
18110,3.87185,18.917605,4.75,27.48,-27.78,8.26,0.151,0,1,0.4761132977
15525,3.33403,15.657912,4.74,-13.79,1.56,8.89,0.477,0,1,0.3061762605
21120,4.526608,22.845044,4.72,26.82,-30.47,7.51,0.2,0,1,0.0724041884
19417,4.158078,23.294411,4.72,-11.83,-0.1,9.81,0.528,0,1,0.3237996228
18784,4.024592,19.596514,4.69,15.08,-10.61,9.38,0.415,0,1,0.4882135215
14694,3.16409,13.767767,4.69,11.2,-8.93,8.35,0.161,0,1,0.1266405368
14672,3.159618,19.380733,4.66,27.38,-7.52,6.86,0.113,0,1,0.4587338888
19221,4.119623,13.812331,4.65,7.16,-19.16,8.84,0.662,0,1,0.0715254802
17586,3.766946,18.566705,4.65,-1.52,-14.64,9.16,0.28,0,1,0.5424864454
17121,3.666752,16.36019,4.64,-11.21,-0.87,8.37,0.136,0,1,0.403906793
19223,4.119773,12.268178,4.6,16.12,-23.35,7.7,0.092,0,1,0.0471126537
19075,4.08884,22.057633,4.55,5.21,-63.94,7.94,0.726,0,1,0.3141788539
14183,3.048212,17.565564,4.53,2.64,-8.11,8.97,0.45,0,1,0.3869263388
15129,3.251802,16.255277,4.53,-16.39,-50.93,8.44,0.582,0,1,0.3114633106
15509,3.331174,20.277166,4.5,28.96,-10.28,8.35,0.27,0,1,0.5412957736
20533,4.399934,24.300992,4.49,4.54,-12.94,6.34,0.173,0,1,0.1411244349
18474,3.94809,15.536999,4.46,28.05,-8.35,8.75,0.505,0,1,0.3579904431
18283,3.910176,17.343714,4.44,3.62,-9.48,8.33,0.15,0,1,0.4597716093
13547,2.907644,23.847184,4.44,-36.65,-15.6,9.24,0.451,0,1,0.3958603308
18995,4.069724,23.407527,4.39,90.45,-116.79,8.2,0.657,0,1,0.3333707391
17234,3.690652,19.388583,4.39,-10.21,-5.33,8.09,0.148,0,1,0.5104816263
19401,4.156239,17.162141,4.32,-4.63,-18.8,9.09,0.567,0,1,0.4130596849
14514,3.123798,17.879995,4.32,-23.54,9.3,6.13,-0.123,0,1,0.3428416382
17466,3.742876,17.747344,4.26,-13.51,-19.83,9.23,0.396,0,1,0.531226461
19548,4.18625,15.626237,4.24,-0.99,-8.74,7.73,0.207,0,1,0.3538102884
14069,3.021473,14.982244,4.22,39.08,-50.73,7.78,0.656,0,1,0.1133775558
15345,3.297894,13.847227,4.21,-4.58,-2.79,7.54,0.112,0,1,0.1542316351
15506,3.329934,19.07625,4.2,8.88,-9.3,7.43,-0.047,0,1,0.4304978902
14201,3.052325,19.801416,4.18,18.26,-9.84,9.02,0.407,0,1,0.4773410494
16221,3.48292,14.996787,4.16,21.02,-18.63,7.38,0.036,0,1,0.2693597089
17607,3.772038,20.879788,4.16,14.07,-42.94,11.54,0.843,0,1,0.1428553344
16205,3.480046,20.624079,4.12,7.3,-10.36,7.33,-0.067,0,1,0.4390925685
17009,3.646963,20.392446,4.12,-1.64,-15.24,9.34,0.479,0,1,0.5583119834
19363,4.148196,23.098583,4.08,17.33,-25.93,6.87,0.306,0,1,0.3378425425
18927,4.057153,13.942681,4.07,-1.72,-8.51,9.72,0.387,0,1,0.1954983686
15098,3.246127,18.028631,4.04,-0.75,-0.02,8.95,0.357,0,1,0.4656527297
16831,3.608603,16.678285,3.98,-3.76,-24.09,9.47,0.343,0,1,0.4529249801
18849,4.041275,18.061549,3.97,11.4,-17.02,10.03,0.486,0,1,0.4857465903
15198,3.264808,20.702087,3.96,3.57,-8.86,8.08,0.073,0,1,0.4925544525
13890,2.981067,22.00455,3.95,3.2,-5.5,8.23,0.276,0,1,0.4880948642
17282,3.700524,18.205709,3.92,-4.24,-2.13,10.17,0.789,0,1,0.2169064478
20175,4.325044,19.947814,3.88,7.73,-6.33,7.87,0.206,0,1,0.2790373745
20897,4.478381,20.677436,3.81,4.69,-6.99,7.74,0.12,0,1,0.1363827054
15625,3.353468,13.784013,3.79,36.64,2.53,10.12,0.511,0,1,0.0620186587
20531,4.399381,24.303844,3.78,5.76,-7.04,8.18,0.353,0,1,0.1480469854
16441,3.528832,18.800125,3.71,-13.74,-11.55,8.16,0.131,0,1,0.5044094865
15566,3.342819,19.180395,3.7,10.17,-11.02,8.28,0.184,0,1,0.5034516691
14404,3.096589,14.267614,3.64,-0.84,-28.96,8.94,0.524,0,1,0.0899484162
15651,3.358266,21.438654,3.6,18.03,-9.4,9.19,0.349,0,1,0.5518864292
19308,4.139067,19.737646,3.58,-9.44,-4.37,7.69,0.5,0,1,0.4303973585
21350,4.581311,18.413403,3.54,2.03,-4.43,8.06,0.21,0,1,0.0779515609
18717,4.010247,17.29666,3.53,2.57,-30.81,6.31,0.056,0,1,0.390451188
21019,4.507393,20.54782,3.52,31.78,-18.6,9.74,0.67,0,1,0.0937017054
15513,3.33213,21.516447,3.48,16.69,-19.27,8.76,0.655,0,1,0.3740189262
15906,3.414285,14.014879,3.47,45.62,1.54,9.68,0.461,0,1,0.1239887412
15996,3.434253,20.245565,3.47,-8.03,-9.52,8.54,0.4,0,1,0.564404387
14901,3.204493,17.301087,3.45,-9.97,-5.28,8.4,0.335,0,1,0.4189011954
19745,4.233074,22.708071,3.43,9.37,-5.26,8.19,0.179,0,1,0.2811957517
15558,3.340547,14.174646,3.42,16.76,-17.96,9.07,0.529,0,1,0.1111608643
19009,4.072687,24.105993,3.42,-0.31,-13.82,5.46,0.813,0,1,0.1769044712
16295,3.501487,24.190408,3.42,-5.86,-13.29,8.2,0.399,0,1,0.477108875
14993,3.22081,21.644716,3.41,64.98,-38.58,8.23,0.496,0,1,0.471612083
21013,4.506234,23.588858,3.32,19.05,0.71,7.18,0.39,0,1,0.0747047743
18296,3.912383,23.201588,3.25,1.35,-9.14,7.95,0.048,0,1,0.3670012498
16512,3.543533,17.26897,3.17,3.44,-43.37,9.8,0.446,0,1,0.4790417372
19672,4.214235,22.413458,3.16,-3.69,-10.57,6.14,0.171,0,1,0.2967849124
16571,3.555876,15.197997,3.13,-9.41,-17.5,9.81,0.465,0,1,0.2986560298
14683,3.161673,17.660911,3.11,-2.75,-11.24,8.5,0.279,0,1,0.4251935719
14481,3.114576,20.861978,3.09,27.83,-32,8.49,0.629,0,1,0.3663403791
18748,4.015783,23.201491,3.01,15.01,-35.07,6.52,0.103,0,1,0.3495095659
14735,3.171599,16.813495,3.01,-2.02,-12.77,7.7,0.039,0,1,0.344165652
19529,4.184277,16.646985,2.99,3.3,2.49,6.97,0.344,0,1,0.399851641
18326,3.918235,18.59049,2.98,10.52,-11.2,7.82,0.692,0,1,0.3776037522
20270,4.345108,22.949707,2.93,7.58,12.86,9.51,0.404,0,1,0.2238575752
19702,4.220556,22.958784,2.83,1.23,-12.8,9.05,0.555,0,1,0.2946683562
21115,4.525291,22.220857,2.82,6.97,-1.07,11.47,0.655,0,1,0.0509183518
16117,3.460585,16.662985,2.74,29.13,1.05,8.08,0.257,0,1,0.4233200968
19542,4.185695,21.885124,2.73,0.36,-3.32,9.27,0.543,0,1,0.3506817266
17961,3.839878,19.254348,2.65,7.53,-4.68,8.53,0.471,0,1,0.5477665433
16119,3.460948,22.897808,2.64,7.86,-32.32,10.97,0.732,0,1,0.2878107448
20209,4.331031,23.757861,2.56,9.59,-13.09,8.9,0.573,0,1,0.1939029658
16706,3.582929,17.710568,2.54,67.34,-41.49,9.85,0.7,0,1,0.345150779
20600,4.411934,18.913073,2.49,13.28,-16.84,7.35,0.364,0,1,0.2470328399
16841,3.612475,13.291833,2.45,5.97,-9.93,8.45,0.393,0,1,0.0598484624
14847,3.195655,23.987068,2.45,-0.45,-11.02,8.85,0.47,0,1,0.4339033489
20774,4.450437,19.843306,2.31,6.45,-10.97,7.46,0.317,0,1,0.196394683
20526,4.398413,21.719386,2.08,9.42,-5.86,10.42,0.495,0,1,0.2063121556
17614,3.773755,17.917693,2.03,13.76,-25.77,9.87,0.657,0,1,0.4149936605
15052,3.233003,17.888694,1.85,-1.41,-3.44,9.3,0.276,0,1,0.4514867763
19002,4.071866,20.679223,1.74,1.49,-0.02,9.09,0.117,0,1,0.3812850497
18792,4.026271,20.606118,1.59,13.6,-5.7,10.8,0.507,0,1,0.4679750468
15564,3.342381,16.332988,1.5,3.03,-8.14,9.22,0.449,0,1,0.3746718721
18025,3.852245,20.552931,1.13,12.14,-8.97,10.74,0.685,0,1,0.3918855781
18684,4.001039,21.370305,1.09,-8.51,-11.59,9.98,0.434,0,1,0.4650693308
18506,3.957073,18.691982,1.07,12.22,-5.28,10.47,0.608,0,1,0.4756606259
17740,3.799178,18.663354,0.86,1.12,-16.92,9.31,0.591,0,1,0.493665899
20182,4.326114,14.692331,0.71,3.67,8.9,8.77,0.564,0,1,0.2332979699
17836,3.816134,14.975641,0.56,8.6,-27.04,8.51,0.689,0,1,0.2024410437
