recno,TYCID1,TYCID2,TYCID3,RA_J2000_24,DE_J2000,pmRA,pmDE,BT,VT,V,B-V,HD,HIP,Plx,is_hyades,cluster,silhouette
9565,125,948,1,5.987925,4.465851,48.4,-19.4,9.336,8.068,7.954,1.078,40492,28337,6.26,0,3,-0.1718893603
9727,127,1004,1,5.701903,6.609267,58,-29.4,10.907,9.763,9.66,0.972,246596,,,0,3,0.0717063755
51961,641,50,1,2.994639,9.635433,42.9,22.2,9.86,8.565,8.448,1.101,18596,13950,6.2,0,3,-0.1014507656
51966,641,139,1,2.921577,8.664976,94,73.4,11.709,10.765,10.68,0.802,      ,,,0,3,0.2438862617
51968,641,155,1,2.951477,7.653436,52.7,-10.5,9.408,8.844,8.793,0.479,18344,13757,11.48,0,3,0.0101616558
51970,641,180,1,3.040579,8.417044,94.2,-12.2,11.57,10.918,10.859,0.554,      ,,,0,3,0.496704939
51972,641,233,1,3.004481,8.594649,92.1,-24.3,11.997,10.757,10.645,1.054,      ,,,0,3,0.4832146916
51975,641,285,1,2.940863,7.780217,128.2,19.3,11.336,10.165,10.06,0.995,      ,,,0,3,0.4259753459
51978,641,318,1,3.047042,8.494284,125.9,-49,10.702,10.077,10.021,0.531,      ,,,0,3,0.3060574792
51993,641,587,1,3.003387,7.51789,51.8,-27.5,9.979,9.713,9.689,0.226,      ,,,0,3,-0.1044490906
52012,641,928,1,2.937861,9.765597,179,9.8,11.423,10.684,10.617,0.628,      ,,,0,3,0.3550384974
52188,644,621,1,3.056143,11.454802,80.5,-17.4,10.251,9.381,9.303,0.74,18965,,,0,3,0.4487636262
52348,647,176,1,3.001976,13.060239,73.4,-5.9,11.043,10.377,10.317,0.566,      ,,,0,3,0.3982262298
52388,647,694,1,2.908798,14.048636,52.3,-15.1,10.514,9.833,9.772,0.579,      ,,,0,3,-0.0315746447
52390,647,707,1,2.914089,14.022722,76,-40.8,10.831,9.979,9.902,0.724,      ,,,0,3,0.2764296346
52398,647,817,1,2.956108,14.697028,56.3,-2.5,9.817,9.386,9.347,0.366,18343,,,0,3,0.1374182909
52408,648,134,1,3.218256,8.130064,48.7,-17.4,11.027,10.221,10.148,0.685,      ,,,0,3,-0.1580625391
52412,648,239,1,3.185124,8.722046,68.2,-50.1,8.874,8.487,8.452,0.329,19759,,,0,3,-0.0081688911
52486,649,1034,1,3.297661,9.38854,59.2,-6.6,11.829,10.763,10.667,0.906,      ,,,0,3,0.1947096432
52497,649,1431,1,3.290706,9.883275,71.5,16.2,10.259,9.447,9.374,0.69,      ,,,0,3,0.335205294
52499,649,1622,1,3.356632,8.051991,124.7,-26.4,11.102,10.065,9.972,0.881,      ,,,0,3,0.4450176706
52500,650,98,1,3.548071,9.818898,52.2,14.2,11.386,10.564,10.49,0.699,      ,,,0,3,0.0826254089
52505,650,272,1,3.445468,8.900463,49.9,-12,10.901,10.28,10.224,0.528,      ,,,0,3,-0.0911611567
52556,651,95,1,3.06612,10.709921,51.9,-26.4,11.706,10.503,10.395,1.023,      ,,,0,3,-0.0992293344
52562,651,140,1,3.125704,11.484215,72.9,-22.9,11.129,10.508,10.452,0.528,      ,,,0,3,0.3718165697
52580,651,719,1,3.153562,12.452224,61.1,-22.4,10.063,9.421,9.363,0.546,      ,,,0,3,0.1887039897
52598,651,1222,1,3.189184,11.253727,57.2,19.6,11.233,10.367,10.289,0.736,      ,,,0,3,0.1694942761
52605,652,198,1,3.287562,10.142175,56.2,3.8,9.735,9.201,9.153,0.454,      ,15288,10.54,0,3,0.148642579
52606,652,218,1,3.320513,12.452084,50.5,-9.4,10.698,8.441,8.238,1.918,      ,,,0,3,-0.0594396332
52616,652,586,1,3.244201,12.268981,150.1,-38.9,11.161,10.056,9.957,0.939,      ,,,0,3,0.3273293016
52620,652,687,1,3.402103,10.092326,73.4,0.4,11.495,10.559,10.475,0.796,      ,,,0,3,0.3891780075
52633,653,232,1,3.540875,10.738186,65,68.9,9.144,8.576,8.525,0.483,21916,16504,10.21,0,3,0.1137811095
52660,653,1219,1,3.504802,10.062004,57.7,25.8,11.181,9.755,9.627,1.212,      ,,,0,3,0.1715091844
52672,654,45,1,3.090786,13.698583,54.5,-23.4,11.785,10.809,10.721,0.83,      ,,,0,3,-0.0014475556
52681,654,159,1,3.129092,13.329425,58.1,-32.5,10.655,9.904,9.836,0.638,      ,,,0,3,0.0595689091
52682,654,171,1,3.139335,14.426644,159.8,-77.4,11.473,10.411,10.315,0.903,      ,,,0,3,0.1303434785
52683,654,173,1,3.129212,14.63463,69.5,-0.5,9.765,9.185,9.133,0.493,19410,,,0,3,0.3544660034
52723,654,1020,1,3.150599,13.959886,62,-41.4,11.445,10.134,10.016,1.114,      ,,,0,3,0.1019273644
52724,654,1054,1,3.167981,14.839252,66.5,29.8,11.296,10.332,10.245,0.819,      ,,,0,3,0.254649716
52735,654,1626,1,3.214134,13.663418,103.2,-45.4,11.335,10.688,10.63,0.55,      ,,,0,3,0.3361729377
52759,655,595,1,3.346158,14.594003,64,-34.4,11.353,10.314,10.22,0.883,      ,,,0,3,0.1834087507
52783,655,1306,1,3.348101,14.202153,49.4,-20.7,10.844,10.242,10.188,0.512,      ,,,0,3,-0.1579161329
52789,655,1494,1,3.323555,12.791278,85,84.2,11.227,10.4,10.326,0.703,      ,,,0,3,0.1786238632
52812,656,735,1,3.414286,14.014893,48,3.8,10.179,9.689,9.645,0.417,      ,15906,3.47,0,3,-0.060832595
52814,656,765,1,3.478346,13.132474,85.2,-29.6,11.131,10.227,10.146,0.768,      ,,,0,3,0.4458535203
52820,656,958,1,3.490054,13.825219,44.1,13,11.494,10.171,10.052,1.125,      ,,,0,3,-0.1003858157
52829,656,1180,1,3.477827,13.172054,177.2,-17.3,10.803,9.764,9.67,0.883,      ,,,0,3,0.3305073737
52839,656,1603,1,3.487252,13.592678,52.9,-28.9,11.047,10.245,10.173,0.682,      ,,,0,3,-0.0804923971
52866,657,435,1,3.697194,7.958949,92.5,34,11.096,10.335,10.267,0.647,      ,,,0,3,0.3715894748
52871,657,537,1,3.716301,9.042202,50.2,-9.9,11.168,10.04,9.938,0.959,      ,,,0,3,-0.069792278
52872,657,539,1,3.657261,9.065167,58.4,-2.6,9.42,8.854,8.803,0.481,22711,17059,7.38,0,3,0.1857721546
52881,657,700,1,3.734473,9.049692,71.8,-21.2,9.831,9.21,9.154,0.528,23260,,,0,3,0.3632425435
52883,657,718,1,3.699038,8.346893,59.9,-22.9,11.63,10.817,10.744,0.691,      ,,,0,3,0.1553638397
52884,657,729,1,3.64983,7.600958,52.1,-19.2,10.335,8.887,8.757,1.231,22671,,,0,3,-0.0553228522
52897,658,21,1,3.766951,9.990378,99.5,-15.2,11.231,10.255,10.167,0.83,      ,,,0,3,0.5067641699
52899,658,81,1,3.808547,9.645945,72.8,9,8.25,6.82,6.691,1.216,23841,17792,4.61,0,3,0.3630719424
52914,658,404,1,3.844504,9.33729,53.6,-19.7,11.757,10.647,10.547,0.944,      ,,,0,3,-0.0091451296
52982,659,31,1,4.035986,9.352627,44.1,8.1,10.795,10.213,10.161,0.495,      ,,,0,3,-0.1291813439
52990,659,395,1,3.927155,9.929026,55.5,-13.2,9.132,8.603,8.555,0.45,24656,18368,8.4,0,3,0.0845662539
53033,659,1203,1,3.954393,8.921102,63.7,-36.2,10.72,9.853,9.775,0.737,      ,,,0,3,0.1665289178
53057,660,256,1,3.67271,11.731674,44.8,40.6,10.5,9.638,9.56,0.733,      ,17149,7.55,0,3,-0.0675338719
53070,660,616,1,3.615128,12.446293,49.1,-11.1,10.338,9.708,9.651,0.535,      ,,,0,3,-0.1151642331
53093,661,146,1,3.754147,11.307499,63.5,32.3,11.554,10.793,10.725,0.647,      ,,,0,3,0.222832947
53125,661,561,1,3.789408,10.980905,59.2,-23.5,11.078,10.426,10.367,0.554,      ,,,0,3,0.1380241262
53158,662,36,1,3.959554,10.295017,142.1,-79.7,10.37,9.609,9.541,0.647,      ,,,0,3,0.0935781646
53207,662,1008,1,3.996751,11.544811,51.6,-4.4,9.43,8.828,8.774,0.512,25112,,,0,3,0.0040799204
53230,662,1548,1,3.996874,11.542838,48.5,-4.5,10.753,10.039,9.975,0.607,      ,,,0,3,-0.094675042
53291,664,62,1,3.802809,14.195384,55.6,-22.5,11.748,10.985,10.916,0.649,      ,,,0,3,0.0386931441
53324,664,911,1,3.895928,13.505012,65.2,-7.5,8.806,8.318,8.274,0.415,24443,18220,9.72,0,3,0.3024177379
53346,665,229,1,4.071878,12.507449,57.8,-15.7,9.938,7.672,7.468,1.926,25605,19003,3.6,0,3,0.1359000356
53356,665,524,1,4.048959,13.462695,64.2,-11.8,11.877,11.374,11.329,0.428,286409,,,0,3,0.2796207052
53377,665,1048,1,3.976616,13.105027,79.2,-5.7,9.82,9.044,8.974,0.66,24971,,,0,3,0.4415133324
53381,665,1120,1,4.004627,14.305909,56.7,-17.5,8.843,8.319,8.272,0.445,25153,18692,10.93,0,3,0.09764805
53396,666,94,1,4.141368,9.157582,54.2,65.2,11.455,11.034,10.996,0.358,      ,,,0,3,0.0306773358
53459,668,167,1,4.45532,9.226198,53.2,-27.1,11.219,10.495,10.43,0.615,      ,,,0,3,-0.0601721373
53462,668,299,1,4.346965,9.224822,55.2,13.8,6.712,6.546,6.531,0.141,27505,20281,10.17,0,3,0.1352107016
53468,668,490,1,4.406316,7.765695,50.9,-30.5,11.726,11.045,10.984,0.579,      ,,,0,3,-0.1437097457
53479,668,1107,1,4.447555,8.704892,116.9,23.2,11.713,10.964,10.897,0.637,      ,,,0,3,0.4264024883
53515,669,755,1,4.471461,8.954814,61.1,-18.2,11.22,10.399,10.325,0.698,      ,,,0,3,0.2039901607
53569,670,549,1,4.150271,10.92638,58.2,-29.2,9.222,8.799,8.761,0.36,26183,,,0,3,0.0814192163
53595,671,690,1,4.296082,9.713418,45.2,14.5,9.717,9.088,9.031,0.535,286672,,,0,3,-0.0650501151
53666,673,1012,1,4.588587,9.434171,75.5,-44.5,12.189,10.864,10.745,1.126,      ,,,0,3,0.2030319034
53821,678,336,1,4.138469,13.52388,93.7,-4.7,9.917,8.849,8.753,0.908,26091,,,0,3,0.4921984881
53822,678,353,1,4.116442,14.598803,75.9,-21,11.07,10.518,10.468,0.469,      ,,,0,3,0.4071803814
53835,678,549,1,4.10636,14.402224,61.7,63.7,7.86,7.359,7.314,0.426,25849,19157,16.75,0,3,0.1012037761
53856,679,451,1,4.306684,14.555186,43.3,14.5,10.673,8.87,8.708,1.533,285708,,,0,3,-0.1081535583
53862,679,531,1,4.295285,13.836591,65.5,42.5,8.203,7.044,6.94,0.985,27145,20025,5.8,0,3,0.2059079165
53882,680,308,1,4.359418,14.834535,126.1,-70.3,10.879,10.135,10.068,0.632,285710,,,0,3,0.1281263732
53892,680,594,1,4.457038,14.260681,101.9,-19,11.549,10.384,10.279,0.99,285828,,,0,3,0.5093602635
53904,680,812,1,4.379244,14.251422,83.8,-38.8,10.918,10.332,10.279,0.498,285762,,,0,3,0.3566266948
53908,680,922,1,4.430025,14.168334,70.2,-50,11.147,10.44,10.376,0.601,      ,,,0,3,0.0218397403
53909,680,939,1,4.407296,13.99665,52.2,-1.4,10.702,10.075,10.019,0.533,      ,,,0,3,0.0335558033
53980,682,1065,1,4.672947,7.797324,130,-63.8,9.139,7.957,7.851,1.005,29632,,,0,3,0.1897611804
54052,683,769,1,4.782737,7.503234,136.8,85.3,10.857,10.351,10.305,0.43,      ,,,0,3,0.2719637498
54065,683,930,1,4.759785,8.706823,117.2,-76,12.133,11.119,11.028,0.862,      ,,,0,3,0.0397193367
54191,685,309,1,5.015895,9.21552,154.9,44.5,9.614,8.994,8.938,0.527,32071,,,0,3,0.3474659332
54297,686,854,1,4.619035,10.532302,48,-9.2,11.667,10.854,10.781,0.691,      ,,,0,3,-0.1385949474
54330,686,1850,1,4.71044,9.600845,69.9,1.9,10.893,10.069,9.995,0.7,287023,,,0,3,0.3545778484
54399,687,1282,1,4.829883,9.898355,58.3,-33.6,11.255,10.46,10.388,0.676,      ,,,0,3,0.0587542309
54439,688,693,1,4.866226,10.803961,64,-23.7,9.721,9.126,9.072,0.506,287220,,,0,3,0.2412191762
54442,688,761,1,4.939352,10.810293,50.9,31.5,12.062,10.834,10.723,1.044,287311,,,0,3,0.0520145764
54453,688,1248,1,4.869941,9.704576,98.4,-5.1,11.684,11.297,11.262,0.329,287240,,,0,3,0.4951961689
54476,688,1703,1,4.923966,10.208276,56.6,-17.7,9.799,9.223,9.171,0.49,287234,22893,9.66,0,3,0.0965433198
54481,688,1848,1,4.971542,9.791295,63.9,-12.7,11.308,10.353,10.267,0.812,      ,,,0,3,0.2739250296
54637,691,1509,1,4.76715,11.705593,66,-6.2,5.597,5.376,5.356,0.188,30210,22157,12.24,0,3,0.30465988
54670,692,1201,1,4.908028,12.450933,92.4,-41.2,9.563,8.731,8.656,0.707,31222,,,0,3,0.3604532187
54671,692,1216,1,4.959808,12.130922,49.4,11.2,11.525,10.725,10.653,0.68,      ,,,0,3,0.0128988214
54787,694,1072,1,4.638593,13.750332,46.4,4,12.083,10.629,10.498,1.236,286919,,,0,3,-0.1034926998
54816,695,766,1,4.846,14.217913,66.6,-5.9,9.655,8.953,8.89,0.597,30726,,,0,3,0.3230459005
54821,695,854,1,4.725106,14.376995,52.9,3.5,11.6,10.88,10.815,0.612,      ,,,0,3,0.0688507675
54840,696,105,1,4.900222,14.990233,80.5,62.9,9.984,9.355,9.298,0.535,31154,,,0,3,0.2277745443
54876,696,1478,1,4.89417,13.138726,53.8,-20.7,11.301,10.433,10.355,0.738,      ,,,0,3,-0.00975728
54995,698,637,1,5.201657,8.974192,60.1,-2.8,11.017,10.141,10.062,0.745,      ,,,0,3,0.2185380298
55022,698,1465,1,5.186859,8.397122,53.9,-31.7,10.907,9.471,9.342,1.221,33523,,,0,3,-0.059193923
55077,699,733,1,5.294298,8.436162,45.2,3.3,10.49,9.923,9.872,0.482,242398,,,0,3,-0.1347004879
55151,700,966,1,5.471633,8.462469,60.4,-42.1,12.101,11.143,11.057,0.814,      ,,,0,3,0.0620437854
55374,702,2693,1,5.216417,9.609641,90.9,-11.3,12.085,10.909,10.803,1,      ,,,0,3,0.4905914059
55377,702,2789,1,5.155456,9.829585,61,-5.6,5.739,5.457,5.432,0.24,33254,23983,18.54,0,3,0.223487578
55402,703,967,1,5.303555,9.872269,44,14.9,11.896,11.131,11.062,0.65,      ,,,0,3,-0.0894537463
55621,705,950,1,5.580941,10.986469,57.8,-25.7,11.971,11.026,10.941,0.803,      ,,,0,3,0.0876393812
55651,706,291,1,5.150845,12.964181,76.2,-22.1,10.31,9.352,9.266,0.814,      ,,,0,3,0.4077603662
55739,707,1288,1,5.270939,12.203312,47.6,12.5,9.651,9.137,9.091,0.437,242171,,,0,3,-0.0230659724
55751,707,1553,1,5.340395,11.60982,52.2,-13,9.98,9.106,9.027,0.743,242780,24923,18.26,0,3,-0.021184812
55778,708,719,1,5.364856,12.878564,56.6,-2.5,11.798,10.64,10.536,0.984,      ,,,0,3,0.1445079806
55784,708,1020,1,5.422525,12.53136,83.8,-8.5,12.11,10.729,10.605,1.174,      ,,,0,3,0.4664907106
55944,710,609,1,5.137482,13.379609,64.6,-31.8,11.903,10.773,10.671,0.961,      ,,,0,3,0.2094496249
56120,713,37,1,5.573553,13.928749,84.2,30.1,10.894,10.037,9.96,0.728,      ,,,0,3,0.3605931659
56154,713,647,1,5.524426,13.410337,57.3,-20.3,10.012,9.481,9.433,0.451,244503,,,0,3,0.1024501686
56192,714,254,1,5.62424,9.281093,95.2,41.5,9.579,8.894,8.832,0.582,37243,,,0,3,0.3524254558
56261,714,1500,1,5.639734,8.444664,106.8,-33.4,11.157,10.407,10.34,0.638,      ,,,0,3,0.4443487835
56520,717,2148,1,6.06449,8.570123,177.6,43.3,9.994,9.262,9.196,0.622,      ,,,0,3,0.3249162154
56650,718,1160,1,5.617884,11.035,52.4,-17.9,8.053,6.166,5.996,1.604,37171,26386,3.97,0,3,-0.0425906118
56660,719,232,1,5.852116,11.065999,51.8,-12.8,9.884,8.539,8.418,1.143,39157,,,0,3,-0.0336879749
56900,721,820,1,6.057912,9.828014,117.5,-43.3,10.698,10.113,10.06,0.497,      ,,,0,3,0.3577780461
56976,722,149,1,5.630354,12.513448,119.1,-10.7,10.85,10.006,9.93,0.717,      ,,,0,3,0.4887222392
57480,727,668,1,5.86525,13.875214,48.6,11.8,10.442,9.668,9.598,0.658,      ,,,0,3,-0.0044544472
57590,728,1050,1,5.928061,14.643293,53.5,17.5,11.792,10.917,10.838,0.744,      ,,,0,3,0.1083665384
57605,728,1401,1,5.884685,13.721426,66.8,1.3,10.959,10.214,10.147,0.633,      ,,,0,3,0.3207110241
101609,1224,502,1,3.008747,15.90921,97.9,-39.4,11.252,10.615,10.558,0.541,      ,,,0,3,0.3940489844
101682,1225,554,1,3.163172,16.806201,63.3,-12.1,11.894,10.752,10.649,0.971,      ,,,0,3,0.2600285491
101690,1225,828,1,3.111835,17.477998,97.5,23.4,9.483,8.958,8.911,0.446,19290,,,0,3,0.4181054081
101714,1225,1791,1,3.157383,15.23678,95.4,-44.1,11.272,10.251,10.159,0.868,      ,,,0,3,0.333719282
101717,1225,1859,1,3.191285,15.444534,54.5,51.3,10.76,9.621,9.518,0.968,      ,,,0,3,0.0584733647
101806,1227,27,1,2.986222,19.989835,52.8,-27.6,7.774,7.383,7.348,0.332,18508,13913,10.94,0,3,-0.0849837301
101831,1227,524,1,2.993259,18.746378,49.8,19.4,10.075,9.575,9.53,0.425,      ,,,0,3,0.0422100856
101845,1227,777,1,2.934914,18.886772,107.5,17.3,10.441,9.88,9.83,0.477,      ,,,0,3,0.4437259895
101878,1227,1330,1,2.969329,19.500122,57.6,-38.3,11.776,10.57,10.461,1.025,      ,,,0,3,0.0078022928
101900,1228,449,1,3.142848,19.207339,60.3,16.3,11.513,10.721,10.65,0.673,      ,,,0,3,0.2090634312
101908,1228,695,1,3.156511,18.460699,47.5,-7.7,12.064,11.178,11.098,0.753,      ,,,0,3,-0.1524780372
101925,1228,1074,1,3.047836,19.305077,57.2,-16.6,11.59,10.702,10.622,0.755,      ,,,0,3,0.1044955672
101934,1228,1313,1,3.078407,17.902475,142.7,95.2,10.517,9.784,9.718,0.623,      ,,,0,3,0.2547357508
101951,1228,1670,1,3.119717,19.371606,65,-34.7,11.719,10.88,10.804,0.713,      ,,,0,3,0.1932084529
101953,1228,1720,1,3.054374,18.179022,79.7,-49.8,11.169,10.429,10.362,0.629,      ,,,0,3,0.1416700079
101955,1228,1751,1,3.038439,18.793475,72.8,-32.9,10.637,9.892,9.825,0.633,      ,,,0,3,0.3217833263
102058,1230,665,1,2.959372,20.017702,79.2,-10.5,10.767,10.059,9.995,0.602,      ,,,0,3,0.4358544689
102061,1230,696,1,3.017247,20.94805,92.3,-46.1,11.177,10.194,10.106,0.836,      ,,,0,3,0.290435608
102083,1230,1055,1,2.916699,21.096147,52,-20,11.747,10.906,10.83,0.715,      ,,,0,3,-0.078935436
102103,1231,184,1,3.186796,21.017197,58.8,15,11.728,10.462,10.348,1.076,      ,,,0,3,0.1854087372
102115,1231,424,1,3.153523,20.74355,49.8,-10.2,9.242,8.733,8.687,0.433,      ,,,0,3,-0.0967682018
